Move,Depth,Value
G13,1,-10001
L10,2,4
G13,1,-10001
L11,2,-1
G13,1,-10001
L13,2,-1
G13,1,-10001
L14,2,4
G13,1,-10001
M11,2,-5
G13,1,-10001
M13,2,-4995
G13,1,-10001
N11,2,5
G13,1,-10001
N12,2,5
G13,1,-10001
N13,2,5
G13,1,-10001
root,0,-10001
G14,1,Infinity
F13,2,1
G14,1,1
F14,2,1
G14,1,1
F15,2,1
G14,1,1
G11,2,-4
G14,1,-4
G12,2,-9
G14,1,-9
G13,2,-4
G14,1,-9
G15,2,1
G14,1,-9
H11,2,-1
G14,1,-9
H14,2,-4
G14,1,-9
H15,2,-5
G14,1,-9
H16,2,0
G14,1,-9
I9,2,-4999
G14,1,-4999
I10,2,-4
G14,1,-4999
I11,2,-54
G14,1,-4999
I13,2,-5000
G14,1,-5000
I16,2,-49
G14,1,-5000
J9,2,0
G14,1,-5000
J15,2,-10005
G14,1,-10005
J16,2,-4
G14,1,-10005
K9,2,-4
G14,1,-10005
K10,2,-5
G14,1,-10005
K14,2,0
G14,1,-10005
K15,2,1
G14,1,-10005
L10,2,0
G14,1,-10005
L11,2,-5
G14,1,-10005
L13,2,-5
G14,1,-10005
L14,2,0
G14,1,-10005
M11,2,-9
G14,1,-10005
M13,2,-4999
G14,1,-10005
N11,2,1
G14,1,-10005
N12,2,1
G14,1,-10005
N13,2,1
G14,1,-10005
root,0,-10001
H11,1,Infinity
G10,2,0
H11,1,0
G11,2,-5
H11,1,-5
G12,2,-10
H11,1,-10
G13,2,-5
H11,1,-10
G14,2,0
H11,1,-10
H10,2,0
H11,1,-10
H14,2,-6
H11,1,-10
H15,2,-6
H11,1,-10
H16,2,-1
H11,1,-10
I9,2,-5000
H11,1,-5000
I10,2,-5
H11,1,-5000
I11,2,-55
H11,1,-5000
I13,2,-5001
H11,1,-5001
I16,2,-50
H11,1,-5001
J9,2,-1
H11,1,-5001
J15,2,-10006
H11,1,-10006
J16,2,-5
H11,1,-10006
K9,2,-5
H11,1,-10006
K10,2,-6
H11,1,-10006
K14,2,-1
H11,1,-10006
K15,2,0
H11,1,-10006
L10,2,-1
H11,1,-10006
L11,2,-6
H11,1,-10006
L13,2,-6
H11,1,-10006
L14,2,-1
H11,1,-10006
M11,2,-10
H11,1,-10006
M13,2,-5000
H11,1,-10006
N11,2,0
H11,1,-10006
N12,2,0
H11,1,-10006
N13,2,0
H11,1,-10006
root,0,-10001
H14,1,Infinity
G11,2,-4
H14,1,-4
G12,2,-9
H14,1,-9
G13,2,-4
H14,1,-9
G14,2,1
H14,1,-9
G15,2,1
H14,1,-9
H11,2,-1
H14,1,-9
H15,2,-5
H14,1,-9
H16,2,0
H14,1,-9
I9,2,-4999
H14,1,-4999
I10,2,-4
H14,1,-4999
I11,2,-54
H14,1,-4999
I13,2,-5000
H14,1,-5000
I16,2,-49
H14,1,-5000
J9,2,0
H14,1,-5000
J15,2,-10005
H14,1,-10005
J16,2,0
H14,1,-10005
K9,2,-4
H14,1,-10005
K10,2,-5
H14,1,-10005
K14,2,0
H14,1,-10005
K15,2,1
H14,1,-10005
L10,2,0
H14,1,-10005
L11,2,-5
H14,1,-10005
L13,2,-5
H14,1,-10005
L14,2,0
H14,1,-10005
M11,2,-9
H14,1,-10005
M13,2,-4999
H14,1,-10005
N11,2,1
H14,1,-10005
N12,2,1
H14,1,-10005
N13,2,1
H14,1,-10005
root,0,-10001
H15,1,Infinity
G11,2,-5
H15,1,-5
G12,2,-10
H15,1,-10
G13,2,-5
H15,1,-10
G14,2,0
H15,1,-10
G15,2,0
H15,1,-10
G16,2,0
H15,1,-10
H11,2,-2
H15,1,-10
H14,2,-6
H15,1,-10
H16,2,-1
H15,1,-10
I9,2,-5000
H15,1,-5000
I10,2,-5
H15,1,-5000
I11,2,-55
H15,1,-5000
I13,2,-5001
H15,1,-5001
I16,2,-50
H15,1,-5001
J9,2,-1
H15,1,-5001
J15,2,-10002
H15,1,-10002
J16,2,-5
H15,1,-10002
K9,2,-5
H15,1,-10002
K10,2,-6
H15,1,-10002
K14,2,-1
H15,1,-10002
K15,2,0
H15,1,-10002
L10,2,-1
H15,1,-10002
L11,2,-6
H15,1,-10002
L13,2,-6
H15,1,-10002
L14,2,-1
H15,1,-10002
M11,2,-10
H15,1,-10002
M13,2,-5000
H15,1,-10002
N11,2,0
H15,1,-10002
N12,2,0
H15,1,-10002
N13,2,0
H15,1,-10002
root,0,-10001
H16,1,Infinity
G11,2,-5
H16,1,-5
G12,2,-10
H16,1,-10
G13,2,-5
H16,1,-10
G14,2,0
H16,1,-10
G15,2,0
H16,1,-10
G16,2,0
H16,1,-10
G17,2,0
H16,1,-10
H11,2,-2
H16,1,-10
H14,2,-6
H16,1,-10
H15,2,-6
H16,1,-10
H17,2,0
H16,1,-10
I9,2,-5000
H16,1,-5000
I10,2,-5
H16,1,-5000
I11,2,-55
H16,1,-5000
I13,2,-5001
H16,1,-5001
I16,2,-50
H16,1,-5001
I17,2,0
H16,1,-5001
J9,2,-1
H16,1,-5001
J15,2,-10006
H16,1,-10006
J16,2,-5
H16,1,-10006
K9,2,-5
H16,1,-10006
K10,2,-6
H16,1,-10006
K14,2,-1
H16,1,-10006
K15,2,0
H16,1,-10006
L10,2,-1
H16,1,-10006
L11,2,-6
H16,1,-10006
L13,2,-6
H16,1,-10006
L14,2,-1
H16,1,-10006
M11,2,-10
H16,1,-10006
M13,2,-5000
H16,1,-10006
N11,2,0
H16,1,-10006
N12,2,0
H16,1,-10006
N13,2,0
H16,1,-10006
root,0,-10001
I9,1,Infinity
G11,2,495
I9,1,495
G12,2,490
I9,1,490
G13,2,495
I9,1,490
G14,2,500
I9,1,490
H8,2,500
I9,1,490
H9,2,500
I9,1,490
H10,2,500
I9,1,490
H11,2,498
I9,1,490
H14,2,494
I9,1,490
H15,2,494
I9,1,490
H16,2,499
I9,1,490
I8,2,500
I9,1,490
I10,2,495
I9,1,490
I11,2,445
I9,1,445
I13,2,-4501
I9,1,-4501
I16,2,450
I9,1,-4501
J8,2,500
I9,1,-4501
J9,2,499
I9,1,-4501
J15,2,-9506
I9,1,-9506
J16,2,495
I9,1,-9506
K9,2,495
I9,1,-9506
K10,2,494
I9,1,-9506
K14,2,499
I9,1,-9506
K15,2,500
I9,1,-9506
L10,2,499
I9,1,-9506
L11,2,494
I9,1,-9506
L13,2,494
I9,1,-9506
L14,2,499
I9,1,-9506
M11,2,490
I9,1,-9506
M13,2,-500
I9,1,-9506
N11,2,500
I9,1,-9506
N12,2,500
I9,1,-9506
N13,2,500
I9,1,-9506
root,0,-9506
I10,1,Infinity
G11,2,45
I10,1,45
G12,2,40
I10,1,40
G13,2,45
I10,1,40
G14,2,50
I10,1,40
H9,2,-450
I10,1,-450
H10,2,50
I10,1,-450
H11,2,48
I10,1,-450
H14,2,44
I10,1,-450
H15,2,44
I10,1,-450
H16,2,49
I10,1,-450
I9,2,-4950
I10,1,-4950
I11,2,-1
I10,1,-4950
I13,2,-4951
I10,1,-4951
I16,2,0
I10,1,-4951
J9,2,49
I10,1,-4951
J15,2,-9956
I10,1,-9956
J16,2,45
I10,1,-9956
K9,2,45
I10,1,-9956
K10,2,48
I10,1,-9956
K14,2,49
I10,1,-9956
K15,2,50
I10,1,-9956
L10,2,49
I10,1,-9956
L11,2,44
I10,1,-9956
L13,2,-456
I10,1,-9956
L14,2,49
I10,1,-9956
M11,2,40
I10,1,-9956
M13,2,-4950
I10,1,-9956
N11,2,50
I10,1,-9956
N12,2,50
I10,1,-9956
N13,2,50
I10,1,-9956
root,0,-9506
I11,1,Infinity
G11,2,-3
I11,1,-3
G12,2,-8
I11,1,-8
G13,2,1
I11,1,-8
G14,2,2
I11,1,-8
H10,2,2
I11,1,-8
H11,2,0
I11,1,-8
H14,2,-4
I11,1,-8
H15,2,-4
I11,1,-8
H16,2,1
I11,1,-8
I9,2,-4998
I11,1,-4998
I10,2,-3
I11,1,-4998
I13,2,-999
I11,1,-4998
I16,2,-48
I11,1,-4998
J9,2,1
I11,1,-4998
J15,2,-10004
I11,1,-10004
J16,2,-3
I11,1,-10004
K9,2,1
I11,1,-10004
K10,2,-4
I11,1,-10004
K14,2,1
I11,1,-10004
K15,2,2
I11,1,-10004
L10,2,1
I11,1,-10004
L11,2,-4
I11,1,-10004
L13,2,-4
I11,1,-10004
L14,2,1
I11,1,-10004
M11,2,-8
I11,1,-10004
M13,2,-4998
I11,1,-10004
N11,2,2
I11,1,-10004
N12,2,2
I11,1,-10004
N13,2,2
I11,1,-10004
root,0,-9506
I13,1,Infinity
G11,2,11
I13,1,11
G12,2,2
I13,1,2
G13,2,-93
I13,1,-93
G14,2,12
I13,1,-93
H11,2,10
I13,1,-93
H14,2,6
I13,1,-93
H15,2,6
I13,1,-93
H16,2,11
I13,1,-93
I9,2,-4988
I13,1,-4988
I10,2,7
I13,1,-4988
I11,2,-39
I13,1,-4988
I16,2,2
I13,1,-4988
J9,2,11
I13,1,-4988
J15,2,-9994
I13,1,-9994
J16,2,7
I13,1,-9994
K9,2,7
I13,1,-9994
K10,2,6
I13,1,-9994
K14,2,11
I13,1,-9994
K15,2,12
I13,1,-9994
L10,2,11
I13,1,-9994
L11,2,6
I13,1,-9994
L13,2,6
I13,1,-9994
L14,2,11
I13,1,-9994
M11,2,2
I13,1,-9994
M13,2,-4988
I13,1,-9994
N11,2,12
I13,1,-9994
N12,2,12
I13,1,-9994
N13,2,12
I13,1,-9994
root,0,-9506
I16,1,Infinity
G11,2,-5
I16,1,-5
G12,2,-10
I16,1,-10
G13,2,-5
I16,1,-10
G14,2,0
I16,1,-10
H11,2,-2
I16,1,-10
H14,2,-6
I16,1,-10
H15,2,-6
I16,1,-10
H16,2,-1
I16,1,-10
H17,2,0
I16,1,-10
I9,2,-5000
I16,1,-5000
I10,2,-5
I16,1,-5000
I11,2,-55
I16,1,-5000
I13,2,-1001
I16,1,-5000
I17,2,0
I16,1,-5000
J9,2,-1
I16,1,-5000
J15,2,-10006
I16,1,-10006
J16,2,-5
I16,1,-10006
J17,2,0
I16,1,-10006
K9,2,-5
I16,1,-10006
K10,2,-6
I16,1,-10006
K14,2,-1
I16,1,-10006
K15,2,0
I16,1,-10006
L10,2,-1
I16,1,-10006
L11,2,-6
I16,1,-10006
L13,2,-6
I16,1,-10006
L14,2,-1
I16,1,-10006
M11,2,-10
I16,1,-10006
M13,2,-5000
I16,1,-10006
N11,2,0
I16,1,-10006
N12,2,0
I16,1,-10006
N13,2,0
I16,1,-10006
root,0,-9506
J9,1,Infinity
G11,2,-5
J9,1,-5
G12,2,-10
J9,1,-10
G13,2,-5
J9,1,-10
G14,2,0
J9,1,-10
H11,2,-2
J9,1,-10
H14,2,-6
J9,1,-10
H15,2,-6
J9,1,-10
H16,2,-1
J9,1,-10
I8,2,0
J9,1,-10
I9,2,-5000
J9,1,-5000
I10,2,-5
J9,1,-5000
I11,2,-55
J9,1,-5000
I13,2,-5001
J9,1,-5001
I16,2,-50
J9,1,-5001
J8,2,0
J9,1,-5001
J15,2,-10006
J9,1,-10006
J16,2,-5
J9,1,-10006
K8,2,0
J9,1,-10006
K9,2,-5
J9,1,-10006
K10,2,-6
J9,1,-10006
K14,2,-1
J9,1,-10006
K15,2,0
J9,1,-10006
L10,2,-1
J9,1,-10006
L11,2,-6
J9,1,-10006
L13,2,-6
J9,1,-10006
L14,2,-1
J9,1,-10006
M11,2,-10
J9,1,-10006
M13,2,-5000
J9,1,-10006
N11,2,0
J9,1,-10006
N12,2,0
J9,1,-10006
N13,2,0
J9,1,-10006
root,0,-9506
J15,1,50000
root,0,50000
J16,1,Infinity
G11,2,-5
J16,1,-5
G12,2,-10
J16,1,-10
G13,2,-5
J16,1,-10
G14,2,0
J16,1,-10
H11,2,-2
J16,1,-10
H14,2,-2
J16,1,-10
H15,2,-6
J16,1,-10
H16,2,-1
J16,1,-10
I9,2,-5000
J16,1,-5000
I10,2,-5
J16,1,-5000
I11,2,-55
J16,1,-5000
I13,2,-5001
J16,1,-5001
I16,2,-50
J16,1,-5001
I17,2,0
J16,1,-5001
J9,2,-1
J16,1,-5001
J15,2,-10006
J16,1,-10006
J17,2,0
J16,1,-10006
K9,2,-5
J16,1,-10006
K10,2,-6
J16,1,-10006
K14,2,-1
J16,1,-10006
K15,2,0
J16,1,-10006
K16,2,0
J16,1,-10006
K17,2,0
J16,1,-10006
L10,2,-1
J16,1,-10006
L11,2,-6
J16,1,-10006
L13,2,-6
J16,1,-10006
L14,2,-1
J16,1,-10006
M11,2,-10
J16,1,-10006
M13,2,-5000
J16,1,-10006
N11,2,0
J16,1,-10006
N12,2,0
J16,1,-10006
N13,2,0
J16,1,-10006
root,0,50000
K9,1,Infinity
G11,2,-5
K9,1,-5
G12,2,-10
K9,1,-10
G13,2,-5
K9,1,-10
G14,2,0
K9,1,-10
H11,2,-2
K9,1,-10
H14,2,-6
K9,1,-10
H15,2,-6
K9,1,-10
H16,2,-1
K9,1,-10
I9,2,-5000
K9,1,-5000
I10,2,-5
K9,1,-5000
I11,2,-15
K9,1,-5000
I13,2,-5001
K9,1,-5001
I16,2,-50
K9,1,-5001
J8,2,0
K9,1,-5001
J9,2,-1
K9,1,-5001
J15,2,-10006
K9,1,-10006
J16,2,-5
K9,1,-10006
K8,2,0
K9,1,-10006
K10,2,-5
K9,1,-10006
K14,2,-1
K9,1,-10006
K15,2,0
K9,1,-10006
L8,2,0
K9,1,-10006
L9,2,0
K9,1,-10006
L10,2,-1
K9,1,-10006
L11,2,-6
K9,1,-10006
L13,2,-6
K9,1,-10006
L14,2,-1
K9,1,-10006
M11,2,-10
K9,1,-10006
M13,2,-5000
K9,1,-10006
N11,2,0
K9,1,-10006
N12,2,0
K9,1,-10006
N13,2,0
K9,1,-10006
root,0,50000
K10,1,Infinity
G11,2,-4
K10,1,-4
G12,2,-9
K10,1,-9
G13,2,-4
K10,1,-9
G14,2,1
K10,1,-9
H11,2,-1
K10,1,-9
H14,2,-5
K10,1,-9
H15,2,-5
K10,1,-9
H16,2,0
K10,1,-9
I9,2,-4999
K10,1,-4999
I10,2,0
K10,1,-4999
I11,2,-54
K10,1,-4999
I13,2,-5000
K10,1,-5000
I16,2,-49
K10,1,-5000
J9,2,0
K10,1,-5000
J15,2,-10005
K10,1,-10005
J16,2,-4
K10,1,-10005
K9,2,-4
K10,1,-10005
K14,2,0
K10,1,-10005
K15,2,1
K10,1,-10005
L9,2,1
K10,1,-10005
L10,2,0
K10,1,-10005
L11,2,-5
K10,1,-10005
L13,2,-5
K10,1,-10005
L14,2,0
K10,1,-10005
M11,2,-9
K10,1,-10005
M13,2,-4999
K10,1,-10005
N11,2,1
K10,1,-10005
N12,2,1
K10,1,-10005
N13,2,1
K10,1,-10005
root,0,50000
K14,1,Infinity
G11,2,-3
K14,1,-3
G12,2,-8
K14,1,-8
G13,2,-3
K14,1,-8
G14,2,2
K14,1,-8
H11,2,0
K14,1,-8
H14,2,-4
K14,1,-8
H15,2,-4
K14,1,-8
H16,2,1
K14,1,-8
I9,2,-4998
K14,1,-4998
I10,2,-3
K14,1,-4998
I11,2,-53
K14,1,-4998
I13,2,-4999
K14,1,-4999
I16,2,-48
K14,1,-4999
J9,2,1
K14,1,-4999
J15,2,-10004
K14,1,-10004
J16,2,-3
K14,1,-10004
K9,2,-3
K14,1,-10004
K10,2,-4
K14,1,-10004
K15,2,2
K14,1,-10004
L10,2,1
K14,1,-10004
L11,2,-4
K14,1,-10004
L13,2,-4
K14,1,-10004
L14,2,1
K14,1,-10004
L15,2,2
K14,1,-10004
M11,2,-8
K14,1,-10004
M13,2,-4998
K14,1,-10004
N11,2,2
K14,1,-10004
N12,2,2
K14,1,-10004
N13,2,2
K14,1,-10004
root,0,50000
K15,1,Infinity
G11,2,0
K15,1,0
G12,2,-5
K15,1,-5
G13,2,0
K15,1,-5
G14,2,5
K15,1,-5
H11,2,3
K15,1,-5
H14,2,-1
K15,1,-5
H15,2,-1
K15,1,-5
H16,2,4
K15,1,-5
I9,2,-4995
K15,1,-4995
I10,2,0
K15,1,-4995
I11,2,-50
K15,1,-4995
I13,2,-4996
K15,1,-4996
I16,2,-45
K15,1,-4996
J9,2,4
K15,1,-4996
J15,2,-9997
K15,1,-9997
J16,2,0
K15,1,-9997
K9,2,0
K15,1,-9997
K10,2,-1
K15,1,-9997
K14,2,5
K15,1,-9997
K16,2,5
K15,1,-9997
L10,2,4
K15,1,-9997
L11,2,-1
K15,1,-9997
L13,2,-1
K15,1,-9997
L14,2,4
K15,1,-9997
L15,2,5
K15,1,-9997
L16,2,5
K15,1,-9997
M11,2,-5
K15,1,-9997
M13,2,-4995
K15,1,-9997
N11,2,5
K15,1,-9997
N12,2,5
K15,1,-9997
N13,2,5
K15,1,-9997
root,0,50000
L10,1,Infinity
G11,2,-5
L10,1,-5
G12,2,-10
L10,1,-10
G13,2,-5
L10,1,-10
G14,2,0
L10,1,-10
H11,2,-2
L10,1,-10
H14,2,-6
L10,1,-10
H15,2,-6
L10,1,-10
H16,2,-1
L10,1,-10
I9,2,-5000
L10,1,-5000
I10,2,-5
L10,1,-5000
I11,2,-55
L10,1,-5000
I13,2,-5001
L10,1,-5001
I16,2,-50
L10,1,-5001
J9,2,-1
L10,1,-5001
J15,2,-10006
L10,1,-10006
J16,2,-5
L10,1,-10006
K9,2,-5
L10,1,-10006
K10,2,-2
L10,1,-10006
K14,2,-1
L10,1,-10006
K15,2,0
L10,1,-10006
L9,2,0
L10,1,-10006
L11,2,-2
L10,1,-10006
L13,2,-6
L10,1,-10006
L14,2,-1
L10,1,-10006
M9,2,0
L10,1,-10006
M10,2,0
L10,1,-10006
M11,2,-10
L10,1,-10006
M13,2,-5000
L10,1,-10006
N11,2,0
L10,1,-10006
N12,2,0
L10,1,-10006
N13,2,0
L10,1,-10006
root,0,50000
L11,1,Infinity
G11,2,10
L11,1,10
G12,2,5
L11,1,5
G13,2,10
L11,1,5
G14,2,15
L11,1,5
H11,2,13
L11,1,5
H14,2,9
L11,1,5
H15,2,9
L11,1,5
H16,2,14
L11,1,5
I9,2,-4985
L11,1,-4985
I10,2,10
L11,1,-4985
I11,2,-40
L11,1,-4985
I13,2,-4986
L11,1,-4986
I16,2,-35
L11,1,-4986
J9,2,14
L11,1,-4986
J15,2,-9991
L11,1,-9991
J16,2,10
L11,1,-9991
K9,2,10
L11,1,-9991
K10,2,9
L11,1,-9991
K14,2,14
L11,1,-9991
K15,2,15
L11,1,-9991
L10,2,14
L11,1,-9991
L13,2,13
L11,1,-9991
L14,2,14
L11,1,-9991
M10,2,-85
L11,1,-9991
M11,2,5
L11,1,-9991
M13,2,-4985
L11,1,-9991
N11,2,15
L11,1,-9991
N12,2,15
L11,1,-9991
N13,2,15
L11,1,-9991
root,0,50000
L13,1,Infinity
G11,2,50
L13,1,50
G12,2,45
L13,1,45
G13,2,50
L13,1,45
G14,2,55
L13,1,45
H11,2,53
L13,1,45
H14,2,49
L13,1,45
H15,2,49
L13,1,45
H16,2,54
L13,1,45
I9,2,-4945
L13,1,-4945
I10,2,-450
L13,1,-4945
I11,2,0
L13,1,-4945
I13,2,-4946
L13,1,-4946
I16,2,5
L13,1,-4946
J9,2,54
L13,1,-4946
J15,2,-9951
L13,1,-9951
J16,2,50
L13,1,-9951
K9,2,50
L13,1,-9951
K10,2,49
L13,1,-9951
K14,2,54
L13,1,-9951
K15,2,55
L13,1,-9951
L10,2,54
L13,1,-9951
L11,2,53
L13,1,-9951
L14,2,54
L13,1,-9951
M11,2,45
L13,1,-9951
M13,2,-4945
L13,1,-9951
M14,2,-445
L13,1,-9951
N11,2,55
L13,1,-9951
N12,2,55
L13,1,-9951
N13,2,55
L13,1,-9951
root,0,50000
L14,1,Infinity
G11,2,-5
L14,1,-5
G12,2,-10
L14,1,-10
G13,2,-5
L14,1,-10
G14,2,0
L14,1,-10
H11,2,-2
L14,1,-10
H14,2,-6
L14,1,-10
H15,2,-6
L14,1,-10
H16,2,-1
L14,1,-10
I9,2,-5000
L14,1,-5000
I10,2,-5
L14,1,-5000
I11,2,-55
L14,1,-5000
I13,2,-5001
L14,1,-5001
I16,2,-50
L14,1,-5001
J9,2,-1
L14,1,-5001
J15,2,-10006
L14,1,-10006
J16,2,-5
L14,1,-10006
K9,2,-5
L14,1,-10006
K10,2,-6
L14,1,-10006
K14,2,-1
L14,1,-10006
K15,2,0
L14,1,-10006
L10,2,-1
L14,1,-10006
L11,2,-6
L14,1,-10006
L13,2,-2
L14,1,-10006
L15,2,0
L14,1,-10006
M11,2,-10
L14,1,-10006
M13,2,-5000
L14,1,-10006
M14,2,0
L14,1,-10006
M15,2,0
L14,1,-10006
N11,2,0
L14,1,-10006
N12,2,0
L14,1,-10006
N13,2,0
L14,1,-10006
root,0,50000
M11,1,Infinity
G11,2,0
M11,1,0
G12,2,-5
M11,1,-5
G13,2,0
M11,1,-5
G14,2,5
M11,1,-5
H11,2,3
M11,1,-5
H14,2,-1
M11,1,-5
H15,2,-1
M11,1,-5
H16,2,4
M11,1,-5
I9,2,-4995
M11,1,-4995
I10,2,0
M11,1,-4995
I11,2,-50
M11,1,-4995
I13,2,-4996
M11,1,-4996
I16,2,-45
M11,1,-4996
J9,2,4
M11,1,-4996
J15,2,-10001
M11,1,-10001
J16,2,0
M11,1,-10001
K9,2,0
M11,1,-10001
K10,2,-1
M11,1,-10001
K14,2,4
M11,1,-10001
K15,2,5
M11,1,-10001
L10,2,4
M11,1,-10001
L11,2,0
M11,1,-10001
L13,2,-1
M11,1,-10001
L14,2,4
M11,1,-10001
M10,2,5
M11,1,-10001
M13,2,-4995
M11,1,-10001
N10,2,5
M11,1,-10001
N11,2,5
M11,1,-10001
N12,2,5
M11,1,-10001
N13,2,5
M11,1,-10001
root,0,50000
M13,1,Infinity
G11,2,500
M13,1,500
G12,2,495
M13,1,495
G13,2,500
M13,1,495
G14,2,505
M13,1,495
H11,2,503
M13,1,495
H14,2,499
M13,1,495
H15,2,499
M13,1,495
H16,2,504
M13,1,495
I9,2,-495
M13,1,-495
I10,2,500
M13,1,-495
I11,2,450
M13,1,-495
I13,2,-4496
M13,1,-4496
I16,2,455
M13,1,-4496
J9,2,504
M13,1,-4496
J15,2,-9501
M13,1,-9501
J16,2,500
M13,1,-9501
K9,2,500
M13,1,-9501
K10,2,499
M13,1,-9501
K14,2,504
M13,1,-9501
K15,2,505
M13,1,-9501
L10,2,504
M13,1,-9501
L11,2,499
M13,1,-9501
L13,2,500
M13,1,-9501
L14,2,504
M13,1,-9501
M11,2,495
M13,1,-9501
M14,2,505
M13,1,-9501
N11,2,505
M13,1,-9501
N12,2,505
M13,1,-9501
N13,2,505
M13,1,-9501
N14,2,505
M13,1,-9501
root,0,50000
N11,1,Infinity
G11,2,0
N11,1,0
G12,2,-5
N11,1,-5
G13,2,0
N11,1,-5
G14,2,5
N11,1,-5
H11,2,3
N11,1,-5
H14,2,-1
N11,1,-5
H15,2,-1
N11,1,-5
H16,2,4
N11,1,-5
I9,2,-4995
N11,1,-4995
I10,2,0
N11,1,-4995
I11,2,-50
N11,1,-4995
I13,2,-4996
N11,1,-4996
I16,2,-45
N11,1,-4996
J9,2,4
N11,1,-4996
J15,2,-10001
N11,1,-10001
J16,2,0
N11,1,-10001
K9,2,0
N11,1,-10001
K10,2,-1
N11,1,-10001
K14,2,4
N11,1,-10001
K15,2,5
N11,1,-10001
L10,2,4
N11,1,-10001
L11,2,-1
N11,1,-10001
L13,2,-1
N11,1,-10001
L14,2,4
N11,1,-10001
M10,2,5
N11,1,-10001
M11,2,-5
N11,1,-10001
M13,2,-4995
N11,1,-10001
N10,2,5
N11,1,-10001
N12,2,5
N11,1,-10001
N13,2,5
N11,1,-10001
O10,2,5
N11,1,-10001
O11,2,5
N11,1,-10001
O12,2,5
N11,1,-10001
root,0,50000
N12,1,Infinity
G11,2,-4
N12,1,-4
G12,2,-9
N12,1,-9
G13,2,-4
N12,1,-9
G14,2,1
N12,1,-9
H11,2,-1
N12,1,-9
H14,2,-5
N12,1,-9
H15,2,-5
N12,1,-9
H16,2,0
N12,1,-9
I9,2,-4999
N12,1,-4999
I10,2,-4
N12,1,-4999
I11,2,-54
N12,1,-4999
I13,2,-5000
N12,1,-5000
I16,2,-49
N12,1,-5000
J9,2,0
N12,1,-5000
J15,2,-10005
N12,1,-10005
J16,2,-4
N12,1,-10005
K9,2,-4
N12,1,-10005
K10,2,-5
N12,1,-10005
K14,2,0
N12,1,-10005
K15,2,1
N12,1,-10005
L10,2,0
N12,1,-10005
L11,2,-5
N12,1,-10005
L13,2,-5
N12,1,-10005
L14,2,0
N12,1,-10005
M11,2,-9
N12,1,-10005
M13,2,-4999
N12,1,-10005
N11,2,1
N12,1,-10005
N13,2,1
N12,1,-10005
O11,2,1
N12,1,-10005
O12,2,1
N12,1,-10005
O13,2,1
N12,1,-10005
root,0,50000
