Move,Depth,Value,Alpha,Beta
D7,3,0,-45,0
F5,4,4,-45,0
D7,3,0,-45,0
F6,4,0,-45,0
D7,3,0,-45,0
F8,4,5,-45,0
D7,3,0,-45,0
F9,4,5,-45,0
D7,3,0,-45,0
G6,4,5,-45,0
D7,3,0,-45,0
G7,4,0,-45,0
D7,3,0,-45,0
G9,4,-45,-45,0
D7,3,-45,-45,0
E6,2,-45,-45,Infinity
E5,3,Infinity,-45,Infinity
D4,4,5,-45,Infinity
E5,3,5,-45,5
D5,4,4,-45,5
E5,3,4,-45,4
D6,4,0,-45,4
E5,3,0,-45,0
D7,4,0,-45,0
E5,3,0,-45,0
E4,4,5,-45,0
E5,3,0,-45,0
E7,4,4,-45,0
E5,3,0,-45,0
E8,4,5,-45,0
E5,3,0,-45,0
F4,4,5,-45,0
E5,3,0,-45,0
F5,4,0,-45,0
E5,3,0,-45,0
F6,4,0,-45,0
E5,3,0,-45,0
F8,4,5,-45,0
E5,3,0,-45,0
F9,4,5,-45,0
E5,3,0,-45,0
G6,4,5,-45,0
E5,3,0,-45,0
G7,4,0,-45,0
E5,3,0,-45,0
G9,4,-45,-45,0
E5,3,-45,-45,0
E6,2,-45,-45,Infinity
E7,3,Infinity,-45,Infinity
D5,4,9,-45,Infinity
E7,3,9,-45,9
D6,4,5,-45,9
E7,3,5,-45,5
D7,4,5,-45,5
E7,3,5,-45,5
D8,4,10,-45,5
E7,3,5,-45,5
E5,4,9,-45,5
E7,3,5,-45,5
E8,4,10,-45,5
E7,3,5,-45,5
F5,4,5,-45,5
E7,3,5,-45,5
F6,4,5,-45,5
E7,3,5,-45,5
F8,4,10,-45,5
E7,3,5,-45,5
F9,4,10,-45,5
E7,3,5,-45,5
G6,4,10,-45,5
E7,3,5,-45,5
G7,4,5,-45,5
E7,3,5,-45,5
G9,4,-40,-45,5
E7,3,-40,-45,-40
H6,4,5,-45,-40
E7,3,-40,-45,-40
H7,4,0,-45,-40
E7,3,-40,-45,-40
H9,4,5,-45,-40
E7,3,-40,-45,-40
I6,4,5,-45,-40
E7,3,-40,-45,-40
I8,4,4,-45,-40
E7,3,-40,-45,-40
I9,4,5,-45,-40
E7,3,-40,-45,-40
J6,4,-40,-45,-40
E7,3,-40,-45,-40
J7,4,5,-45,-40
E7,3,-40,-45,-40
J8,4,5,-45,-40
E7,3,-40,-45,-40
E6,2,-40,-40,Infinity
E8,3,Infinity,-40,Infinity
D5,4,9,-40,Infinity
E8,3,9,-40,9
D6,4,5,-40,9
E8,3,5,-40,5
D7,4,5,-40,5
E8,3,5,-40,5
D8,4,10,-40,5
E8,3,5,-40,5
D9,4,10,-40,5
E8,3,5,-40,5
E5,4,5,-40,5
E8,3,5,-40,5
E7,4,9,-40,5
E8,3,5,-40,5
E9,4,10,-40,5
E8,3,5,-40,5
F5,4,5,-40,5
E8,3,5,-40,5
F6,4,5,-40,5
E8,3,5,-40,5
F8,4,10,-40,5
E8,3,5,-40,5
F9,4,10,-40,5
E8,3,5,-40,5
G6,4,10,-40,5
E8,3,5,-40,5
G7,4,5,-40,5
E8,3,5,-40,5
G9,4,-40,-40,5
E8,3,-40,-40,5
E6,2,-40,-40,Infinity
F5,3,Infinity,-40,Infinity
D5,4,4,-40,Infinity
F5,3,4,-40,4
D6,4,0,-40,4
F5,3,0,-40,0
D7,4,4,-40,0
F5,3,0,-40,0
E4,4,5,-40,0
F5,3,0,-40,0
E5,4,0,-40,0
F5,3,0,-40,0
E7,4,0,-40,0
F5,3,0,-40,0
E8,4,5,-40,0
F5,3,0,-40,0
F4,4,5,-40,0
F5,3,0,-40,0
F6,4,0,-40,0
F5,3,0,-40,0
F8,4,5,-40,0
F5,3,0,-40,0
F9,4,5,-40,0
F5,3,0,-40,0
G4,4,5,-40,0
F5,3,0,-40,0
G5,4,5,-40,0
F5,3,0,-40,0
G6,4,5,-40,0
F5,3,0,-40,0
G7,4,0,-40,0
F5,3,0,-40,0
G9,4,-45,-40,0
F5,3,-45,-40,0
E6,2,-40,-40,Infinity
F6,3,Infinity,-40,Infinity
D5,4,9,-40,Infinity
F6,3,9,-40,9
D6,4,9,-40,9
F6,3,9,-40,9
D7,4,5,-40,9
F6,3,5,-40,5
E5,4,5,-40,5
F6,3,5,-40,5
E7,4,5,-40,5
F6,3,5,-40,5
E8,4,10,-40,5
F6,3,5,-40,5
F5,4,5,-40,5
F6,3,5,-40,5
F8,4,10,-40,5
F6,3,5,-40,5
F9,4,10,-40,5
F6,3,5,-40,5
G5,4,10,-40,5
F6,3,5,-40,5
G6,4,10,-40,5
F6,3,5,-40,5
G7,4,9,-40,5
F6,3,5,-40,5
G9,4,-40,-40,5
F6,3,-40,-40,5
E6,2,-40,-40,Infinity
F8,3,Infinity,-40,Infinity
D5,4,10,-40,Infinity
F8,3,10,-40,10
D6,4,6,-40,10
F8,3,6,-40,6
D7,4,6,-40,6
F8,3,6,-40,6
E5,4,6,-40,6
F8,3,6,-40,6
E7,4,6,-40,6
F8,3,6,-40,6
E8,4,11,-40,6
F8,3,6,-40,6
E9,4,11,-40,6
F8,3,6,-40,6
F5,4,6,-40,6
F8,3,6,-40,6
F6,4,6,-40,6
F8,3,6,-40,6
F9,4,11,-40,6
F8,3,6,-40,6
G6,4,11,-40,6
F8,3,6,-40,6
G7,4,6,-40,6
F8,3,6,-40,6
G9,4,-39,-40,6
F8,3,-39,-40,-39
H6,4,6,-40,-39
F8,3,-39,-40,-39
H7,4,1,-40,-39
F8,3,-39,-40,-39
H9,4,6,-40,-39
F8,3,-39,-40,-39
I6,4,6,-40,-39
F8,3,-39,-40,-39
I8,4,5,-40,-39
F8,3,-39,-40,-39
I9,4,6,-40,-39
F8,3,-39,-40,-39
J6,4,-39,-40,-39
F8,3,-39,-40,-39
J7,4,6,-40,-39
F8,3,-39,-40,-39
J8,4,6,-40,-39
F8,3,-39,-40,-39
E6,2,-39,-39,Infinity
F9,3,Infinity,-39,Infinity
D5,4,9,-39,Infinity
F9,3,9,-39,9
D6,4,5,-39,9
F9,3,5,-39,5
D7,4,5,-39,5
F9,3,5,-39,5
E5,4,5,-39,5
F9,3,5,-39,5
E7,4,5,-39,5
F9,3,5,-39,5
E8,4,10,-39,5
F9,3,5,-39,5
E9,4,10,-39,5
F9,3,5,-39,5
E10,4,10,-39,5
F9,3,5,-39,5
F5,4,5,-39,5
F9,3,5,-39,5
F6,4,5,-39,5
F9,3,5,-39,5
F8,4,10,-39,5
F9,3,5,-39,5
F10,4,10,-39,5
F9,3,5,-39,5
G6,4,10,-39,5
F9,3,5,-39,5
G7,4,5,-39,5
F9,3,5,-39,5
G9,4,-40,-39,5
F9,3,-40,-39,5
E6,2,-39,-39,Infinity
G6,3,Infinity,-39,Infinity
D5,4,9,-39,Infinity
G6,3,9,-39,9
D6,4,5,-39,9
G6,3,5,-39,5
D7,4,5,-39,5
G6,3,5,-39,5
E5,4,5,-39,5
G6,3,5,-39,5
E7,4,5,-39,5
G6,3,5,-39,5
E8,4,10,-39,5
G6,3,5,-39,5
F5,4,5,-39,5
G6,3,5,-39,5
F6,4,9,-39,5
G6,3,5,-39,5
F8,4,10,-39,5
G6,3,5,-39,5
F9,4,10,-39,5
G6,3,5,-39,5
G5,4,10,-39,5
G6,3,5,-39,5
G7,4,5,-39,5
G6,3,5,-39,5
G9,4,-40,-39,5
G6,3,-40,-39,5
E6,2,-39,-39,Infinity
G7,3,Infinity,-39,Infinity
D5,4,14,-39,Infinity
G7,3,14,-39,14
D6,4,10,-39,14
G7,3,10,-39,10
D7,4,10,-39,10
G7,3,10,-39,10
E5,4,10,-39,10
G7,3,10,-39,10
E7,4,10,-39,10
G7,3,10,-39,10
E8,4,15,-39,10
G7,3,10,-39,10
F5,4,10,-39,10
G7,3,10,-39,10
F6,4,10,-39,10
G7,3,10,-39,10
F8,4,15,-39,10
G7,3,10,-39,10
F9,4,15,-39,10
G7,3,10,-39,10
G6,4,15,-39,10
G7,3,10,-39,10
G9,4,-35,-39,10
G7,3,-35,-39,-35
H6,4,10,-39,-35
G7,3,-35,-39,-35
H7,4,9,-39,-35
G7,3,-35,-39,-35
H9,4,10,-39,-35
G7,3,-35,-39,-35
I6,4,10,-39,-35
G7,3,-35,-39,-35
I8,4,9,-39,-35
G7,3,-35,-39,-35
I9,4,14,-39,-35
G7,3,-35,-39,-35
J6,4,-35,-39,-35
G7,3,-35,-39,-35
J7,4,10,-39,-35
G7,3,-35,-39,-35
J8,4,10,-39,-35
G7,3,-35,-39,-35
E6,2,-35,-35,Infinity
G9,3,Infinity,-35,Infinity
D5,4,9,-35,Infinity
G9,3,9,-35,9
D6,4,5,-35,9
G9,3,5,-35,5
D7,4,5,-35,5
G9,3,5,-35,5
E5,4,5,-35,5
G9,3,5,-35,5
E7,4,5,-35,5
G9,3,5,-35,5
E8,4,10,-35,5
G9,3,5,-35,5
F5,4,5,-35,5
G9,3,5,-35,5
F6,4,5,-35,5
G9,3,5,-35,5
F8,4,10,-35,5
G9,3,5,-35,5
F9,4,10,-35,5
G9,3,5,-35,5
F10,4,10,-35,5
G9,3,5,-35,5
G6,4,10,-35,5
G9,3,5,-35,5
G7,4,5,-35,5
G9,3,5,-35,5
G10,4,10,-35,5
G9,3,5,-35,5
H6,4,5,-35,5
G9,3,5,-35,5
H7,4,0,-35,5
G9,3,0,-35,0
H9,4,5,-35,0
G9,3,0,-35,0
H10,4,10,-35,0
G9,3,0,-35,0
I6,4,5,-35,0
G9,3,0,-35,0
I8,4,4,-35,0
G9,3,0,-35,0
I9,4,5,-35,0
G9,3,0,-35,0
J6,4,0,-35,0
G9,3,0,-35,0
J7,4,5,-35,0
G9,3,0,-35,0
J8,4,5,-35,0
G9,3,0,-35,0
E6,2,0,0,Infinity
H6,3,Infinity,0,Infinity
D5,4,4,0,Infinity
H6,3,4,0,4
D6,4,0,0,4
H6,3,0,0,4
E6,2,0,0,Infinity
H7,3,Infinity,0,Infinity
D5,4,9,0,Infinity
H7,3,9,0,9
D6,4,5,0,9
H7,3,5,0,5
D7,4,5,0,5
H7,3,5,0,5
E5,4,5,0,5
H7,3,5,0,5
E7,4,5,0,5
H7,3,5,0,5
E8,4,10,0,5
H7,3,5,0,5
F5,4,5,0,5
H7,3,5,0,5
F6,4,5,0,5
H7,3,5,0,5
F8,4,10,0,5
H7,3,5,0,5
F9,4,10,0,5
H7,3,5,0,5
G6,4,10,0,5
H7,3,5,0,5
G7,4,5,0,5
H7,3,5,0,5
G9,4,-40,0,5
H7,3,-40,0,5
E6,2,0,0,Infinity
H9,3,Infinity,0,Infinity
D5,4,14,0,Infinity
H9,3,14,0,14
D6,4,10,0,14
H9,3,10,0,10
D7,4,10,0,10
H9,3,10,0,10
E5,4,10,0,10
H9,3,10,0,10
E7,4,10,0,10
H9,3,10,0,10
E8,4,15,0,10
H9,3,10,0,10
F5,4,10,0,10
H9,3,10,0,10
F6,4,10,0,10
H9,3,10,0,10
F8,4,15,0,10
H9,3,10,0,10
F9,4,15,0,10
H9,3,10,0,10
G6,4,15,0,10
H9,3,10,0,10
G7,4,10,0,10
H9,3,10,0,10
G9,4,-35,0,10
H9,3,-35,0,10
E6,2,0,0,Infinity
I6,3,Infinity,0,Infinity
D5,4,4,0,Infinity
I6,3,4,0,4
D6,4,0,0,4
I6,3,0,0,4
E6,2,0,0,Infinity
I8,3,Infinity,0,Infinity
D5,4,4,0,Infinity
I8,3,4,0,4
D6,4,0,0,4
I8,3,0,0,4
E6,2,0,0,Infinity
I9,3,Infinity,0,Infinity
D5,4,4,0,Infinity
I9,3,4,0,4
D6,4,0,0,4
I9,3,0,0,4
E6,2,0,0,Infinity
J6,3,Infinity,0,Infinity
D5,4,4,0,Infinity
J6,3,4,0,4
D6,4,0,0,4
J6,3,0,0,4
E6,2,0,0,Infinity
J7,3,Infinity,0,Infinity
D5,4,4,0,Infinity
J7,3,4,0,4
D6,4,0,0,4
J7,3,0,0,4
E6,2,0,0,Infinity
J8,3,Infinity,0,Infinity
D5,4,4,0,Infinity
J8,3,4,0,4
D6,4,0,0,4
J8,3,0,0,4
E6,2,0,0,Infinity
F7,1,0,-Infinity,0
E7,2,-Infinity,-Infinity,0
D6,3,Infinity,-Infinity,0
C5,4,5,-Infinity,0
D6,3,5,-Infinity,0
C6,4,5,-Infinity,0
D6,3,5,-Infinity,0
C7,4,5,-Infinity,0
D6,3,5,-Infinity,0
D5,4,5,-Infinity,0
D6,3,5,-Infinity,0
D7,4,4,-Infinity,0
D6,3,4,-Infinity,0
D8,4,0,-Infinity,0
D6,3,0,-Infinity,0
E5,4,5,-Infinity,0
D6,3,0,-Infinity,0
E6,4,0,-Infinity,0
D6,3,0,-Infinity,0
E8,4,0,-Infinity,0
D6,3,0,-Infinity,0
F6,4,0,-Infinity,0
D6,3,0,-Infinity,0
F8,4,4,-Infinity,0
D6,3,0,-Infinity,0
F9,4,5,-Infinity,0
D6,3,0,-Infinity,0
G6,4,5,-Infinity,0
D6,3,0,-Infinity,0
G7,4,0,-Infinity,0
D6,3,0,-Infinity,0
G9,4,-45,-Infinity,0
D6,3,-45,-Infinity,-45
H6,4,0,-Infinity,-45
D6,3,-45,-Infinity,-45
H7,4,-5,-Infinity,-45
D6,3,-45,-Infinity,-45
H9,4,0,-Infinity,-45
D6,3,-45,-Infinity,-45
I6,4,0,-Infinity,-45
D6,3,-45,-Infinity,-45
I8,4,-1,-Infinity,-45
D6,3,-45,-Infinity,-45
I9,4,0,-Infinity,-45
D6,3,-45,-Infinity,-45
J6,4,-45,-Infinity,-45
D6,3,-45,-Infinity,-45
J7,4,0,-Infinity,-45
D6,3,-45,-Infinity,-45
J8,4,0,-Infinity,-45
D6,3,-45,-Infinity,-45
E7,2,-45,-45,0
D7,3,Infinity,-45,0
C6,4,5,-45,0
D7,3,5,-45,0
C7,4,5,-45,0
D7,3,5,-45,0
C8,4,5,-45,0
D7,3,5,-45,0
D6,4,0,-45,0
D7,3,0,-45,0
D8,4,0,-45,0
D7,3,0,-45,0
E6,4,0,-45,0
D7,3,0,-45,0
E8,4,0,-45,0
D7,3,0,-45,0
F6,4,0,-45,0
D7,3,0,-45,0
F8,4,0,-45,0
D7,3,0,-45,0
F9,4,5,-45,0
D7,3,0,-45,0
G6,4,5,-45,0
D7,3,0,-45,0
G7,4,0,-45,0
D7,3,0,-45,0
G9,4,-45,-45,0
D7,3,-45,-45,0
E7,2,-45,-45,0
D8,3,Infinity,-45,0
C7,4,5,-45,0
D8,3,5,-45,0
C8,4,5,-45,0
D8,3,5,-45,0
C9,4,5,-45,0
D8,3,5,-45,0
D6,4,0,-45,0
D8,3,0,-45,0
D7,4,4,-45,0
D8,3,0,-45,0
D9,4,5,-45,0
D8,3,0,-45,0
E6,4,0,-45,0
D8,3,0,-45,0
E8,4,0,-45,0
D8,3,0,-45,0
E9,4,5,-45,0
D8,3,0,-45,0
F6,4,4,-45,0
D8,3,0,-45,0
F8,4,0,-45,0
D8,3,0,-45,0
F9,4,5,-45,0
D8,3,0,-45,0
G6,4,5,-45,0
D8,3,0,-45,0
G7,4,0,-45,0
D8,3,0,-45,0
G9,4,-45,-45,0
D8,3,-45,-45,0
E7,2,-45,-45,0
E6,3,Infinity,-45,0
D5,4,-445,-45,0
E6,3,-445,-45,0
E7,2,-45,-45,0
E8,3,Infinity,-45,0
D6,4,5,-45,0
E8,3,5,-45,0
D7,4,9,-45,0
E8,3,5,-45,0
D8,4,5,-45,0
E8,3,5,-45,0
D9,4,10,-45,0
E8,3,5,-45,0
E6,4,9,-45,0
E8,3,5,-45,0
E9,4,10,-45,0
E8,3,5,-45,0
F6,4,5,-45,0
E8,3,5,-45,0
F8,4,5,-45,0
E8,3,5,-45,0
F9,4,10,-45,0
E8,3,5,-45,0
G6,4,10,-45,0
E8,3,5,-45,0
G7,4,5,-45,0
E8,3,5,-45,0
G9,4,-40,-45,0
E8,3,-40,-45,-40
H6,4,5,-45,-40
E8,3,-40,-45,-40
H7,4,0,-45,-40
E8,3,-40,-45,-40
H9,4,5,-45,-40
E8,3,-40,-45,-40
I6,4,5,-45,-40
E8,3,-40,-45,-40
I8,4,4,-45,-40
E8,3,-40,-45,-40
I9,4,5,-45,-40
E8,3,-40,-45,-40
J6,4,-40,-45,-40
E8,3,-40,-45,-40
J7,4,5,-45,-40
E8,3,-40,-45,-40
J8,4,5,-45,-40
E8,3,-40,-45,-40
E7,2,-40,-40,0
F6,3,Infinity,-40,0
D6,4,5,-40,0
F6,3,5,-40,0
D7,4,9,-40,0
F6,3,5,-40,0
D8,4,9,-40,0
F6,3,5,-40,0
E5,4,10,-40,0
F6,3,5,-40,0
E6,4,5,-40,0
F6,3,5,-40,0
E8,4,5,-40,0
F6,3,5,-40,0
F5,4,10,-40,0
F6,3,5,-40,0
F8,4,5,-40,0
F6,3,5,-40,0
F9,4,10,-40,0
F6,3,5,-40,0
G5,4,10,-40,0
F6,3,5,-40,0
G6,4,10,-40,0
F6,3,5,-40,0
G7,4,9,-40,0
F6,3,5,-40,0
G9,4,-40,-40,0
F6,3,-40,-40,0
E7,2,-40,-40,0
F8,3,Infinity,-40,0
D6,4,10,-40,0
F8,3,10,-40,0
D7,4,10,-40,0
F8,3,10,-40,0
D8,4,6,-40,0
F8,3,6,-40,0
E6,4,6,-40,0
F8,3,6,-40,0
E8,4,6,-40,0
F8,3,6,-40,0
E9,4,11,-40,0
F8,3,6,-40,0
F6,4,6,-40,0
F8,3,6,-40,0
F9,4,11,-40,0
F8,3,6,-40,0
G6,4,11,-40,0
F8,3,6,-40,0
G7,4,6,-40,0
F8,3,6,-40,0
G9,4,-39,-40,0
F8,3,-39,-40,-39
H6,4,6,-40,-39
F8,3,-39,-40,-39
H7,4,1,-40,-39
F8,3,-39,-40,-39
H9,4,6,-40,-39
F8,3,-39,-40,-39
I6,4,6,-40,-39
F8,3,-39,-40,-39
I8,4,5,-40,-39
F8,3,-39,-40,-39
I9,4,6,-40,-39
F8,3,-39,-40,-39
J6,4,-39,-40,-39
F8,3,-39,-40,-39
J7,4,6,-40,-39
F8,3,-39,-40,-39
J8,4,6,-40,-39
F8,3,-39,-40,-39
E7,2,-39,-39,0
F9,3,Infinity,-39,0
D6,4,5,-39,0
F9,3,5,-39,0
D7,4,9,-39,0
F9,3,5,-39,0
D8,4,5,-39,0
F9,3,5,-39,0
E6,4,5,-39,0
F9,3,5,-39,0
E8,4,5,-39,0
F9,3,5,-39,0
E9,4,10,-39,0
F9,3,5,-39,0
E10,4,10,-39,0
F9,3,5,-39,0
F6,4,5,-39,0
F9,3,5,-39,0
F8,4,5,-39,0
F9,3,5,-39,0
F10,4,10,-39,0
F9,3,5,-39,0
G6,4,10,-39,0
F9,3,5,-39,0
G7,4,5,-39,0
F9,3,5,-39,0
G9,4,-40,-39,0
F9,3,-40,-39,0
E7,2,-39,-39,0
G6,3,Infinity,-39,0
D6,4,5,-39,0
G6,3,5,-39,0
D7,4,9,-39,0
G6,3,5,-39,0
D8,4,5,-39,0
G6,3,5,-39,0
E6,4,5,-39,0
G6,3,5,-39,0
E8,4,5,-39,0
G6,3,5,-39,0
F5,4,10,-39,0
G6,3,5,-39,0
F6,4,5,-39,0
G6,3,5,-39,0
F8,4,5,-39,0
G6,3,5,-39,0
F9,4,10,-39,0
G6,3,5,-39,0
G5,4,10,-39,0
G6,3,5,-39,0
G7,4,5,-39,0
G6,3,5,-39,0
G9,4,-40,-39,0
G6,3,-40,-39,0
E7,2,-39,-39,0
G7,3,Infinity,-39,0
D6,4,6,-39,0
G7,3,6,-39,0
D7,4,10,-39,0
G7,3,6,-39,0
D8,4,6,-39,0
G7,3,6,-39,0
E6,4,6,-39,0
G7,3,6,-39,0
E8,4,6,-39,0
G7,3,6,-39,0
F6,4,6,-39,0
G7,3,6,-39,0
F8,4,6,-39,0
G7,3,6,-39,0
F9,4,11,-39,0
G7,3,6,-39,0
G6,4,11,-39,0
G7,3,6,-39,0
G9,4,-39,-39,0
G7,3,-39,-39,0
E7,2,-39,-39,0
G9,3,Infinity,-39,0
D6,4,5,-39,0
G9,3,5,-39,0
D7,4,9,-39,0
G9,3,5,-39,0
D8,4,5,-39,0
G9,3,5,-39,0
E6,4,5,-39,0
G9,3,5,-39,0
E8,4,5,-39,0
G9,3,5,-39,0
F6,4,5,-39,0
G9,3,5,-39,0
F8,4,9,-39,0
G9,3,5,-39,0
F9,4,10,-39,0
G9,3,5,-39,0
F10,4,10,-39,0
G9,3,5,-39,0
G6,4,10,-39,0
G9,3,5,-39,0
G7,4,5,-39,0
G9,3,5,-39,0
G10,4,10,-39,0
G9,3,5,-39,0
H6,4,5,-39,0
G9,3,5,-39,0
H7,4,0,-39,0
G9,3,0,-39,0
H9,4,5,-39,0
G9,3,0,-39,0
H10,4,10,-39,0
G9,3,0,-39,0
I6,4,5,-39,0
G9,3,0,-39,0
I8,4,4,-39,0
G9,3,0,-39,0
I9,4,5,-39,0
G9,3,0,-39,0
J6,4,0,-39,0
G9,3,0,-39,0
J7,4,5,-39,0
G9,3,0,-39,0
J8,4,5,-39,0
G9,3,0,-39,0
E7,2,0,-39,0
F7,1,0,-Infinity,0
E8,2,-Infinity,-Infinity,0
D7,3,Infinity,-Infinity,0
C6,4,5,-Infinity,0
D7,3,5,-Infinity,0
C7,4,5,-Infinity,0
D7,3,5,-Infinity,0
C8,4,5,-Infinity,0
D7,3,5,-Infinity,0
D6,4,5,-Infinity,0
D7,3,5,-Infinity,0
D8,4,0,-Infinity,0
D7,3,0,-Infinity,0
D9,4,4,-Infinity,0
D7,3,0,-Infinity,0
E6,4,5,-Infinity,0
D7,3,0,-Infinity,0
E7,4,0,-Infinity,0
D7,3,0,-Infinity,0
E9,4,0,-Infinity,0
D7,3,0,-Infinity,0
F6,4,5,-Infinity,0
D7,3,0,-Infinity,0
F8,4,4,-Infinity,0
D7,3,0,-Infinity,0
F9,4,4,-Infinity,0
D7,3,0,-Infinity,0
G6,4,5,-Infinity,0
D7,3,0,-Infinity,0
G7,4,0,-Infinity,0
D7,3,0,-Infinity,0
G9,4,-45,-Infinity,0
D7,3,-45,-Infinity,-45
H6,4,0,-Infinity,-45
D7,3,-45,-Infinity,-45
H7,4,-5,-Infinity,-45
D7,3,-45,-Infinity,-45
H9,4,0,-Infinity,-45
D7,3,-45,-Infinity,-45
I6,4,0,-Infinity,-45
D7,3,-45,-Infinity,-45
I8,4,-1,-Infinity,-45
D7,3,-45,-Infinity,-45
I9,4,0,-Infinity,-45
D7,3,-45,-Infinity,-45
J6,4,-45,-Infinity,-45
D7,3,-45,-Infinity,-45
J7,4,0,-Infinity,-45
D7,3,-45,-Infinity,-45
J8,4,0,-Infinity,-45
D7,3,-45,-Infinity,-45
E8,2,-45,-45,0
D8,3,Infinity,-45,0
C7,4,5,-45,0
D8,3,5,-45,0
C8,4,5,-45,0
D8,3,5,-45,0
C9,4,5,-45,0
D8,3,5,-45,0
D7,4,0,-45,0
D8,3,0,-45,0
D9,4,4,-45,0
D8,3,0,-45,0
E6,4,5,-45,0
D8,3,0,-45,0
E7,4,0,-45,0
D8,3,0,-45,0
E9,4,0,-45,0
D8,3,0,-45,0
F6,4,5,-45,0
D8,3,0,-45,0
F8,4,5,-45,0
D8,3,0,-45,0
F9,4,0,-45,0
D8,3,0,-45,0
G6,4,5,-45,0
D8,3,0,-45,0
G7,4,0,-45,0
D8,3,0,-45,0
G9,4,-45,-45,0
D8,3,-45,-45,0
E8,2,-45,-45,0
D9,3,Infinity,-45,0
C8,4,5,-45,0
D9,3,5,-45,0
C9,4,5,-45,0
D9,3,5,-45,0
C10,4,5,-45,0
D9,3,5,-45,0
D7,4,0,-45,0
D9,3,0,-45,0
D8,4,0,-45,0
D9,3,0,-45,0
D10,4,5,-45,0
D9,3,0,-45,0
E6,4,5,-45,0
D9,3,0,-45,0
E7,4,0,-45,0
D9,3,0,-45,0
E9,4,0,-45,0
D9,3,0,-45,0
E10,4,5,-45,0
D9,3,0,-45,0
F6,4,5,-45,0
D9,3,0,-45,0
F8,4,4,-45,0
D9,3,0,-45,0
F9,4,0,-45,0
D9,3,0,-45,0
G6,4,5,-45,0
D9,3,0,-45,0
G7,4,0,-45,0
D9,3,0,-45,0
G9,4,-45,-45,0
D9,3,-45,-45,0
E8,2,-45,-45,0
E6,3,Infinity,-45,0
D5,4,-445,-45,0
E6,3,-445,-45,0
E8,2,-45,-45,0
E7,3,Infinity,-45,0
D6,4,10,-45,0
E7,3,10,-45,0
D7,4,5,-45,0
E7,3,5,-45,0
D8,4,5,-45,0
E7,3,5,-45,0
D9,4,9,-45,0
E7,3,5,-45,0
E6,4,10,-45,0
E7,3,5,-45,0
E9,4,9,-45,0
