Move,Depth,Value
I6,1,-10
G8,2,-2
I6,1,-10
G9,2,-5
I6,1,-10
H5,2,0
I6,1,-10
H6,2,-50
I6,1,-50
H9,2,-50
I6,1,-50
I5,2,0
I6,1,-50
I7,2,-10
I6,1,-50
I9,2,-5
I6,1,-50
J5,2,0
I6,1,-50
J6,2,0
I6,1,-50
J7,2,0
I6,1,-50
J8,2,0
I6,1,-50
J9,2,0
I6,1,-50
root,0,-5
I7,1,Infinity
G6,2,4
I7,1,4
G7,2,-1
I7,1,-1
G8,2,-1
I7,1,-1
G9,2,4
I7,1,-1
H6,2,-45
I7,1,-45
H9,2,-45
I7,1,-45
I6,2,0
I7,1,-45
I9,2,0
I7,1,-45
J6,2,5
I7,1,-45
J7,2,5
I7,1,-45
J8,2,5
I7,1,-45
J9,2,5
I7,1,-45
root,0,-5
I9,1,Infinity
G6,2,4
I9,1,4
G7,2,-1
I9,1,-1
G8,2,-1
I9,1,-1
G9,2,0
I9,1,-1
H6,2,-45
I9,1,-45
H9,2,-45
I9,1,-45
H10,2,5
I9,1,-45
I6,2,0
I9,1,-45
I7,2,-5
I9,1,-45
I10,2,5
I9,1,-45
J7,2,5
I9,1,-45
J8,2,5
I9,1,-45
J9,2,5
I9,1,-45
J10,2,5
I9,1,-45
root,0,-5
J7,1,Infinity
G6,2,4
J7,1,4
G7,2,-5
J7,1,-5
G8,2,-1
J7,1,-5
G9,2,0
J7,1,-5
H6,2,-45
J7,1,-45
H9,2,-45
J7,1,-45
I6,2,0
J7,1,-45
I7,2,-1
J7,1,-45
I9,2,0
J7,1,-45
J6,2,5
J7,1,-45
J8,2,5
J7,1,-45
J9,2,5
J7,1,-45
K6,2,5
J7,1,-45
K7,2,5
J7,1,-45
K8,2,5
J7,1,-45
root,0,-5
J8,1,Infinity
G6,2,0
J8,1,0
G7,2,-9
J8,1,-9
G8,2,-5
J8,1,-9
G9,2,-4
J8,1,-9
H6,2,-49
J8,1,-49
H9,2,-49
J8,1,-49
I6,2,-4
J8,1,-49
I7,2,-9
J8,1,-49
I9,2,-4
J8,1,-49
J7,2,1
J8,1,-49
J9,2,1
J8,1,-49
K7,2,1
J8,1,-49
K8,2,1
J8,1,-49
K9,2,1
J8,1,-49
root,0,-5
J9,1,Infinity
G6,2,0
J9,1,0
G7,2,-9
J9,1,-9
G8,2,-5
J9,1,-9
G9,2,-4
J9,1,-9
H6,2,-49
J9,1,-49
H9,2,-49
J9,1,-49
I6,2,-4
J9,1,-49
I7,2,-9
J9,1,-49
I9,2,-4
J9,1,-49
I10,2,1
J9,1,-49
J7,2,1
J9,1,-49
J8,2,1
J9,1,-49
J10,2,1
J9,1,-49
K8,2,1
J9,1,-49
K9,2,1
J9,1,-49
K10,2,1
J9,1,-49
root,0,-5
