Move,Depth,Value
F6,1,-50000
L9,2,-50
F6,1,-50000
L12,2,-51
F6,1,-50000
L13,2,0
F6,1,-50000
L14,2,0
F6,1,-50000
M9,2,-50000
F6,1,-50000
M10,2,-10
F6,1,-50000
M12,2,-5
F6,1,-50000
N10,2,0
F6,1,-50000
N11,2,0
F6,1,-50000
N12,2,0
F6,1,-50000
root,0,-49000
F7,1,Infinity
E6,2,5
F7,1,5
E7,2,-95
F7,1,-95
E8,2,5
F7,1,-95
E9,2,5
F7,1,-95
F6,2,4
F7,1,-95
F9,2,5
F7,1,-95
F10,2,-95
F7,1,-95
G6,2,-5
F7,1,-95
G8,2,-1
F7,1,-95
G10,2,-500
F7,1,-500
G11,2,-45
F7,1,-500
G12,2,0
F7,1,-500
G13,2,-5
F7,1,-500
H4,2,-45
F7,1,-500
H5,2,4
F7,1,-500
H6,2,-6
F7,1,-500
H11,2,-1
F7,1,-500
H13,2,-5
F7,1,-500
H14,2,-49995
F7,1,-49995
I4,2,0
F7,1,-49995
I6,2,-2
F7,1,-49995
I8,2,-5
F7,1,-49995
I12,2,-55
F7,1,-49995
I14,2,0
F7,1,-49995
J4,2,0
F7,1,-49995
J7,2,4
F7,1,-49995
J8,2,5
F7,1,-49995
J9,2,5
F7,1,-49995
J11,2,-996
F7,1,-49995
J13,2,-1
F7,1,-49995
J14,2,-45
F7,1,-49995
K4,2,5
F7,1,-49995
K5,2,4
F7,1,-49995
K6,2,0
F7,1,-49995
K7,2,-45
F7,1,-49995
K8,2,5
F7,1,-49995
K10,2,-502
F7,1,-49995
K12,2,-6
F7,1,-49995
K14,2,5
F7,1,-49995
L8,2,5
F7,1,-49995
L9,2,-45
F7,1,-49995
L12,2,-46
F7,1,-49995
L13,2,5
F7,1,-49995
L14,2,5
F7,1,-49995
M9,2,-49995
F7,1,-49995
M10,2,-5
F7,1,-49995
M12,2,0
F7,1,-49995
N10,2,5
F7,1,-49995
N11,2,5
F7,1,-49995
N12,2,5
F7,1,-49995
root,0,-49000
F9,1,Infinity
E7,2,-94
F9,1,-94
E8,2,6
F9,1,-94
E9,2,6
F9,1,-94
E10,2,6
F9,1,-94
F6,2,5
F9,1,-94
F7,2,-4
F9,1,-94
F10,2,-94
F9,1,-94
G6,2,-4
F9,1,-94
G8,2,3
F9,1,-94
G10,2,-499
F9,1,-499
G11,2,-44
F9,1,-499
G12,2,1
F9,1,-499
G13,2,-4
F9,1,-499
H4,2,-44
F9,1,-499
H5,2,5
F9,1,-499
H6,2,-5
F9,1,-499
H11,2,0
F9,1,-499
H13,2,-4
F9,1,-499
H14,2,-49994
F9,1,-49994
I4,2,1
F9,1,-49994
I6,2,-1
F9,1,-49994
I8,2,-4
F9,1,-49994
I12,2,-54
F9,1,-49994
I14,2,1
F9,1,-49994
J4,2,1
F9,1,-49994
J7,2,5
F9,1,-49994
J8,2,6
F9,1,-49994
J9,2,6
F9,1,-49994
J11,2,-995
F9,1,-49994
J13,2,0
F9,1,-49994
J14,2,-44
F9,1,-49994
K4,2,6
F9,1,-49994
K5,2,5
F9,1,-49994
K6,2,1
F9,1,-49994
K7,2,-44
F9,1,-49994
K8,2,6
F9,1,-49994
K10,2,-501
F9,1,-49994
K12,2,-5
F9,1,-49994
K14,2,6
F9,1,-49994
L8,2,6
F9,1,-49994
L9,2,-44
F9,1,-49994
L12,2,-45
F9,1,-49994
L13,2,6
F9,1,-49994
L14,2,6
F9,1,-49994
M9,2,-49994
F9,1,-49994
M10,2,-4
F9,1,-49994
M12,2,1
F9,1,-49994
N10,2,6
F9,1,-49994
N11,2,6
F9,1,-49994
N12,2,6
F9,1,-49994
root,0,-49000
F10,1,Infinity
E7,2,900
F10,1,900
E8,2,1000
F10,1,900
E9,2,1000
F10,1,900
E10,2,1000
F10,1,900
E11,2,-9000
F10,1,-9000
F6,2,999
F10,1,-9000
F7,2,990
F10,1,-9000
F9,2,1000
F10,1,-9000
F11,2,1000
F10,1,-9000
G6,2,990
F10,1,-9000
G8,2,993
F10,1,-9000
G10,2,495
F10,1,-9000
G11,2,990
F10,1,-9000
G12,2,995
F10,1,-9000
G13,2,990
F10,1,-9000
H4,2,950
F10,1,-9000
H5,2,999
F10,1,-9000
H6,2,989
F10,1,-9000
H11,2,994
F10,1,-9000
H13,2,990
F10,1,-9000
H14,2,-49000
F10,1,-49000
I4,2,995
F10,1,-49000
I6,2,993
F10,1,-49000
I8,2,990
F10,1,-49000
I12,2,940
F10,1,-49000
I14,2,995
F10,1,-49000
J4,2,995
F10,1,-49000
J7,2,999
F10,1,-49000
J8,2,1000
F10,1,-49000
J9,2,1000
F10,1,-49000
J11,2,-1
F10,1,-49000
J13,2,994
F10,1,-49000
J14,2,950
F10,1,-49000
K4,2,1000
F10,1,-49000
K5,2,999
F10,1,-49000
K6,2,995
F10,1,-49000
K7,2,950
F10,1,-49000
K8,2,1000
F10,1,-49000
K10,2,493
F10,1,-49000
K12,2,989
F10,1,-49000
K14,2,1000
F10,1,-49000
L8,2,1000
F10,1,-49000
L9,2,950
F10,1,-49000
L12,2,949
F10,1,-49000
L13,2,1000
F10,1,-49000
L14,2,1000
F10,1,-49000
M9,2,-49000
F10,1,-49000
M10,2,990
F10,1,-49000
M12,2,995
F10,1,-49000
N10,2,1000
F10,1,-49000
N11,2,1000
F10,1,-49000
N12,2,1000
F10,1,-49000
root,0,-49000
G6,1,Infinity
E7,2,-100
G6,1,-100
E8,2,0
G6,1,-100
E9,2,0
G6,1,-100
F5,2,0
G6,1,-100
F6,2,-1
G6,1,-100
F7,2,-10
G6,1,-100
F9,2,0
G6,1,-100
F10,2,-100
G6,1,-100
G5,2,0
G6,1,-100
G8,2,-6
G6,1,-100
G10,2,-505
G6,1,-505
G11,2,-50
G6,1,-505
G12,2,-5
G6,1,-505
G13,2,-10
G6,1,-505
H4,2,-50
G6,1,-505
H5,2,-1
G6,1,-505
H6,2,-11
G6,1,-505
H11,2,-6
G6,1,-505
H13,2,-10
G6,1,-505
H14,2,-50000
G6,1,-50000
I4,2,-5
G6,1,-50000
I6,2,-7
G6,1,-50000
I8,2,-6
G6,1,-50000
I12,2,-60
G6,1,-50000
I14,2,-5
G6,1,-50000
J4,2,-5
G6,1,-50000
J7,2,-1
G6,1,-50000
J8,2,0
G6,1,-50000
J9,2,0
G6,1,-50000
J11,2,-1001
G6,1,-50000
J13,2,-6
G6,1,-50000
J14,2,-50
G6,1,-50000
K4,2,0
G6,1,-50000
K5,2,-1
G6,1,-50000
K6,2,-5
G6,1,-50000
K7,2,-50
G6,1,-50000
K8,2,0
G6,1,-50000
K10,2,-507
G6,1,-50000
K12,2,-11
G6,1,-50000
K14,2,0
G6,1,-50000
L8,2,0
G6,1,-50000
L9,2,-50
G6,1,-50000
L12,2,-51
G6,1,-50000
L13,2,0
G6,1,-50000
L14,2,0
G6,1,-50000
M9,2,-50000
G6,1,-50000
M10,2,-10
G6,1,-50000
M12,2,-5
G6,1,-50000
N10,2,0
G6,1,-50000
N11,2,0
G6,1,-50000
N12,2,0
G6,1,-50000
root,0,-49000
G8,1,Infinity
E7,2,-49
G8,1,-49
E8,2,-449
G8,1,-449
E9,2,51
G8,1,-449
F6,2,50
G8,1,-449
F7,2,41
G8,1,-449
F9,2,51
G8,1,-449
F10,2,-49
G8,1,-449
G6,2,45
G8,1,-449
G10,2,-454
G8,1,-454
G11,2,1
G8,1,-454
G12,2,46
G8,1,-454
G13,2,41
G8,1,-454
H4,2,1
G8,1,-454
H5,2,50
G8,1,-454
H6,2,40
G8,1,-454
H11,2,45
G8,1,-454
H13,2,41
G8,1,-454
H14,2,-49949
G8,1,-49949
I4,2,46
G8,1,-49949
I6,2,45
G8,1,-49949
I8,2,-459
G8,1,-49949
I12,2,-9
G8,1,-49949
I14,2,46
G8,1,-49949
J4,2,46
G8,1,-49949
J7,2,50
G8,1,-49949
J8,2,51
G8,1,-49949
J9,2,51
G8,1,-49949
J11,2,-950
G8,1,-49949
J13,2,45
G8,1,-49949
J14,2,1
G8,1,-49949
K4,2,51
G8,1,-49949
K5,2,50
G8,1,-49949
K6,2,46
G8,1,-49949
K7,2,1
G8,1,-49949
K8,2,51
G8,1,-49949
K10,2,-456
G8,1,-49949
K12,2,40
G8,1,-49949
K14,2,51
G8,1,-49949
L8,2,51
G8,1,-49949
L9,2,1
G8,1,-49949
L12,2,0
G8,1,-49949
L13,2,51
G8,1,-49949
L14,2,51
G8,1,-49949
M9,2,-49949
G8,1,-49949
M10,2,41
G8,1,-49949
M12,2,46
G8,1,-49949
N10,2,51
G8,1,-49949
N11,2,51
G8,1,-49949
N12,2,51
G8,1,-49949
root,0,-49000
G10,1,Infinity
E7,2,4905
G10,1,4905
E8,2,5005
G10,1,4905
E9,2,5005
G10,1,4905
F6,2,5004
G10,1,4905
F7,2,4995
G10,1,4905
F9,2,5005
G10,1,4905
F10,2,4905
G10,1,4905
F11,2,5005
G10,1,4905
G6,2,4995
G10,1,4905
G8,2,4998
G10,1,4905
G11,2,4955
G10,1,4905
G12,2,5000
G10,1,4905
G13,2,4995
G10,1,4905
H4,2,4955
G10,1,4905
H5,2,5004
G10,1,4905
H6,2,4994
G10,1,4905
H11,2,4999
G10,1,4905
H13,2,4995
G10,1,4905
H14,2,-44995
G10,1,-44995
I4,2,5000
G10,1,-44995
I6,2,4998
G10,1,-44995
I8,2,4999
G10,1,-44995
I12,2,4945
G10,1,-44995
I14,2,5000
G10,1,-44995
J4,2,5000
G10,1,-44995
J7,2,5004
G10,1,-44995
J8,2,5005
G10,1,-44995
J9,2,5005
G10,1,-44995
J11,2,4004
G10,1,-44995
J13,2,4999
G10,1,-44995
J14,2,4955
G10,1,-44995
K4,2,5005
G10,1,-44995
K5,2,5004
G10,1,-44995
K6,2,5000
G10,1,-44995
K7,2,4955
G10,1,-44995
K8,2,5005
G10,1,-44995
K10,2,4998
G10,1,-44995
K12,2,4994
G10,1,-44995
K14,2,5005
G10,1,-44995
L8,2,5005
G10,1,-44995
L9,2,4955
G10,1,-44995
L12,2,4954
G10,1,-44995
L13,2,5005
G10,1,-44995
L14,2,5005
G10,1,-44995
M9,2,-44995
G10,1,-44995
M10,2,4995
G10,1,-44995
M12,2,5000
G10,1,-44995
N10,2,5005
G10,1,-44995
N11,2,5005
G10,1,-44995
N12,2,5005
G10,1,-44995
root,0,-44995
G11,1,Infinity
E7,2,-50
G11,1,-50
E8,2,50
G11,1,-50
E9,2,50
G11,1,-50
F6,2,49
G11,1,-50
F7,2,40
G11,1,-50
F9,2,50
G11,1,-50
F10,2,-50
G11,1,-50
F11,2,50
G11,1,-50
F12,2,-450
G11,1,-450
G6,2,40
G11,1,-450
G8,2,43
G11,1,-450
G10,2,-455
G11,1,-455
G12,2,45
G11,1,-455
G13,2,40
G11,1,-455
H4,2,0
G11,1,-455
H5,2,49
G11,1,-455
H6,2,39
G11,1,-455
H11,2,48
G11,1,-455
H13,2,40
G11,1,-455
H14,2,-49950
G11,1,-49950
I4,2,45
G11,1,-49950
I6,2,43
G11,1,-49950
I8,2,40
G11,1,-49950
I12,2,-10
G11,1,-49950
I14,2,45
G11,1,-49950
J4,2,45
G11,1,-49950
J7,2,49
G11,1,-49950
J8,2,-450
G11,1,-49950
J9,2,50
G11,1,-49950
J11,2,-951
G11,1,-49950
J13,2,44
G11,1,-49950
J14,2,40
G11,1,-49950
K4,2,50
G11,1,-49950
K5,2,49
G11,1,-49950
K6,2,45
G11,1,-49950
K7,2,0
G11,1,-49950
K8,2,50
G11,1,-49950
K10,2,-457
G11,1,-49950
K12,2,39
G11,1,-49950
K14,2,50
G11,1,-49950
L8,2,50
G11,1,-49950
L9,2,0
G11,1,-49950
L12,2,-1
G11,1,-49950
L13,2,50
G11,1,-49950
L14,2,50
G11,1,-49950
M9,2,-49950
G11,1,-49950
M10,2,40
G11,1,-49950
M12,2,45
G11,1,-49950
N10,2,50
G11,1,-49950
N11,2,50
G11,1,-49950
N12,2,50
G11,1,-49950
root,0,-44995
G12,1,Infinity
E7,2,-100
G12,1,-100
E8,2,0
G12,1,-100
E9,2,0
G12,1,-100
F6,2,-1
G12,1,-100
F7,2,-10
G12,1,-100
F9,2,0
G12,1,-100
F10,2,-100
G12,1,-100
F11,2,0
G12,1,-100
F12,2,0
G12,1,-100
F13,2,0
G12,1,-100
G6,2,-10
G12,1,-100
G8,2,-7
G12,1,-100
G10,2,-505
G12,1,-505
G11,2,-50
G12,1,-505
G13,2,-10
G12,1,-505
H4,2,-50
G12,1,-505
H5,2,-1
G12,1,-505
H6,2,-11
G12,1,-505
H11,2,-6
G12,1,-505
H13,2,-10
G12,1,-505
H14,2,-50000
G12,1,-50000
I4,2,-5
G12,1,-50000
I6,2,-7
G12,1,-50000
I8,2,-10
G12,1,-50000
I12,2,-20
G12,1,-50000
I14,2,-5
G12,1,-50000
J4,2,-5
G12,1,-50000
J7,2,-1
G12,1,-50000
J8,2,0
G12,1,-50000
J9,2,0
G12,1,-50000
J11,2,-1001
G12,1,-50000
J13,2,-6
G12,1,-50000
J14,2,-50
G12,1,-50000
K4,2,0
G12,1,-50000
K5,2,-1
G12,1,-50000
K6,2,-5
G12,1,-50000
K7,2,-50
G12,1,-50000
K8,2,0
G12,1,-50000
K10,2,-507
G12,1,-50000
K12,2,-11
G12,1,-50000
K14,2,0
G12,1,-50000
L8,2,0
G12,1,-50000
L9,2,-50
G12,1,-50000
L12,2,-51
G12,1,-50000
L13,2,0
G12,1,-50000
L14,2,0
G12,1,-50000
M9,2,-50000
G12,1,-50000
M10,2,-10
G12,1,-50000
M12,2,-5
G12,1,-50000
N10,2,0
G12,1,-50000
N11,2,0
G12,1,-50000
N12,2,0
G12,1,-50000
root,0,-44995
G13,1,Infinity
E7,2,-100
G13,1,-100
E8,2,0
G13,1,-100
E9,2,0
G13,1,-100
F6,2,-1
G13,1,-100
F7,2,-10
G13,1,-100
F9,2,0
G13,1,-100
F10,2,-100
G13,1,-100
F12,2,0
G13,1,-100
F13,2,0
G13,1,-100
F14,2,0
G13,1,-100
G6,2,-10
G13,1,-100
G8,2,-7
G13,1,-100
G10,2,-505
G13,1,-505
G11,2,-50
G13,1,-505
G12,2,-5
G13,1,-505
G14,2,0
G13,1,-505
H4,2,-50
G13,1,-505
H5,2,-1
G13,1,-505
H6,2,-11
G13,1,-505
H11,2,-6
G13,1,-505
H13,2,-6
G13,1,-505
H14,2,-50000
G13,1,-50000
I4,2,-5
G13,1,-50000
I6,2,-7
G13,1,-50000
I8,2,-10
G13,1,-50000
I12,2,-60
G13,1,-50000
I14,2,-5
G13,1,-50000
J4,2,-5
G13,1,-50000
J7,2,-1
G13,1,-50000
J8,2,0
G13,1,-50000
J9,2,0
G13,1,-50000
J11,2,-1001
G13,1,-50000
J13,2,-6
G13,1,-50000
J14,2,-50
G13,1,-50000
K4,2,0
G13,1,-50000
K5,2,-1
G13,1,-50000
K6,2,-5
G13,1,-50000
K7,2,-50
G13,1,-50000
K8,2,0
G13,1,-50000
K10,2,-507
G13,1,-50000
K12,2,-11
G13,1,-50000
K14,2,0
G13,1,-50000
L8,2,0
G13,1,-50000
L9,2,-50
G13,1,-50000
L12,2,-51
G13,1,-50000
L13,2,0
G13,1,-50000
L14,2,0
G13,1,-50000
M9,2,-50000
G13,1,-50000
M10,2,-10
G13,1,-50000
M12,2,-5
G13,1,-50000
N10,2,0
G13,1,-50000
N11,2,0
G13,1,-50000
N12,2,0
G13,1,-50000
root,0,-44995
H4,1,Infinity
E7,2,-100
H4,1,-100
E8,2,0
H4,1,-100
E9,2,0
H4,1,-100
F6,2,-1
H4,1,-100
F7,2,-10
H4,1,-100
F9,2,0
H4,1,-100
F10,2,-100
H4,1,-100
G3,2,0
H4,1,-100
G4,2,0
H4,1,-100
G5,2,0
H4,1,-100
G6,2,-10
H4,1,-100
G8,2,-7
H4,1,-100
G10,2,-505
H4,1,-505
G11,2,-50
H4,1,-505
G12,2,-5
H4,1,-505
G13,2,-10
H4,1,-505
H3,2,0
H4,1,-505
H5,2,-1
H4,1,-505
H6,2,-11
H4,1,-505
H11,2,-6
H4,1,-505
H13,2,-10
H4,1,-505
H14,2,-50000
H4,1,-50000
I3,2,0
H4,1,-50000
I4,2,-5
H4,1,-50000
I6,2,-7
H4,1,-50000
I8,2,-10
H4,1,-50000
I12,2,-60
H4,1,-50000
I14,2,-5
H4,1,-50000
J4,2,-5
H4,1,-50000
J7,2,-1
H4,1,-50000
J8,2,0
H4,1,-50000
J9,2,0
H4,1,-50000
J11,2,-1001
H4,1,-50000
J13,2,-6
H4,1,-50000
J14,2,-50
H4,1,-50000
K4,2,0
H4,1,-50000
K5,2,-1
H4,1,-50000
K6,2,-5
H4,1,-50000
K7,2,-10
H4,1,-50000
K8,2,0
H4,1,-50000
K10,2,-507
H4,1,-50000
K12,2,-11
H4,1,-50000
K14,2,0
H4,1,-50000
L8,2,0
H4,1,-50000
L9,2,-50
H4,1,-50000
L12,2,-51
H4,1,-50000
L13,2,0
H4,1,-50000
L14,2,0
H4,1,-50000
M9,2,-50000
H4,1,-50000
M10,2,-10
H4,1,-50000
M12,2,-5
H4,1,-50000
N10,2,0
H4,1,-50000
N11,2,0
H4,1,-50000
N12,2,0
H4,1,-50000
root,0,-44995
H5,1,Infinity
E7,2,-100
H5,1,-100
E8,2,0
H5,1,-100
E9,2,0
H5,1,-100
F6,2,-1
H5,1,-100
F7,2,-10
H5,1,-100
F9,2,0
H5,1,-100
F10,2,-100
H5,1,-100
G4,2,0
H5,1,-100
G5,2,0
H5,1,-100
G6,2,-10
H5,1,-100
G8,2,-7
H5,1,-100
G10,2,-505
H5,1,-505
G11,2,-50
H5,1,-505
G12,2,-5
H5,1,-505
G13,2,-10
H5,1,-505
H4,2,-50
H5,1,-505
H6,2,-10
H5,1,-505
H11,2,-6
H5,1,-505
H13,2,-10
H5,1,-505
H14,2,-50000
H5,1,-50000
I4,2,-5
H5,1,-50000
I6,2,-7
H5,1,-50000
I8,2,-10
H5,1,-50000
I12,2,-60
H5,1,-50000
I14,2,-5
H5,1,-50000
J4,2,-5
H5,1,-50000
J7,2,-1
H5,1,-50000
J8,2,0
H5,1,-50000
J9,2,0
H5,1,-50000
J11,2,-1001
H5,1,-50000
J13,2,-6
H5,1,-50000
J14,2,-50
H5,1,-50000
K4,2,0
H5,1,-50000
K5,2,-1
H5,1,-50000
K6,2,-5
H5,1,-50000
K7,2,-50
H5,1,-50000
K8,2,0
H5,1,-50000
K10,2,-507
H5,1,-50000
K12,2,-11
H5,1,-50000
K14,2,0
H5,1,-50000
L8,2,0
H5,1,-50000
L9,2,-50
H5,1,-50000
L12,2,-51
H5,1,-50000
L13,2,0
H5,1,-50000
L14,2,0
H5,1,-50000
M9,2,-50000
H5,1,-50000
M10,2,-10
H5,1,-50000
M12,2,-5
H5,1,-50000
N10,2,0
H5,1,-50000
N11,2,0
H5,1,-50000
N12,2,0
H5,1,-50000
root,0,-44995
H6,1,Infinity
E7,2,-95
H6,1,-95
E8,2,5
H6,1,-95
E9,2,5
H6,1,-95
F6,2,4
H6,1,-95
F7,2,-5
H6,1,-95
F9,2,5
H6,1,-95
F10,2,-95
H6,1,-95
G5,2,5
H6,1,-95
G6,2,-5
H6,1,-95
G8,2,-2
H6,1,-95
G10,2,-500
H6,1,-500
G11,2,-45
H6,1,-500
G12,2,0
H6,1,-500
G13,2,-5
H6,1,-500
H4,2,-45
H6,1,-500
H5,2,4
H6,1,-500
H11,2,-1
H6,1,-500
H13,2,-5
H6,1,-500
H14,2,-49995
H6,1,-49995
I4,2,0
H6,1,-49995
I6,2,2
H6,1,-49995
I8,2,-5
H6,1,-49995
I12,2,-55
H6,1,-49995
I14,2,0
H6,1,-49995
J4,2,4
H6,1,-49995
J7,2,4
H6,1,-49995
J8,2,5
H6,1,-49995
J9,2,5
H6,1,-49995
J11,2,-996
H6,1,-49995
J13,2,-1
H6,1,-49995
J14,2,-45
H6,1,-49995
K4,2,5
H6,1,-49995
K5,2,4
H6,1,-49995
K6,2,0
H6,1,-49995
K7,2,-45
H6,1,-49995
K8,2,5
H6,1,-49995
K10,2,-502
H6,1,-49995
K12,2,-6
H6,1,-49995
K14,2,5
H6,1,-49995
L8,2,5
H6,1,-49995
L9,2,-45
H6,1,-49995
L12,2,-46
H6,1,-49995
L13,2,5
H6,1,-49995
L14,2,5
H6,1,-49995
M9,2,-49995
H6,1,-49995
M10,2,-5
H6,1,-49995
M12,2,0
H6,1,-49995
N10,2,5
H6,1,-49995
N11,2,5
H6,1,-49995
N12,2,5
H6,1,-49995
root,0,-44995
H11,1,Infinity
E7,2,-95
H11,1,-95
E8,2,5
H11,1,-95
E9,2,5
H11,1,-95
F6,2,4
H11,1,-95
F7,2,-5
H11,1,-95
F9,2,5
H11,1,-95
F10,2,-95
H11,1,-95
G6,2,-5
H11,1,-95
G8,2,-2
H11,1,-95
G10,2,-500
H11,1,-500
G11,2,-45
H11,1,-500
G12,2,0
H11,1,-500
G13,2,-5
H11,1,-500
H4,2,-45
H11,1,-500
H5,2,4
H11,1,-500
H6,2,-6
H11,1,-500
H13,2,-1
H11,1,-500
H14,2,-49995
