Move,Depth,Value,Alpha,Beta
D5,2,1,-49000,-4999
D9,1,-4999,-49000,-4999
D6,2,-4,-49000,-4999
D9,1,-4999,-49000,-4999
D10,2,1,-49000,-4999
D9,1,-4999,-49000,-4999
E2,2,-49999,-49000,-4999
D9,1,-49999,-49000,-4999
root,0,-49000,-49000,Infinity
E2,1,Infinity,-49000,Infinity
C6,2,10000,-49000,Infinity
E2,1,10000,-49000,10000
C7,2,9995,-49000,10000
E2,1,9995,-49000,9995
C8,2,9899,-49000,9995
E2,1,9899,-49000,9899
C9,2,5000,-49000,9899
E2,1,5000,-49000,5000
D1,2,10000,-49000,5000
E2,1,5000,-49000,5000
D2,2,10000,-49000,5000
E2,1,5000,-49000,5000
D3,2,10000,-49000,5000
E2,1,5000,-49000,5000
D4,2,10000,-49000,5000
E2,1,5000,-49000,5000
D5,2,10000,-49000,5000
E2,1,5000,-49000,5000
D6,2,9995,-49000,5000
E2,1,5000,-49000,5000
D9,2,9999,-49000,5000
E2,1,5000,-49000,5000
E1,2,10000,-49000,5000
E2,1,5000,-49000,5000
E3,2,9995,-49000,5000
E2,1,5000,-49000,5000
E5,2,9995,-49000,5000
E2,1,5000,-49000,5000
E9,2,9995,-49000,5000
E2,1,5000,-49000,5000
F1,2,10000,-49000,5000
E2,1,5000,-49000,5000
F2,2,9995,-49000,5000
E2,1,5000,-49000,5000
F4,2,9998,-49000,5000
E2,1,5000,-49000,5000
F8,2,9940,-49000,5000
E2,1,5000,-49000,5000
F9,2,9995,-49000,5000
E2,1,5000,-49000,5000
F10,2,9999,-49000,5000
E2,1,5000,-49000,5000
G2,2,9999,-49000,5000
E2,1,5000,-49000,5000
G3,2,9990,-49000,5000
E2,1,5000,-49000,5000
G5,2,4950,-49000,5000
E2,1,4950,-49000,4950
G7,2,9998,-49000,4950
E2,1,4950,-49000,4950
G10,2,9999,-49000,4950
E2,1,4950,-49000,4950
H3,2,9999,-49000,4950
E2,1,4950,-49000,4950
H4,2,9989,-49000,4950
E2,1,4950,-49000,4950
H9,2,9998,-49000,4950
E2,1,4950,-49000,4950
H10,2,9999,-49000,4950
E2,1,4950,-49000,4950
H11,2,10000,-49000,4950
E2,1,4950,-49000,4950
H12,2,10000,-49000,4950
E2,1,4950,-49000,4950
I3,2,9995,-49000,4950
E2,1,4950,-49000,4950
I4,2,8985,-49000,4950
E2,1,4950,-49000,4950
I10,2,10000,-49000,4950
E2,1,4950,-49000,4950
I12,2,10000,-49000,4950
E2,1,4950,-49000,4950
J3,2,9999,-49000,4950
E2,1,4950,-49000,4950
J6,2,9949,-49000,4950
E2,1,4950,-49000,4950
J8,2,9998,-49000,4950
E2,1,4950,-49000,4950
J9,2,9000,-49000,4950
E2,1,4950,-49000,4950
J11,2,10000,-49000,4950
E2,1,4950,-49000,4950
J12,2,10000,-49000,4950
E2,1,4950,-49000,4950
K3,2,9990,-49000,4950
E2,1,4950,-49000,4950
K4,2,9995,-49000,4950
E2,1,4950,-49000,4950
K5,2,9995,-49000,4950
E2,1,4950,-49000,4950
K6,2,9995,-49000,4950
E2,1,4950,-49000,4950
K8,2,9995,-49000,4950
E2,1,4950,-49000,4950
K9,2,10000,-49000,4950
E2,1,4950,-49000,4950
K10,2,10000,-49000,4950
E2,1,4950,-49000,4950
K12,2,10000,-49000,4950
E2,1,4950,-49000,4950
L6,2,9995,-49000,4950
E2,1,4950,-49000,4950
L7,2,9999,-49000,4950
E2,1,4950,-49000,4950
L8,2,9995,-49000,4950
E2,1,4950,-49000,4950
L10,2,10000,-49000,4950
E2,1,4950,-49000,4950
L11,2,10000,-49000,4950
E2,1,4950,-49000,4950
L12,2,10000,-49000,4950
E2,1,4950,-49000,4950
root,0,4950,4950,Infinity
E3,1,Infinity,4950,Infinity
C6,2,5,4950,Infinity
E3,1,5,4950,Infinity
root,0,4950,4950,Infinity
E5,1,Infinity,4950,Infinity
C6,2,15,4950,Infinity
E5,1,15,4950,Infinity
root,0,4950,4950,Infinity
E9,1,Infinity,4950,Infinity
C6,2,1,4950,Infinity
E9,1,1,4950,Infinity
root,0,4950,4950,Infinity
F2,1,Infinity,4950,Infinity
C6,2,0,4950,Infinity
F2,1,0,4950,Infinity
root,0,4950,4950,Infinity
F4,1,Infinity,4950,Infinity
C6,2,1,4950,Infinity
F4,1,1,4950,Infinity
root,0,4950,4950,Infinity
F8,1,Infinity,4950,Infinity
C6,2,0,4950,Infinity
F8,1,0,4950,Infinity
root,0,4950,4950,Infinity
F9,1,Infinity,4950,Infinity
C6,2,-449,4950,Infinity
F9,1,-449,4950,Infinity
root,0,4950,4950,Infinity
F10,1,Infinity,4950,Infinity
C6,2,0,4950,Infinity
F10,1,0,4950,Infinity
root,0,4950,4950,Infinity
G2,1,Infinity,4950,Infinity
C6,2,0,4950,Infinity
G2,1,0,4950,Infinity
root,0,4950,4950,Infinity
G3,1,Infinity,4950,Infinity
C6,2,0,4950,Infinity
G3,1,0,4950,Infinity
root,0,4950,4950,Infinity
G5,1,Infinity,4950,Infinity
C6,2,551,4950,Infinity
G5,1,551,4950,Infinity
root,0,4950,4950,Infinity
G7,1,50001,4950,Infinity
root,0,50001,50001,Infinity
G10,1,Infinity,50001,Infinity
C6,2,0,50001,Infinity
G10,1,0,50001,Infinity
root,0,50001,50001,Infinity
H3,1,Infinity,50001,Infinity
C6,2,0,50001,Infinity
H3,1,0,50001,Infinity
root,0,50001,50001,Infinity
H4,1,Infinity,50001,Infinity
C6,2,0,50001,Infinity
H4,1,0,50001,Infinity
root,0,50001,50001,Infinity
H9,1,Infinity,50001,Infinity
C6,2,3,50001,Infinity
H9,1,3,50001,Infinity
root,0,50001,50001,Infinity
H10,1,Infinity,50001,Infinity
C6,2,6,50001,Infinity
H10,1,6,50001,Infinity
root,0,50001,50001,Infinity
H11,1,Infinity,50001,Infinity
C6,2,5,50001,Infinity
H11,1,5,50001,Infinity
root,0,50001,50001,Infinity
H12,1,Infinity,50001,Infinity
C6,2,50,50001,Infinity
H12,1,50,50001,Infinity
root,0,50001,50001,Infinity
I3,1,Infinity,50001,Infinity
C6,2,0,50001,Infinity
I3,1,0,50001,Infinity
root,0,50001,50001,Infinity
I4,1,Infinity,50001,Infinity
C6,2,105,50001,Infinity
I4,1,105,50001,Infinity
root,0,50001,50001,Infinity
I10,1,Infinity,50001,Infinity
C6,2,15,50001,Infinity
I10,1,15,50001,Infinity
root,0,50001,50001,Infinity
I12,1,Infinity,50001,Infinity
C6,2,5,50001,Infinity
I12,1,5,50001,Infinity
root,0,50001,50001,Infinity
J3,1,Infinity,50001,Infinity
C6,2,0,50001,Infinity
J3,1,0,50001,Infinity
root,0,50001,50001,Infinity
J6,1,Infinity,50001,Infinity
C6,2,20,50001,Infinity
J6,1,20,50001,Infinity
root,0,50001,50001,Infinity
J8,1,Infinity,50001,Infinity
C6,2,56,50001,Infinity
J8,1,56,50001,Infinity
root,0,50001,50001,Infinity
J9,1,Infinity,50001,Infinity
C6,2,110,50001,Infinity
J9,1,110,50001,Infinity
root,0,50001,50001,Infinity
J11,1,Infinity,50001,Infinity
C6,2,55,50001,Infinity
J11,1,55,50001,Infinity
root,0,50001,50001,Infinity
J12,1,Infinity,50001,Infinity
C6,2,10,50001,Infinity
J12,1,10,50001,Infinity
root,0,50001,50001,Infinity
K3,1,Infinity,50001,Infinity
C6,2,0,50001,Infinity
K3,1,0,50001,Infinity
root,0,50001,50001,Infinity
K4,1,Infinity,50001,Infinity
C6,2,1,50001,Infinity
K4,1,1,50001,Infinity
root,0,50001,50001,Infinity
K5,1,Infinity,50001,Infinity
C6,2,1,50001,Infinity
K5,1,1,50001,Infinity
root,0,50001,50001,Infinity
K6,1,Infinity,50001,Infinity
C6,2,6,50001,Infinity
K6,1,6,50001,Infinity
root,0,50001,50001,Infinity
K8,1,Infinity,50001,Infinity
C6,2,1,50001,Infinity
K8,1,1,50001,Infinity
root,0,50001,50001,Infinity
K9,1,Infinity,50001,Infinity
C6,2,50,50001,Infinity
K9,1,50,50001,Infinity
root,0,50001,50001,Infinity
K10,1,Infinity,50001,Infinity
C6,2,10,50001,Infinity
K10,1,10,50001,Infinity
root,0,50001,50001,Infinity
K12,1,Infinity,50001,Infinity
C6,2,5,50001,Infinity
K12,1,5,50001,Infinity
root,0,50001,50001,Infinity
L6,1,Infinity,50001,Infinity
C6,2,0,50001,Infinity
L6,1,0,50001,Infinity
root,0,50001,50001,Infinity
L7,1,Infinity,50001,Infinity
C6,2,0,50001,Infinity
L7,1,0,50001,Infinity
root,0,50001,50001,Infinity
L8,1,Infinity,50001,Infinity
C6,2,0,50001,Infinity
L8,1,0,50001,Infinity
root,0,50001,50001,Infinity
L10,1,Infinity,50001,Infinity
C6,2,5,50001,Infinity
L10,1,5,50001,Infinity
root,0,50001,50001,Infinity
L11,1,Infinity,50001,Infinity
C6,2,5,50001,Infinity
L11,1,5,50001,Infinity
root,0,50001,50001,Infinity
L12,1,50000,50001,Infinity
root,0,50001,50001,Infinity
