Move,Depth,Value,Alpha,Beta
F7,2,116,550,Infinity
J10,3,55,550,Infinity
F7,2,116,550,Infinity
K6,3,6,550,Infinity
F7,2,116,550,Infinity
K9,3,5,550,Infinity
F7,2,116,550,Infinity
L6,3,56,550,Infinity
F7,2,116,550,Infinity
L7,3,60,550,Infinity
F7,2,116,550,Infinity
L9,3,10,550,Infinity
F7,2,116,550,Infinity
M6,3,55,550,Infinity
F7,2,116,550,Infinity
M9,3,56,550,Infinity
F7,2,116,550,Infinity
N6,3,6,550,Infinity
F7,2,116,550,Infinity
N7,3,16,550,Infinity
F7,2,116,550,Infinity
N9,3,15,550,Infinity
F7,2,116,550,Infinity
O6,3,5,550,Infinity
F7,2,116,550,Infinity
O8,3,15,550,Infinity
F7,2,116,550,Infinity
O9,3,55,550,Infinity
F7,2,116,550,Infinity
P6,3,5,550,Infinity
F7,2,116,550,Infinity
P8,3,5,550,Infinity
F7,2,116,550,Infinity
Q6,3,5,550,Infinity
F7,2,116,550,Infinity
Q7,3,5,550,Infinity
F7,2,116,550,Infinity
Q8,3,5,550,Infinity
F7,2,116,550,Infinity
G8,1,116,550,Infinity
root,0,550,550,Infinity
G9,1,Infinity,550,Infinity
F8,2,-Infinity,550,Infinity
E7,3,1,550,Infinity
F8,2,1,550,Infinity
E8,3,1,550,Infinity
F8,2,1,550,Infinity
E9,3,1,550,Infinity
F8,2,1,550,Infinity
F7,3,1,550,Infinity
F8,2,1,550,Infinity
F9,3,6,550,Infinity
F8,2,6,550,Infinity
F10,3,11,550,Infinity
F8,2,11,550,Infinity
G7,3,51,550,Infinity
F8,2,51,550,Infinity
G8,3,7,550,Infinity
F8,2,51,550,Infinity
G10,3,6,550,Infinity
F8,2,51,550,Infinity
H6,3,1,550,Infinity
F8,2,51,550,Infinity
H7,3,6,550,Infinity
F8,2,51,550,Infinity
H9,3,56,550,Infinity
F8,2,56,550,Infinity
H10,3,3,550,Infinity
F8,2,56,550,Infinity
I6,3,1,550,Infinity
F8,2,56,550,Infinity
I8,3,103,550,Infinity
F8,2,103,550,Infinity
I10,3,6,550,Infinity
F8,2,103,550,Infinity
J6,3,2,550,Infinity
F8,2,103,550,Infinity
J7,3,2,550,Infinity
F8,2,103,550,Infinity
J9,3,6,550,Infinity
F8,2,103,550,Infinity
J10,3,51,550,Infinity
F8,2,103,550,Infinity
K6,3,2,550,Infinity
F8,2,103,550,Infinity
K9,3,1,550,Infinity
F8,2,103,550,Infinity
L6,3,52,550,Infinity
F8,2,103,550,Infinity
L7,3,56,550,Infinity
F8,2,103,550,Infinity
L9,3,6,550,Infinity
F8,2,103,550,Infinity
M6,3,51,550,Infinity
F8,2,103,550,Infinity
M9,3,52,550,Infinity
F8,2,103,550,Infinity
N6,3,2,550,Infinity
F8,2,103,550,Infinity
N7,3,12,550,Infinity
F8,2,103,550,Infinity
N9,3,11,550,Infinity
F8,2,103,550,Infinity
O6,3,1,550,Infinity
F8,2,103,550,Infinity
O8,3,11,550,Infinity
F8,2,103,550,Infinity
O9,3,51,550,Infinity
F8,2,103,550,Infinity
P6,3,1,550,Infinity
F8,2,103,550,Infinity
P8,3,1,550,Infinity
F8,2,103,550,Infinity
Q6,3,1,550,Infinity
F8,2,103,550,Infinity
Q7,3,1,550,Infinity
F8,2,103,550,Infinity
Q8,3,1,550,Infinity
F8,2,103,550,Infinity
G9,1,103,550,Infinity
root,0,550,550,Infinity
H6,1,Infinity,550,Infinity
G5,2,-Infinity,550,Infinity
F4,3,0,550,Infinity
G5,2,0,550,Infinity
F5,3,0,550,Infinity
G5,2,0,550,Infinity
F6,3,0,550,Infinity
G5,2,0,550,Infinity
G4,3,0,550,Infinity
G5,2,0,550,Infinity
G6,3,5,550,Infinity
G5,2,5,550,Infinity
G7,3,55,550,Infinity
G5,2,55,550,Infinity
G8,3,5,550,Infinity
G5,2,55,550,Infinity
G9,3,1,550,Infinity
G5,2,55,550,Infinity
H4,3,0,550,Infinity
G5,2,55,550,Infinity
H5,3,5,550,Infinity
G5,2,55,550,Infinity
H7,3,50,550,Infinity
G5,2,55,550,Infinity
H9,3,10,550,Infinity
G5,2,55,550,Infinity
H10,3,1,550,Infinity
G5,2,55,550,Infinity
I5,3,5,550,Infinity
G5,2,55,550,Infinity
I6,3,5,550,Infinity
G5,2,55,550,Infinity
I8,3,102,550,Infinity
G5,2,102,550,Infinity
I10,3,5,550,Infinity
G5,2,102,550,Infinity
J6,3,1,550,Infinity
G5,2,102,550,Infinity
J7,3,1,550,Infinity
G5,2,102,550,Infinity
J9,3,5,550,Infinity
G5,2,102,550,Infinity
J10,3,50,550,Infinity
G5,2,102,550,Infinity
K6,3,1,550,Infinity
G5,2,102,550,Infinity
K9,3,0,550,Infinity
G5,2,102,550,Infinity
L6,3,51,550,Infinity
G5,2,102,550,Infinity
L7,3,55,550,Infinity
G5,2,102,550,Infinity
L9,3,5,550,Infinity
G5,2,102,550,Infinity
M6,3,50,550,Infinity
G5,2,102,550,Infinity
M9,3,51,550,Infinity
G5,2,102,550,Infinity
N6,3,1,550,Infinity
G5,2,102,550,Infinity
N7,3,11,550,Infinity
G5,2,102,550,Infinity
N9,3,10,550,Infinity
G5,2,102,550,Infinity
O6,3,0,550,Infinity
G5,2,102,550,Infinity
O8,3,10,550,Infinity
G5,2,102,550,Infinity
O9,3,50,550,Infinity
G5,2,102,550,Infinity
P6,3,0,550,Infinity
G5,2,102,550,Infinity
P8,3,0,550,Infinity
G5,2,102,550,Infinity
Q6,3,0,550,Infinity
G5,2,102,550,Infinity
Q7,3,0,550,Infinity
G5,2,102,550,Infinity
Q8,3,0,550,Infinity
G5,2,102,550,Infinity
H6,1,102,550,Infinity
root,0,550,550,Infinity
H7,1,Infinity,550,Infinity
G6,2,-Infinity,550,Infinity
F5,3,5,550,Infinity
G6,2,5,550,Infinity
F6,3,5,550,Infinity
G6,2,5,550,Infinity
F7,3,5,550,Infinity
G6,2,5,550,Infinity
G5,3,5,550,Infinity
G6,2,5,550,Infinity
G7,3,56,550,Infinity
G6,2,56,550,Infinity
G8,3,15,550,Infinity
G6,2,56,550,Infinity
G9,3,6,550,Infinity
G6,2,56,550,Infinity
H5,3,5,550,Infinity
G6,2,56,550,Infinity
H6,3,55,550,Infinity
G6,2,56,550,Infinity
H9,3,60,550,Infinity
G6,2,60,550,Infinity
H10,3,6,550,Infinity
G6,2,60,550,Infinity
I6,3,10,550,Infinity
G6,2,60,550,Infinity
I8,3,108,550,Infinity
G6,2,108,550,Infinity
I10,3,10,550,Infinity
G6,2,108,550,Infinity
J6,3,6,550,Infinity
G6,2,108,550,Infinity
J7,3,6,550,Infinity
G6,2,108,550,Infinity
J9,3,10,550,Infinity
G6,2,108,550,Infinity
J10,3,55,550,Infinity
G6,2,108,550,Infinity
K6,3,6,550,Infinity
G6,2,108,550,Infinity
K9,3,5,550,Infinity
G6,2,108,550,Infinity
L6,3,56,550,Infinity
G6,2,108,550,Infinity
L7,3,60,550,Infinity
G6,2,108,550,Infinity
L9,3,10,550,Infinity
G6,2,108,550,Infinity
M6,3,55,550,Infinity
G6,2,108,550,Infinity
M9,3,56,550,Infinity
G6,2,108,550,Infinity
N6,3,6,550,Infinity
G6,2,108,550,Infinity
N7,3,16,550,Infinity
G6,2,108,550,Infinity
N9,3,15,550,Infinity
G6,2,108,550,Infinity
O6,3,5,550,Infinity
G6,2,108,550,Infinity
O8,3,15,550,Infinity
G6,2,108,550,Infinity
O9,3,55,550,Infinity
G6,2,108,550,Infinity
P6,3,5,550,Infinity
G6,2,108,550,Infinity
P8,3,5,550,Infinity
G6,2,108,550,Infinity
Q6,3,5,550,Infinity
G6,2,108,550,Infinity
Q7,3,5,550,Infinity
G6,2,108,550,Infinity
Q8,3,5,550,Infinity
G6,2,108,550,Infinity
H7,1,108,550,Infinity
root,0,550,550,Infinity
H9,1,Infinity,550,Infinity
G7,2,-Infinity,550,Infinity
F6,3,10,550,Infinity
G7,2,10,550,Infinity
F7,3,10,550,Infinity
G7,2,10,550,Infinity
F8,3,10,550,Infinity
G7,2,10,550,Infinity
G6,3,10,550,Infinity
G7,2,10,550,Infinity
G8,3,20,550,Infinity
G7,2,20,550,Infinity
G9,3,61,550,Infinity
G7,2,61,550,Infinity
G10,3,15,550,Infinity
G7,2,61,550,Infinity
H6,3,10,550,Infinity
G7,2,61,550,Infinity
H7,3,60,550,Infinity
G7,2,61,550,Infinity
H10,3,61,550,Infinity
G7,2,61,550,Infinity
I6,3,10,550,Infinity
G7,2,61,550,Infinity
I8,3,117,550,Infinity
G7,2,117,550,Infinity
I10,3,20,550,Infinity
G7,2,117,550,Infinity
J6,3,11,550,Infinity
G7,2,117,550,Infinity
J7,3,11,550,Infinity
G7,2,117,550,Infinity
J9,3,60,550,Infinity
G7,2,117,550,Infinity
J10,3,20,550,Infinity
G7,2,117,550,Infinity
K6,3,11,550,Infinity
G7,2,117,550,Infinity
K9,3,10,550,Infinity
G7,2,117,550,Infinity
L6,3,61,550,Infinity
G7,2,117,550,Infinity
L7,3,65,550,Infinity
G7,2,117,550,Infinity
L9,3,15,550,Infinity
G7,2,117,550,Infinity
M6,3,60,550,Infinity
G7,2,117,550,Infinity
M9,3,61,550,Infinity
G7,2,117,550,Infinity
N6,3,11,550,Infinity
G7,2,117,550,Infinity
N7,3,21,550,Infinity
G7,2,117,550,Infinity
N9,3,20,550,Infinity
G7,2,117,550,Infinity
O6,3,10,550,Infinity
G7,2,117,550,Infinity
O8,3,20,550,Infinity
G7,2,117,550,Infinity
O9,3,60,550,Infinity
G7,2,117,550,Infinity
P6,3,10,550,Infinity
G7,2,117,550,Infinity
P8,3,10,550,Infinity
G7,2,117,550,Infinity
Q6,3,10,550,Infinity
G7,2,117,550,Infinity
Q7,3,10,550,Infinity
G7,2,117,550,Infinity
Q8,3,10,550,Infinity
G7,2,117,550,Infinity
H9,1,117,550,Infinity
root,0,550,550,Infinity
H10,1,Infinity,550,Infinity
G7,2,-Infinity,550,Infinity
F6,3,1,550,Infinity
G7,2,1,550,Infinity
F7,3,1,550,Infinity
G7,2,1,550,Infinity
F8,3,1,550,Infinity
G7,2,1,550,Infinity
G6,3,1,550,Infinity
G7,2,1,550,Infinity
G8,3,6,550,Infinity
G7,2,6,550,Infinity
G9,3,7,550,Infinity
G7,2,7,550,Infinity
G10,3,6,550,Infinity
G7,2,7,550,Infinity
G11,3,11,550,Infinity
G7,2,11,550,Infinity
H6,3,1,550,Infinity
G7,2,11,550,Infinity
H7,3,6,550,Infinity
G7,2,11,550,Infinity
H9,3,56,550,Infinity
G7,2,56,550,Infinity
H11,3,6,550,Infinity
G7,2,56,550,Infinity
I6,3,1,550,Infinity
G7,2,56,550,Infinity
I8,3,103,550,Infinity
G7,2,103,550,Infinity
I10,3,11,550,Infinity
G7,2,103,550,Infinity
I11,3,6,550,Infinity
G7,2,103,550,Infinity
J6,3,2,550,Infinity
G7,2,103,550,Infinity
J7,3,2,550,Infinity
G7,2,103,550,Infinity
J9,3,6,550,Infinity
G7,2,103,550,Infinity
J10,3,11,550,Infinity
G7,2,103,550,Infinity
K6,3,2,550,Infinity
G7,2,103,550,Infinity
K9,3,1,550,Infinity
G7,2,103,550,Infinity
L6,3,52,550,Infinity
G7,2,103,550,Infinity
L7,3,56,550,Infinity
G7,2,103,550,Infinity
L9,3,6,550,Infinity
G7,2,103,550,Infinity
M6,3,51,550,Infinity
G7,2,103,550,Infinity
M9,3,52,550,Infinity
G7,2,103,550,Infinity
N6,3,2,550,Infinity
G7,2,103,550,Infinity
N7,3,12,550,Infinity
G7,2,103,550,Infinity
N9,3,11,550,Infinity
G7,2,103,550,Infinity
O6,3,1,550,Infinity
G7,2,103,550,Infinity
O8,3,11,550,Infinity
G7,2,103,550,Infinity
O9,3,51,550,Infinity
G7,2,103,550,Infinity
P6,3,1,550,Infinity
G7,2,103,550,Infinity
P8,3,1,550,Infinity
G7,2,103,550,Infinity
Q6,3,1,550,Infinity
G7,2,103,550,Infinity
Q7,3,1,550,Infinity
G7,2,103,550,Infinity
Q8,3,1,550,Infinity
G7,2,103,550,Infinity
H10,1,103,550,Infinity
root,0,550,550,Infinity
I6,1,Infinity,550,Infinity
G7,2,-Infinity,550,Infinity
F6,3,0,550,Infinity
G7,2,0,550,Infinity
F7,3,0,550,Infinity
G7,2,0,550,Infinity
F8,3,0,550,Infinity
G7,2,0,550,Infinity
G6,3,0,550,Infinity
G7,2,0,550,Infinity
G8,3,5,550,Infinity
G7,2,5,550,Infinity
G9,3,1,550,Infinity
G7,2,5,550,Infinity
H5,3,5,550,Infinity
G7,2,5,550,Infinity
H6,3,5,550,Infinity
G7,2,5,550,Infinity
H7,3,10,550,Infinity
G7,2,10,550,Infinity
H9,3,10,550,Infinity
G7,2,10,550,Infinity
H10,3,1,550,Infinity
G7,2,10,550,Infinity
I5,3,1,550,Infinity
G7,2,10,550,Infinity
I8,3,102,550,Infinity
G7,2,102,550,Infinity
I10,3,5,550,Infinity
G7,2,102,550,Infinity
J5,3,5,550,Infinity
G7,2,102,550,Infinity
J6,3,6,550,Infinity
G7,2,102,550,Infinity
J7,3,2,550,Infinity
G7,2,102,550,Infinity
J9,3,5,550,Infinity
G7,2,102,550,Infinity
J10,3,10,550,Infinity
G7,2,102,550,Infinity
K6,3,1,550,Infinity
G7,2,102,550,Infinity
K9,3,0,550,Infinity
G7,2,102,550,Infinity
L6,3,51,550,Infinity
G7,2,102,550,Infinity
L7,3,55,550,Infinity
G7,2,102,550,Infinity
L9,3,5,550,Infinity
G7,2,102,550,Infinity
M6,3,50,550,Infinity
G7,2,102,550,Infinity
M9,3,51,550,Infinity
G7,2,102,550,Infinity
N6,3,1,550,Infinity
G7,2,102,550,Infinity
N7,3,11,550,Infinity
G7,2,102,550,Infinity
N9,3,10,550,Infinity
G7,2,102,550,Infinity
O6,3,0,550,Infinity
G7,2,102,550,Infinity
O8,3,10,550,Infinity
G7,2,102,550,Infinity
O9,3,50,550,Infinity
G7,2,102,550,Infinity
P6,3,0,550,Infinity
G7,2,102,550,Infinity
P8,3,0,550,Infinity
G7,2,102,550,Infinity
Q6,3,0,550,Infinity
G7,2,102,550,Infinity
Q7,3,0,550,Infinity
G7,2,102,550,Infinity
Q8,3,0,550,Infinity
G7,2,102,550,Infinity
I6,1,102,550,Infinity
root,0,550,550,Infinity
I8,1,Infinity,550,Infinity
G7,2,-Infinity,550,Infinity
F6,3,102,550,Infinity
G7,2,102,550,Infinity
F7,3,102,550,Infinity
G7,2,102,550,Infinity
F8,3,102,550,Infinity
G7,2,102,550,Infinity
G6,3,102,550,Infinity
G7,2,102,550,Infinity
G8,3,112,550,Infinity
G7,2,112,550,Infinity
G9,3,103,550,Infinity
G7,2,112,550,Infinity
H6,3,102,550,Infinity
G7,2,112,550,Infinity
H7,3,112,550,Infinity
G7,2,112,550,Infinity
H9,3,117,550,Infinity
G7,2,117,550,Infinity
H10,3,103,550,Infinity
G7,2,117,550,Infinity
I6,3,102,550,Infinity
G7,2,117,550,Infinity
I10,3,112,550,Infinity
G7,2,117,550,Infinity
J6,3,103,550,Infinity
G7,2,117,550,Infinity
J7,3,108,550,Infinity
G7,2,117,550,Infinity
J9,3,112,550,Infinity
G7,2,117,550,Infinity
J10,3,112,550,Infinity
G7,2,117,550,Infinity
K6,3,103,550,Infinity
G7,2,117,550,Infinity
K9,3,102,550,Infinity
G7,2,117,550,Infinity
L6,3,153,550,Infinity
G7,2,153,550,Infinity
L7,3,157,550,Infinity
G7,2,157,550,Infinity
L9,3,107,550,Infinity
G7,2,157,550,Infinity
M6,3,152,550,Infinity
G7,2,157,550,Infinity
M9,3,153,550,Infinity
G7,2,157,550,Infinity
N6,3,103,550,Infinity
G7,2,157,550,Infinity
N7,3,113,550,Infinity
G7,2,157,550,Infinity
N9,3,112,550,Infinity
G7,2,157,550,Infinity
O6,3,102,550,Infinity
G7,2,157,550,Infinity
O8,3,112,550,Infinity
G7,2,157,550,Infinity
O9,3,152,550,Infinity
G7,2,157,550,Infinity
P6,3,102,550,Infinity
G7,2,157,550,Infinity
P8,3,102,550,Infinity
G7,2,157,550,Infinity
Q6,3,102,550,Infinity
G7,2,157,550,Infinity
Q7,3,102,550,Infinity
G7,2,157,550,Infinity
Q8,3,102,550,Infinity
G7,2,157,550,Infinity
I8,1,157,550,Infinity
root,0,550,550,Infinity
I10,1,Infinity,550,Infinity
G7,2,-Infinity,550,Infinity
F6,3,5,550,Infinity
G7,2,5,550,Infinity
F7,3,5,550,Infinity
G7,2,5,550,Infinity
F8,3,5,550,Infinity
G7,2,5,550,Infinity
G6,3,5,550,Infinity
G7,2,5,550,Infinity
G8,3,10,550,Infinity
G7,2,10,550,Infinity
G9,3,6,550,Infinity
G7,2,10,550,Infinity
H6,3,5,550,Infinity
G7,2,10,550,Infinity
H7,3,10,550,Infinity
G7,2,10,550,Infinity
H9,3,20,550,Infinity
G7,2,20,550,Infinity
H10,3,11,550,Infinity
G7,2,20,550,Infinity
H11,3,10,550,Infinity
G7,2,20,550,Infinity
I6,3,5,550,Infinity
G7,2,20,550,Infinity
I8,3,116,550,Infinity
G7,2,116,550,Infinity
I11,3,55,550,Infinity
G7,2,116,550,Infinity
J6,3,6,550,Infinity
G7,2,116,550,Infinity
J7,3,6,550,Infinity
G7,2,116,550,Infinity
J9,3,11,550,Infinity
G7,2,116,550,Infinity
J10,3,20,550,Infinity
G7,2,116,550,Infinity
J11,3,10,550,Infinity
G7,2,116,550,Infinity
K6,3,6,550,Infinity
G7,2,116,550,Infinity
K9,3,5,550,Infinity
G7,2,116,550,Infinity
L6,3,56,550,Infinity
G7,2,116,550,Infinity
L7,3,60,550,Infinity
G7,2,116,550,Infinity
L9,3,10,550,Infinity
G7,2,116,550,Infinity
M6,3,55,550,Infinity
G7,2,116,550,Infinity
M9,3,56,550,Infinity
G7,2,116,550,Infinity
N6,3,6,550,Infinity
G7,2,116,550,Infinity
N7,3,16,550,Infinity
G7,2,116,550,Infinity
N9,3,15,550,Infinity
G7,2,116,550,Infinity
O6,3,5,550,Infinity
G7,2,116,550,Infinity
O8,3,15,550,Infinity
G7,2,116,550,Infinity
O9,3,55,550,Infinity
G7,2,116,550,Infinity
P6,3,5,550,Infinity
G7,2,116,550,Infinity
P8,3,5,550,Infinity
G7,2,116,550,Infinity
Q6,3,5,550,Infinity
G7,2,116,550,Infinity
Q7,3,5,550,Infinity
G7,2,116,550,Infinity
Q8,3,5,550,Infinity
G7,2,116,550,Infinity
I10,1,116,550,Infinity
root,0,550,550,Infinity
J6,1,Infinity,550,Infinity
G7,2,-Infinity,550,Infinity
F6,3,1,550,Infinity
G7,2,1,550,Infinity
F7,3,1,550,Infinity
G7,2,1,550,Infinity
F8,3,1,550,Infinity
G7,2,1,550,Infinity
G6,3,1,550,Infinity
G7,2,1,550,Infinity
G8,3,6,550,Infinity
G7,2,6,550,Infinity
G9,3,2,550,Infinity
G7,2,6,550,Infinity
H6,3,1,550,Infinity
G7,2,6,550,Infinity
H7,3,6,550,Infinity
G7,2,6,550,Infinity
H9,3,11,550,Infinity
G7,2,11,550,Infinity
H10,3,2,550,Infinity
G7,2,11,550,Infinity
I5,3,11,550,Infinity
G7,2,11,550,Infinity
I6,3,6,550,Infinity
G7,2,11,550,Infinity
I8,3,103,550,Infinity
G7,2,103,550,Infinity
