Move,Depth,Value,Alpha,Beta
H11,2,-2,-10001,-10
H16,1,-10,-10001,-10
H14,2,-6,-10001,-10
H16,1,-10,-10001,-10
H15,2,-6,-10001,-10
H16,1,-10,-10001,-10
H17,2,0,-10001,-10
H16,1,-10,-10001,-10
I9,2,-5000,-10001,-10
H16,1,-5000,-10001,-5000
I10,2,-5,-10001,-5000
H16,1,-5000,-10001,-5000
I11,2,-55,-10001,-5000
H16,1,-5000,-10001,-5000
I13,2,-5001,-10001,-5000
H16,1,-5001,-10001,-5001
I16,2,-50,-10001,-5001
H16,1,-5001,-10001,-5001
I17,2,0,-10001,-5001
H16,1,-5001,-10001,-5001
J9,2,-1,-10001,-5001
H16,1,-5001,-10001,-5001
J15,2,-10006,-10001,-5001
H16,1,-10006,-10001,-5001
root,0,-10001,-10001,Infinity
I9,1,Infinity,-10001,Infinity
G11,2,495,-10001,Infinity
I9,1,495,-10001,495
G12,2,490,-10001,495
I9,1,490,-10001,490
G13,2,495,-10001,490
I9,1,490,-10001,490
G14,2,500,-10001,490
I9,1,490,-10001,490
H8,2,500,-10001,490
I9,1,490,-10001,490
H9,2,500,-10001,490
I9,1,490,-10001,490
H10,2,500,-10001,490
I9,1,490,-10001,490
H11,2,498,-10001,490
I9,1,490,-10001,490
H14,2,494,-10001,490
I9,1,490,-10001,490
H15,2,494,-10001,490
I9,1,490,-10001,490
H16,2,499,-10001,490
I9,1,490,-10001,490
I8,2,500,-10001,490
I9,1,490,-10001,490
I10,2,495,-10001,490
I9,1,490,-10001,490
I11,2,445,-10001,490
I9,1,445,-10001,445
I13,2,-4501,-10001,445
I9,1,-4501,-10001,-4501
I16,2,450,-10001,-4501
I9,1,-4501,-10001,-4501
J8,2,500,-10001,-4501
I9,1,-4501,-10001,-4501
J9,2,499,-10001,-4501
I9,1,-4501,-10001,-4501
J15,2,-9506,-10001,-4501
I9,1,-9506,-10001,-9506
J16,2,495,-10001,-9506
I9,1,-9506,-10001,-9506
K9,2,495,-10001,-9506
I9,1,-9506,-10001,-9506
K10,2,494,-10001,-9506
I9,1,-9506,-10001,-9506
K14,2,499,-10001,-9506
I9,1,-9506,-10001,-9506
K15,2,500,-10001,-9506
I9,1,-9506,-10001,-9506
L10,2,499,-10001,-9506
I9,1,-9506,-10001,-9506
L11,2,494,-10001,-9506
I9,1,-9506,-10001,-9506
L13,2,494,-10001,-9506
I9,1,-9506,-10001,-9506
L14,2,499,-10001,-9506
I9,1,-9506,-10001,-9506
M11,2,490,-10001,-9506
I9,1,-9506,-10001,-9506
M13,2,-500,-10001,-9506
I9,1,-9506,-10001,-9506
N11,2,500,-10001,-9506
I9,1,-9506,-10001,-9506
N12,2,500,-10001,-9506
I9,1,-9506,-10001,-9506
N13,2,500,-10001,-9506
I9,1,-9506,-10001,-9506
root,0,-9506,-9506,Infinity
I10,1,Infinity,-9506,Infinity
G11,2,45,-9506,Infinity
I10,1,45,-9506,45
G12,2,40,-9506,45
I10,1,40,-9506,40
G13,2,45,-9506,40
I10,1,40,-9506,40
G14,2,50,-9506,40
I10,1,40,-9506,40
H9,2,-450,-9506,40
I10,1,-450,-9506,-450
H10,2,50,-9506,-450
I10,1,-450,-9506,-450
H11,2,48,-9506,-450
I10,1,-450,-9506,-450
H14,2,44,-9506,-450
I10,1,-450,-9506,-450
H15,2,44,-9506,-450
I10,1,-450,-9506,-450
H16,2,49,-9506,-450
I10,1,-450,-9506,-450
I9,2,-4950,-9506,-450
I10,1,-4950,-9506,-4950
I11,2,-1,-9506,-4950
I10,1,-4950,-9506,-4950
I13,2,-4951,-9506,-4950
I10,1,-4951,-9506,-4951
I16,2,0,-9506,-4951
I10,1,-4951,-9506,-4951
J9,2,49,-9506,-4951
I10,1,-4951,-9506,-4951
J15,2,-9956,-9506,-4951
I10,1,-9956,-9506,-4951
root,0,-9506,-9506,Infinity
I11,1,Infinity,-9506,Infinity
G11,2,-3,-9506,Infinity
I11,1,-3,-9506,-3
G12,2,-8,-9506,-3
I11,1,-8,-9506,-8
G13,2,1,-9506,-8
I11,1,-8,-9506,-8
G14,2,2,-9506,-8
I11,1,-8,-9506,-8
H10,2,2,-9506,-8
I11,1,-8,-9506,-8
H11,2,0,-9506,-8
I11,1,-8,-9506,-8
H14,2,-4,-9506,-8
I11,1,-8,-9506,-8
H15,2,-4,-9506,-8
I11,1,-8,-9506,-8
H16,2,1,-9506,-8
I11,1,-8,-9506,-8
I9,2,-4998,-9506,-8
I11,1,-4998,-9506,-4998
I10,2,-3,-9506,-4998
I11,1,-4998,-9506,-4998
I13,2,-999,-9506,-4998
I11,1,-4998,-9506,-4998
I16,2,-48,-9506,-4998
I11,1,-4998,-9506,-4998
J9,2,1,-9506,-4998
I11,1,-4998,-9506,-4998
J15,2,-10004,-9506,-4998
I11,1,-10004,-9506,-4998
root,0,-9506,-9506,Infinity
I13,1,Infinity,-9506,Infinity
G11,2,11,-9506,Infinity
I13,1,11,-9506,11
G12,2,2,-9506,11
I13,1,2,-9506,2
G13,2,-93,-9506,2
I13,1,-93,-9506,-93
G14,2,12,-9506,-93
I13,1,-93,-9506,-93
H11,2,10,-9506,-93
I13,1,-93,-9506,-93
H14,2,6,-9506,-93
I13,1,-93,-9506,-93
H15,2,6,-9506,-93
I13,1,-93,-9506,-93
H16,2,11,-9506,-93
I13,1,-93,-9506,-93
I9,2,-4988,-9506,-93
I13,1,-4988,-9506,-4988
I10,2,7,-9506,-4988
I13,1,-4988,-9506,-4988
I11,2,-39,-9506,-4988
I13,1,-4988,-9506,-4988
I16,2,2,-9506,-4988
I13,1,-4988,-9506,-4988
J9,2,11,-9506,-4988
I13,1,-4988,-9506,-4988
J15,2,-9994,-9506,-4988
I13,1,-9994,-9506,-4988
root,0,-9506,-9506,Infinity
I16,1,Infinity,-9506,Infinity
G11,2,-5,-9506,Infinity
I16,1,-5,-9506,-5
G12,2,-10,-9506,-5
I16,1,-10,-9506,-10
G13,2,-5,-9506,-10
I16,1,-10,-9506,-10
G14,2,0,-9506,-10
I16,1,-10,-9506,-10
H11,2,-2,-9506,-10
I16,1,-10,-9506,-10
H14,2,-6,-9506,-10
I16,1,-10,-9506,-10
H15,2,-6,-9506,-10
I16,1,-10,-9506,-10
H16,2,-1,-9506,-10
I16,1,-10,-9506,-10
H17,2,0,-9506,-10
I16,1,-10,-9506,-10
I9,2,-5000,-9506,-10
I16,1,-5000,-9506,-5000
I10,2,-5,-9506,-5000
I16,1,-5000,-9506,-5000
I11,2,-55,-9506,-5000
I16,1,-5000,-9506,-5000
I13,2,-1001,-9506,-5000
I16,1,-5000,-9506,-5000
I17,2,0,-9506,-5000
I16,1,-5000,-9506,-5000
J9,2,-1,-9506,-5000
I16,1,-5000,-9506,-5000
J15,2,-10006,-9506,-5000
I16,1,-10006,-9506,-5000
root,0,-9506,-9506,Infinity
J9,1,Infinity,-9506,Infinity
G11,2,-5,-9506,Infinity
J9,1,-5,-9506,-5
G12,2,-10,-9506,-5
J9,1,-10,-9506,-10
G13,2,-5,-9506,-10
J9,1,-10,-9506,-10
G14,2,0,-9506,-10
J9,1,-10,-9506,-10
H11,2,-2,-9506,-10
J9,1,-10,-9506,-10
H14,2,-6,-9506,-10
J9,1,-10,-9506,-10
H15,2,-6,-9506,-10
J9,1,-10,-9506,-10
H16,2,-1,-9506,-10
J9,1,-10,-9506,-10
I8,2,0,-9506,-10
J9,1,-10,-9506,-10
I9,2,-5000,-9506,-10
J9,1,-5000,-9506,-5000
I10,2,-5,-9506,-5000
J9,1,-5000,-9506,-5000
I11,2,-55,-9506,-5000
J9,1,-5000,-9506,-5000
I13,2,-5001,-9506,-5000
J9,1,-5001,-9506,-5001
I16,2,-50,-9506,-5001
J9,1,-5001,-9506,-5001
J8,2,0,-9506,-5001
J9,1,-5001,-9506,-5001
J15,2,-10006,-9506,-5001
J9,1,-10006,-9506,-5001
root,0,-9506,-9506,Infinity
J15,1,50000,-9506,Infinity
root,0,50000,50000,Infinity
J16,1,Infinity,50000,Infinity
G11,2,-5,50000,Infinity
J16,1,-5,50000,Infinity
root,0,50000,50000,Infinity
K9,1,Infinity,50000,Infinity
G11,2,-5,50000,Infinity
K9,1,-5,50000,Infinity
root,0,50000,50000,Infinity
K10,1,Infinity,50000,Infinity
G11,2,-4,50000,Infinity
K10,1,-4,50000,Infinity
root,0,50000,50000,Infinity
K14,1,Infinity,50000,Infinity
G11,2,-3,50000,Infinity
K14,1,-3,50000,Infinity
root,0,50000,50000,Infinity
K15,1,Infinity,50000,Infinity
G11,2,0,50000,Infinity
K15,1,0,50000,Infinity
root,0,50000,50000,Infinity
L10,1,Infinity,50000,Infinity
G11,2,-5,50000,Infinity
L10,1,-5,50000,Infinity
root,0,50000,50000,Infinity
L11,1,Infinity,50000,Infinity
G11,2,10,50000,Infinity
L11,1,10,50000,Infinity
root,0,50000,50000,Infinity
L13,1,Infinity,50000,Infinity
G11,2,50,50000,Infinity
L13,1,50,50000,Infinity
root,0,50000,50000,Infinity
L14,1,Infinity,50000,Infinity
G11,2,-5,50000,Infinity
L14,1,-5,50000,Infinity
root,0,50000,50000,Infinity
M11,1,Infinity,50000,Infinity
G11,2,0,50000,Infinity
M11,1,0,50000,Infinity
root,0,50000,50000,Infinity
M13,1,Infinity,50000,Infinity
G11,2,500,50000,Infinity
M13,1,500,50000,Infinity
root,0,50000,50000,Infinity
N11,1,Infinity,50000,Infinity
G11,2,0,50000,Infinity
N11,1,0,50000,Infinity
root,0,50000,50000,Infinity
N12,1,Infinity,50000,Infinity
G11,2,-4,50000,Infinity
N12,1,-4,50000,Infinity
root,0,50000,50000,Infinity
N13,1,Infinity,50000,Infinity
G11,2,0,50000,Infinity
N13,1,0,50000,Infinity
root,0,50000,50000,Infinity
