Move,Depth,Value
G9,3,5
F9,2,5
G10,3,0
F9,2,5
H7,3,1
F9,2,5
H9,3,10
F9,2,10
H10,3,5
F9,2,10
I7,3,0
F9,2,10
I10,3,1
F9,2,10
J7,3,0
F9,2,10
J8,3,5
F9,2,10
J9,3,5
F9,2,10
J10,3,1
F9,2,10
G8,1,6
G7,2,-Infinity
F6,3,-1
G7,2,-1
F7,3,4
G7,2,4
F8,3,0
G7,2,4
F9,3,4
G7,2,4
G6,3,-1
G7,2,4
G9,3,0
G7,2,4
H6,3,-1
G7,2,4
H7,3,4
G7,2,4
H9,3,9
G7,2,9
H10,3,4
G7,2,9
I7,3,-1
G7,2,9
I10,3,0
G7,2,9
J7,3,-1
G7,2,9
J8,3,4
G7,2,9
J9,3,4
G7,2,9
J10,3,0
G7,2,9
G8,1,6
G9,2,-Infinity
F7,3,0
G9,2,0
F8,3,-4
G9,2,0
F9,3,0
G9,2,0
F10,3,-5
G9,2,0
G7,3,-4
G9,2,0
G10,3,-5
G9,2,0
H7,3,0
G9,2,0
H9,3,1
G9,2,1
H10,3,0
G9,2,1
I7,3,-5
G9,2,1
I10,3,-4
G9,2,1
J7,3,-5
G9,2,1
J8,3,0
G9,2,1
J9,3,0
G9,2,1
J10,3,-4
G9,2,1
G8,1,1
H7,2,-Infinity
F7,3,-5
H7,2,-5
F8,3,-9
H7,2,-5
F9,3,-9
H7,2,-5
G6,3,-10
H7,2,-5
G7,3,-5
H7,2,-5
G9,3,-5
H7,2,-5
H6,3,-10
H7,2,-5
H9,3,0
H7,2,0
H10,3,-5
H7,2,0
I6,3,-10
H7,2,0
I7,3,-10
H7,2,0
I10,3,-9
H7,2,0
J7,3,-10
H7,2,0
J8,3,-5
H7,2,0
J9,3,-5
H7,2,0
J10,3,-9
H7,2,0
G8,1,0
H9,2,-Infinity
F7,3,-9
H9,2,-9
F8,3,-9
H9,2,-9
F9,3,-5
H9,2,-5
G7,3,-5
H9,2,-5
G9,3,-5
H9,2,-5
G10,3,-10
H9,2,-5
H7,3,-5
H9,2,-5
H10,3,-5
H9,2,-5
I7,3,-10
H9,2,-5
I10,3,-9
H9,2,-5
J7,3,-10
H9,2,-5
J8,3,-5
H9,2,-5
J9,3,-9
H9,2,-5
J10,3,-9
H9,2,-5
G8,1,-5
H10,2,-Infinity
F7,3,5
H10,2,5
F8,3,1
H10,2,5
F9,3,5
H10,2,5
G7,3,5
H10,2,5
G9,3,5
H10,2,5
G10,3,0
H10,2,5
G11,3,0
H10,2,5
H7,3,5
H10,2,5
H9,3,10
H10,2,10
H11,3,0
H10,2,10
I7,3,0
H10,2,10
I10,3,1
H10,2,10
I11,3,0
H10,2,10
J7,3,0
H10,2,10
J8,3,1
H10,2,10
J9,3,5
H10,2,10
J10,3,1
H10,2,10
G8,1,-5
I7,2,-Infinity
F7,3,-1
I7,2,-1
F8,3,-5
I7,2,-1
F9,3,-1
I7,2,-1
G7,3,-1
I7,2,-1
G9,3,-1
I7,2,-1
H6,3,-6
I7,2,-1
H7,3,-1
I7,2,-1
H9,3,4
I7,2,4
H10,3,-1
I7,2,4
I6,3,-6
I7,2,4
I10,3,-5
I7,2,4
J6,3,-6
I7,2,4
J7,3,-6
I7,2,4
J8,3,-1
I7,2,4
J9,3,-1
I7,2,4
J10,3,-5
I7,2,4
G8,1,-5
I10,2,-Infinity
F7,3,5
I10,2,5
F8,3,1
I10,2,5
F9,3,5
I10,2,5
G7,3,5
I10,2,5
G9,3,5
I10,2,5
H7,3,5
I10,2,5
H9,3,6
I10,2,6
H10,3,5
I10,2,6
H11,3,0
I10,2,6
I7,3,0
I10,2,6
I11,3,0
I10,2,6
J7,3,0
I10,2,6
J8,3,5
I10,2,6
J9,3,5
I10,2,6
J10,3,1
I10,2,6
J11,3,0
I10,2,6
G8,1,-5
J7,2,-Infinity
F7,3,0
J7,2,0
F8,3,-4
J7,2,0
F9,3,0
J7,2,0
G7,3,0
J7,2,0
G9,3,0
J7,2,0
H7,3,0
J7,2,0
H9,3,5
J7,2,5
H10,3,0
J7,2,5
I6,3,-5
J7,2,5
I7,3,-5
J7,2,5
I10,3,-4
J7,2,5
J6,3,-5
J7,2,5
J8,3,0
J7,2,5
J9,3,0
J7,2,5
J10,3,-4
J7,2,5
K6,3,-5
J7,2,5
K7,3,-5
J7,2,5
K8,3,-5
J7,2,5
G8,1,-5
J8,2,-Infinity
F7,3,-5
J8,2,-5
F8,3,-9
J8,2,-5
F9,3,-5
J8,2,-5
G7,3,-5
J8,2,-5
G9,3,-5
J8,2,-5
H7,3,-5
J8,2,-5
H9,3,0
J8,2,0
H10,3,-9
J8,2,0
I7,3,-10
J8,2,0
I10,3,-9
J8,2,0
J7,3,-10
J8,2,0
J9,3,-5
J8,2,0
J10,3,-9
J8,2,0
K7,3,-10
J8,2,0
K8,3,90
J8,2,90
K9,3,-10
J8,2,90
G8,1,-5
J9,2,-Infinity
F7,3,0
J9,2,0
F8,3,-4
J9,2,0
F9,3,0
J9,2,0
G7,3,0
J9,2,0
G9,3,0
J9,2,0
H7,3,0
J9,2,0
H9,3,1
J9,2,1
H10,3,0
J9,2,1
I7,3,-5
J9,2,1
I10,3,-4
J9,2,1
J7,3,-5
J9,2,1
J8,3,0
J9,2,1
J10,3,-4
J9,2,1
K8,3,-5
J9,2,1
K9,3,-5
J9,2,1
K10,3,-5
J9,2,1
G8,1,-5
J10,2,-Infinity
F7,3,5
J10,2,5
F8,3,1
J10,2,5
F9,3,5
J10,2,5
G7,3,5
J10,2,5
G9,3,5
J10,2,5
H7,3,5
J10,2,5
H9,3,10
J10,2,10
H10,3,5
J10,2,10
I7,3,0
J10,2,10
I10,3,1
J10,2,10
I11,3,0
J10,2,10
J7,3,0
J10,2,10
J8,3,5
J10,2,10
J9,3,5
J10,2,10
J11,3,0
J10,2,10
K9,3,0
J10,2,10
K10,3,0
J10,2,10
K11,3,0
J10,2,10
G8,1,-5
root,0,-5
G9,1,Infinity
F8,2,-Infinity
E7,3,0
F8,2,0
E8,3,0
F8,2,0
E9,3,0
F8,2,0
F7,3,0
F8,2,0
F9,3,5
F8,2,5
F10,3,1
F8,2,5
G7,3,0
F8,2,5
G8,3,5
F8,2,5
G10,3,5
F8,2,5
H7,3,0
F8,2,5
H9,3,50
F8,2,50
H10,3,6
F8,2,50
I7,3,0
F8,2,50
I10,3,1
F8,2,50
J7,3,0
F8,2,50
J8,3,5
F8,2,50
J9,3,5
F8,2,50
J10,3,1
F8,2,50
G9,1,50
F9,2,-Infinity
E8,3,0
F9,2,0
E9,3,0
F9,2,0
E10,3,0
F9,2,0
F8,3,5
F9,2,5
F10,3,1
F9,2,5
G7,3,0
F9,2,5
G8,3,5
F9,2,5
G10,3,5
F9,2,5
H7,3,0
F9,2,5
H9,3,10
F9,2,10
H10,3,10
F9,2,10
I7,3,0
F9,2,10
I10,3,1
F9,2,10
J7,3,0
F9,2,10
J8,3,5
F9,2,10
J9,3,5
F9,2,10
J10,3,1
F9,2,10
G9,1,10
F10,2,-Infinity
E9,3,0
F10,2,0
E10,3,0
F10,2,0
E11,3,0
F10,2,0
F8,3,5
F10,2,5
F9,3,5
F10,2,5
F11,3,0
F10,2,5
G7,3,0
F10,2,5
G8,3,5
F10,2,5
G10,3,5
F10,2,5
G11,3,0
F10,2,5
H7,3,0
F10,2,5
H9,3,50
F10,2,50
H10,3,10
F10,2,50
I7,3,0
F10,2,50
I10,3,1
F10,2,50
J7,3,0
F10,2,50
J8,3,5
F10,2,50
J9,3,5
F10,2,50
J10,3,1
F10,2,50
G9,1,10
G7,2,-Infinity
F6,3,-1
G7,2,-1
F7,3,-1
G7,2,-1
F8,3,4
G7,2,4
F9,3,4
G7,2,4
F10,3,0
G7,2,4
G6,3,-1
G7,2,4
G8,3,0
G7,2,4
G10,3,4
G7,2,4
H6,3,-1
G7,2,4
H7,3,-1
G7,2,4
H9,3,49
G7,2,49
H10,3,9
G7,2,49
I7,3,-1
G7,2,49
I10,3,0
G7,2,49
J7,3,-1
G7,2,49
J8,3,4
G7,2,49
J9,3,4
G7,2,49
J10,3,0
G7,2,49
G9,1,10
G8,2,-Infinity
F7,3,-50
G8,2,-50
F8,3,455
G8,2,455
F9,3,-45
G8,2,455
F10,3,-49
G8,2,455
G7,3,-50
G8,2,455
G10,3,-49
G8,2,455
H7,3,-50
G8,2,455
H9,3,0
G8,2,455
H10,3,-40
G8,2,455
I7,3,-50
G8,2,455
I10,3,-49
G8,2,455
J7,3,-50
G8,2,455
J8,3,455
G8,2,455
J9,3,-45
G8,2,455
J10,3,-49
G8,2,455
G9,1,10
G10,2,-Infinity
F8,3,5
G10,2,5
F9,3,5
G10,2,5
F10,3,1
G10,2,5
F11,3,0
G10,2,5
G7,3,0
G10,2,5
G8,3,1
G10,2,5
G11,3,0
G10,2,5
H7,3,0
G10,2,5
H9,3,50
G10,2,50
H10,3,10
G10,2,50
H11,3,0
G10,2,50
I7,3,0
G10,2,50
I10,3,1
G10,2,50
J7,3,0
G10,2,50
J8,3,5
G10,2,50
J9,3,5
G10,2,50
J10,3,1
G10,2,50
G9,1,10
H7,2,-Infinity
F8,3,-5
H7,2,-5
F9,3,-5
H7,2,-5
F10,3,-9
H7,2,-5
G6,3,-10
H7,2,-5
G7,3,-10
H7,2,-5
G8,3,-5
H7,2,-5
G10,3,-5
H7,2,-5
H6,3,-10
H7,2,-5
H9,3,40
H7,2,40
H10,3,0
H7,2,40
I6,3,-10
H7,2,40
I7,3,-10
H7,2,40
I10,3,-9
H7,2,40
J7,3,-10
H7,2,40
J8,3,-5
H7,2,40
J9,3,-5
H7,2,40
J10,3,-9
H7,2,40
G9,1,10
H9,2,-Infinity
F8,3,-5
H9,2,-5
F9,3,-9
H9,2,-5
F10,3,-9
H9,2,-5
G7,3,-10
H9,2,-5
G8,3,-5
H9,2,-5
G10,3,-5
H9,2,-5
H7,3,-10
H9,2,-5
H10,3,0
H9,2,0
I7,3,-10
H9,2,0
I10,3,-9
H9,2,0
J7,3,-10
H9,2,0
J8,3,-5
H9,2,0
J9,3,-9
H9,2,0
J10,3,-9
H9,2,0
G9,1,0
H10,2,-Infinity
F8,3,1
H10,2,1
F9,3,5
H10,2,5
F10,3,1
H10,2,5
G7,3,0
H10,2,5
G8,3,5
H10,2,5
G10,3,5
H10,2,5
G11,3,0
H10,2,5
H7,3,0
H10,2,5
H9,3,50
H10,2,50
H11,3,0
H10,2,50
I7,3,0
H10,2,50
I10,3,1
H10,2,50
I11,3,0
H10,2,50
J7,3,0
H10,2,50
J8,3,1
H10,2,50
J9,3,5
H10,2,50
J10,3,1
H10,2,50
G9,1,0
I7,2,-Infinity
F8,3,3
I7,2,3
F9,3,3
I7,2,3
F10,3,-1
I7,2,3
G7,3,-2
I7,2,3
G8,3,3
I7,2,3
G10,3,3
I7,2,3
H6,3,-2
I7,2,3
H7,3,-2
I7,2,3
H9,3,48
I7,2,48
H10,3,8
I7,2,48
I6,3,-2
I7,2,48
I10,3,-1
I7,2,48
J6,3,-2
I7,2,48
J7,3,-2
I7,2,48
J8,3,3
I7,2,48
J9,3,3
I7,2,48
J10,3,-1
I7,2,48
G9,1,0
I10,2,-Infinity
F8,3,5
I10,2,5
F9,3,5
I10,2,5
F10,3,1
I10,2,5
G7,3,0
I10,2,5
G8,3,5
I10,2,5
G10,3,5
I10,2,5
H7,3,0
I10,2,5
H9,3,50
I10,2,50
H10,3,10
I10,2,50
H11,3,0
I10,2,50
I7,3,0
I10,2,50
I11,3,0
I10,2,50
J7,3,0
I10,2,50
J8,3,5
I10,2,50
J9,3,5
I10,2,50
J10,3,1
I10,2,50
J11,3,0
I10,2,50
G9,1,0
J7,2,-Infinity
F8,3,0
J7,2,0
F9,3,0
J7,2,0
F10,3,-4
J7,2,0
G7,3,-5
J7,2,0
G8,3,0
J7,2,0
G10,3,0
J7,2,0
H7,3,-5
J7,2,0
H9,3,45
J7,2,45
H10,3,5
J7,2,45
I6,3,-5
J7,2,45
I7,3,-5
J7,2,45
I10,3,-4
J7,2,45
J6,3,-5
J7,2,45
J8,3,0
J7,2,45
J9,3,0
J7,2,45
J10,3,-4
J7,2,45
K6,3,-5
J7,2,45
K7,3,-5
J7,2,45
K8,3,-5
J7,2,45
G9,1,0
J8,2,-Infinity
F8,3,-45
J8,2,-45
F9,3,-45
J8,2,-45
F10,3,-49
J8,2,-45
G7,3,-50
J8,2,-45
G8,3,455
J8,2,455
G10,3,-45
J8,2,455
H7,3,-50
J8,2,455
H9,3,0
J8,2,455
H10,3,-44
J8,2,455
I7,3,-50
J8,2,455
I10,3,-49
J8,2,455
J7,3,-50
J8,2,455
J9,3,-45
J8,2,455
J10,3,-49
J8,2,455
K7,3,-50
J8,2,455
K8,3,450
J8,2,455
K9,3,-50
J8,2,455
G9,1,0
J9,2,-Infinity
F8,3,0
J9,2,0
F9,3,0
J9,2,0
F10,3,-4
J9,2,0
G7,3,-5
J9,2,0
G8,3,0
J9,2,0
G10,3,0
J9,2,0
H7,3,-5
J9,2,0
H9,3,5
J9,2,5
H10,3,5
J9,2,5
I7,3,-5
J9,2,5
I10,3,-4
J9,2,5
J7,3,-5
J9,2,5
J8,3,0
J9,2,5
J10,3,-4
J9,2,5
K8,3,-5
J9,2,5
K9,3,-5
J9,2,5
K10,3,-5
J9,2,5
G9,1,0
J10,2,-Infinity
F8,3,5
J10,2,5
F9,3,5
J10,2,5
F10,3,1
J10,2,5
G7,3,0
J10,2,5
G8,3,5
J10,2,5
G10,3,5
J10,2,5
H7,3,0
J10,2,5
H9,3,50
J10,2,50
H10,3,10
J10,2,50
I7,3,0
J10,2,50
I10,3,1
J10,2,50
I11,3,0
J10,2,50
J7,3,0
J10,2,50
J8,3,5
J10,2,50
J9,3,5
J10,2,50
J11,3,0
J10,2,50
K9,3,0
J10,2,50
K10,3,0
J10,2,50
K11,3,0
J10,2,50
G9,1,0
root,0,0
H7,1,Infinity
G6,2,-Infinity
F5,3,0
G6,2,0
F6,3,0
G6,2,0
F7,3,0
G6,2,0
G5,3,0
G6,2,0
G7,3,5
G6,2,5
G8,3,5
G6,2,5
G9,3,0
G6,2,5
H5,3,0
G6,2,5
H6,3,1
G6,2,5
H9,3,5
G6,2,5
H10,3,5
G6,2,5
I6,3,5
G6,2,5
I7,3,5
G6,2,5
I10,3,1
G6,2,5
J7,3,0
G6,2,5
J8,3,5
G6,2,5
J9,3,5
G6,2,5
J10,3,1
G6,2,5
H7,1,5
G7,2,-Infinity
F6,3,-1
G7,2,-1
F7,3,-1
G7,2,-1
F8,3,-1
G7,2,-1
G6,3,0
G7,2,0
G8,3,4
G7,2,4
G9,3,-1
G7,2,4
H6,3,0
G7,2,4
H9,3,4
G7,2,4
H10,3,4
G7,2,4
I6,3,4
G7,2,4
I7,3,0
G7,2,4
I10,3,0
G7,2,4
J7,3,-1
G7,2,4
J8,3,4
G7,2,4
J9,3,4
G7,2,4
J10,3,0
G7,2,4
H7,1,4
G8,2,-Infinity
F7,3,-50
G8,2,-50
F8,3,450
G8,2,450
F9,3,-50
G8,2,450
G6,3,-49
G8,2,450
G7,3,-45
G8,2,450
G9,3,-50
G8,2,450
H6,3,-49
G8,2,450
H9,3,-45
G8,2,450
H10,3,-45
G8,2,450
I6,3,-49
G8,2,450
I7,3,-45
G8,2,450
I10,3,-49
G8,2,450
J7,3,-50
G8,2,450
J8,3,455
G8,2,455
J9,3,-45
G8,2,455
J10,3,-49
G8,2,455
H7,1,4
G9,2,-Infinity
F8,3,-5
G9,2,-5
F9,3,-5
G9,2,-5
F10,3,-5
G9,2,-5
G6,3,-4
G9,2,-4
G7,3,0
G9,2,0
G8,3,0
G9,2,0
G10,3,-5
G9,2,0
H6,3,-4
G9,2,0
H9,3,-4
G9,2,0
H10,3,0
G9,2,0
I6,3,0
G9,2,0
I7,3,0
G9,2,0
I10,3,-4
G9,2,0
J7,3,-5
G9,2,0
J8,3,0
G9,2,0
J9,3,0
G9,2,0
J10,3,-4
G9,2,0
H7,1,0
H6,2,-Infinity
G5,3,0
H6,2,0
G6,3,1
H6,2,1
G7,3,5
H6,2,5
G8,3,5
H6,2,5
G9,3,0
H6,2,5
H5,3,0
H6,2,5
H9,3,5
H6,2,5
H10,3,5
H6,2,5
I5,3,0
H6,2,5
I6,3,5
H6,2,5
I7,3,5
H6,2,5
I10,3,1
H6,2,5
J7,3,0
H6,2,5
J8,3,5
H6,2,5
J9,3,5
H6,2,5
J10,3,1
H6,2,5
H7,1,0
H9,2,-Infinity
G6,3,-5
H9,2,-5
G7,3,-1
H9,2,-1
G8,3,-1
H9,2,-1
G9,3,-6
H9,2,-1
G10,3,-6
H9,2,-1
H6,3,-5
H9,2,-1
H10,3,-1
H9,2,-1
I6,3,-1
H9,2,-1
I7,3,-1
H9,2,-1
I10,3,-5
H9,2,-1
J7,3,-6
H9,2,-1
J8,3,-1
H9,2,-1
J9,3,-5
H9,2,-1
J10,3,-5
H9,2,-1
H7,1,-1
H10,2,-Infinity
G6,3,1
H10,2,1
G7,3,5
H10,2,5
G8,3,5
H10,2,5
G9,3,0
H10,2,5
G10,3,0
H10,2,5
G11,3,0
H10,2,5
H6,3,1
H10,2,5
H9,3,5
H10,2,5
H11,3,0
H10,2,5
I6,3,5
H10,2,5
I7,3,5
H10,2,5
I10,3,1
H10,2,5
I11,3,0
H10,2,5
J7,3,0
H10,2,5
J8,3,1
H10,2,5
J9,3,5
H10,2,5
J10,3,1
H10,2,5
