Move,Depth,Value,Alpha,Beta
J11,3,5010,505,5011
H11,2,5010,5010,5011
J13,3,11,5010,5011
H11,2,5010,5010,5011
K8,3,6,5010,5011
H11,2,5010,5010,5011
K9,3,10,5010,5011
H11,2,5010,5010,5011
K13,3,61,5010,5011
H11,2,5010,5010,5011
K14,3,6,5010,5011
H11,2,5010,5010,5011
K15,3,5,5010,5011
H11,2,5010,5010,5011
K16,3,5,5010,5011
H11,2,5010,5010,5011
L8,3,10,5010,5011
H11,2,5010,5010,5011
L10,3,6,5010,5011
H11,2,5010,5010,5011
L14,3,10,5010,5011
H11,2,5010,5010,5011
L16,3,5,5010,5011
H11,2,5010,5010,5011
M8,3,6,5010,5011
H11,2,5010,5010,5011
M9,3,10,5010,5011
H11,2,5010,5010,5011
M11,3,6,5010,5011
H11,2,5010,5010,5011
M13,3,11,5010,5011
H11,2,5010,5010,5011
M15,3,10,5010,5011
H11,2,5010,5010,5011
M16,3,5,5010,5011
H11,2,5010,5010,5011
N8,3,5,5010,5011
H11,2,5010,5010,5011
N9,3,10,5010,5011
H11,2,5010,5010,5011
N10,3,11,5010,5011
H11,2,5010,5010,5011
N12,3,10,5010,5011
H11,2,5010,5010,5011
N13,3,506,5010,5011
H11,2,5010,5010,5011
N14,3,10,5010,5011
H11,2,5010,5010,5011
N15,3,5005,5010,5011
H11,2,5010,5010,5011
O8,3,5,5010,5011
H11,2,5010,5010,5011
O11,3,11,5010,5011
H11,2,5010,5010,5011
O12,3,6,5010,5011
H11,2,5010,5010,5011
P8,3,5,5010,5011
H11,2,5010,5010,5011
P9,3,15,5010,5011
H11,2,5010,5010,5011
P10,3,10,5010,5011
H11,2,5010,5010,5011
P11,3,10,5010,5011
H11,2,5010,5010,5011
I11,1,5010,-Infinity,5010
H12,2,-Infinity,-Infinity,5010
G11,3,5,-Infinity,5010
H12,2,5,5,5010
G12,3,5,5,5010
H12,2,5,5,5010
G13,3,5,5,5010
H12,2,5,5,5010
H10,3,55,5,5010
H12,2,55,55,5010
H11,3,10,55,5010
H12,2,55,55,5010
H13,3,5,55,5010
H12,2,55,55,5010
I10,3,10,55,5010
H12,2,55,55,5010
I12,3,10,55,5010
H12,2,55,55,5010
I13,3,6,55,5010
H12,2,55,55,5010
J9,3,505,55,5010
H12,2,505,505,5010
J10,3,6,505,5010
H12,2,505,505,5010
J11,3,5011,505,5010
H12,2,5011,505,5010
I11,1,5010,-Infinity,5010
I10,2,-Infinity,-Infinity,5010
H9,3,5,-Infinity,5010
I10,2,5,5,5010
H10,3,55,5,5010
I10,2,55,55,5010
H11,3,10,55,5010
I10,2,55,55,5010
H12,3,10,55,5010
I10,2,55,55,5010
I9,3,5,55,5010
I10,2,55,55,5010
I12,3,16,55,5010
I10,2,55,55,5010
I13,3,6,55,5010
I10,2,55,55,5010
J9,3,505,55,5010
I10,2,505,505,5010
J10,3,10,505,5010
I10,2,505,505,5010
J11,3,1011,505,5010
I10,2,1011,1011,5010
J13,3,11,1011,5010
I10,2,1011,1011,5010
K8,3,6,1011,5010
I10,2,1011,1011,5010
K9,3,10,1011,5010
I10,2,1011,1011,5010
K13,3,61,1011,5010
I10,2,1011,1011,5010
K14,3,6,1011,5010
I10,2,1011,1011,5010
K15,3,5,1011,5010
I10,2,1011,1011,5010
K16,3,5,1011,5010
I10,2,1011,1011,5010
L8,3,10,1011,5010
I10,2,1011,1011,5010
L10,3,6,1011,5010
I10,2,1011,1011,5010
L14,3,10,1011,5010
I10,2,1011,1011,5010
L16,3,5,1011,5010
I10,2,1011,1011,5010
M8,3,6,1011,5010
I10,2,1011,1011,5010
M9,3,10,1011,5010
I10,2,1011,1011,5010
M11,3,6,1011,5010
I10,2,1011,1011,5010
M13,3,11,1011,5010
I10,2,1011,1011,5010
M15,3,10,1011,5010
I10,2,1011,1011,5010
M16,3,5,1011,5010
I10,2,1011,1011,5010
N8,3,5,1011,5010
I10,2,1011,1011,5010
N9,3,10,1011,5010
I10,2,1011,1011,5010
N10,3,11,1011,5010
I10,2,1011,1011,5010
N12,3,10,1011,5010
I10,2,1011,1011,5010
N13,3,506,1011,5010
I10,2,1011,1011,5010
N14,3,10,1011,5010
I10,2,1011,1011,5010
N15,3,5005,1011,5010
I10,2,5005,5005,5010
O8,3,5,5005,5010
I10,2,5005,5005,5010
O11,3,11,5005,5010
I10,2,5005,5005,5010
O12,3,6,5005,5010
I10,2,5005,5005,5010
P8,3,5,5005,5010
I10,2,5005,5005,5010
P9,3,15,5005,5010
I10,2,5005,5005,5010
P10,3,10,5005,5010
I10,2,5005,5005,5010
P11,3,10,5005,5010
I10,2,5005,5005,5010
I11,1,5005,-Infinity,5005
I12,2,-Infinity,-Infinity,5005
H10,3,55,-Infinity,5005
I12,2,55,55,5005
H11,3,10,55,5005
I12,2,55,55,5005
H12,3,10,55,5005
I12,2,55,55,5005
H13,3,5,55,5005
I12,2,55,55,5005
I10,3,6,55,5005
I12,2,55,55,5005
I13,3,6,55,5005
I12,2,55,55,5005
J9,3,505,55,5005
I12,2,505,505,5005
J10,3,10,505,5005
I12,2,505,505,5005
J11,3,5011,505,5005
I12,2,5011,505,5005
I11,1,5005,-Infinity,5005
I13,2,-Infinity,-Infinity,5005
H10,3,55,-Infinity,5005
I13,2,55,55,5005
H11,3,10,55,5005
I13,2,55,55,5005
H12,3,10,55,5005
I13,2,55,55,5005
H13,3,5,55,5005
I13,2,55,55,5005
H14,3,5,55,5005
I13,2,55,55,5005
I10,3,10,55,5005
I13,2,55,55,5005
I12,3,16,55,5005
I13,2,55,55,5005
I14,3,5,55,5005
I13,2,55,55,5005
J9,3,505,55,5005
I13,2,505,505,5005
J10,3,10,505,5005
I13,2,505,505,5005
J11,3,5011,505,5005
I13,2,5011,505,5005
I11,1,5005,-Infinity,5005
J9,2,-Infinity,-Infinity,5005
H10,3,-4945,-Infinity,5005
J9,2,-4945,-4945,5005
H11,3,-4990,-4945,5005
J9,2,-4945,-4945,5005
H12,3,-4990,-4945,5005
J9,2,-4945,-4945,5005
I8,3,-4995,-4945,5005
J9,2,-4945,-4945,5005
I9,3,-4995,-4945,5005
J9,2,-4945,-4945,5005
I10,3,-4990,-4945,5005
J9,2,-4945,-4945,5005
I12,3,-4980,-4945,5005
J9,2,-4945,-4945,5005
I13,3,-4994,-4945,5005
J9,2,-4945,-4945,5005
J8,3,-4995,-4945,5005
J9,2,-4945,-4945,5005
J10,3,-4990,-4945,5005
J9,2,-4945,-4945,5005
J11,3,11,-4945,5005
J9,2,11,11,5005
J13,3,-4989,11,5005
J9,2,11,11,5005
K8,3,-4994,11,5005
J9,2,11,11,5005
K9,3,-4994,11,5005
J9,2,11,11,5005
K13,3,-4939,11,5005
J9,2,11,11,5005
K14,3,-4994,11,5005
J9,2,11,11,5005
K15,3,-4995,11,5005
J9,2,11,11,5005
K16,3,-4995,11,5005
J9,2,11,11,5005
L8,3,-4990,11,5005
J9,2,11,11,5005
L10,3,-4994,11,5005
J9,2,11,11,5005
L14,3,-4990,11,5005
J9,2,11,11,5005
L16,3,-4995,11,5005
J9,2,11,11,5005
M8,3,-4994,11,5005
J9,2,11,11,5005
M9,3,-4990,11,5005
J9,2,11,11,5005
M11,3,-4994,11,5005
J9,2,11,11,5005
M13,3,-4989,11,5005
J9,2,11,11,5005
M15,3,-4990,11,5005
J9,2,11,11,5005
M16,3,-4995,11,5005
J9,2,11,11,5005
N8,3,-4995,11,5005
J9,2,11,11,5005
N9,3,-4990,11,5005
J9,2,11,11,5005
N10,3,-4989,11,5005
J9,2,11,11,5005
N12,3,-4990,11,5005
J9,2,11,11,5005
N13,3,-4994,11,5005
J9,2,11,11,5005
N14,3,-4990,11,5005
J9,2,11,11,5005
N15,3,5,11,5005
J9,2,11,11,5005
O8,3,-4995,11,5005
J9,2,11,11,5005
O11,3,-4989,11,5005
J9,2,11,11,5005
O12,3,-4994,11,5005
J9,2,11,11,5005
P8,3,-4995,11,5005
J9,2,11,11,5005
P9,3,-4985,11,5005
J9,2,11,11,5005
P10,3,-4990,11,5005
J9,2,11,11,5005
P11,3,-4990,11,5005
J9,2,11,11,5005
I11,1,11,-Infinity,11
J10,2,-Infinity,-Infinity,11
H10,3,0,-Infinity,11
J10,2,0,0,11
H11,3,-45,0,11
J10,2,0,0,11
H12,3,-49,0,11
J10,2,0,0,11
I9,3,450,0,11
J10,2,450,0,11
I11,1,11,-Infinity,11
J11,2,-Infinity,-Infinity,11
H10,3,-456,-Infinity,11
J11,2,-456,-456,11
H11,3,-505,-456,11
J11,2,-456,-456,11
H12,3,-501,-456,11
J11,2,-456,-456,11
I10,3,-501,-456,11
J11,2,-456,-456,11
I12,3,-491,-456,11
J11,2,-456,-456,11
I13,3,-505,-456,11
J11,2,-456,-456,11
J9,3,-6,-456,11
J11,2,-6,-6,11
J10,3,-501,-6,11
J11,2,-6,-6,11
J13,3,-504,-6,11
J11,2,-6,-6,11
K8,3,-505,-6,11
J11,2,-6,-6,11
K9,3,-501,-6,11
J11,2,-6,-6,11
K13,3,-450,-6,11
J11,2,-6,-6,11
K14,3,-505,-6,11
J11,2,-6,-6,11
K15,3,-506,-6,11
J11,2,-6,-6,11
K16,3,-506,-6,11
J11,2,-6,-6,11
L8,3,-501,-6,11
J11,2,-6,-6,11
L10,3,-505,-6,11
J11,2,-6,-6,11
L14,3,-501,-6,11
J11,2,-6,-6,11
L16,3,-506,-6,11
J11,2,-6,-6,11
M8,3,-505,-6,11
J11,2,-6,-6,11
M9,3,-501,-6,11
J11,2,-6,-6,11
M11,3,-405,-6,11
J11,2,-6,-6,11
M13,3,-500,-6,11
J11,2,-6,-6,11
M15,3,-501,-6,11
J11,2,-6,-6,11
M16,3,-506,-6,11
J11,2,-6,-6,11
N8,3,-506,-6,11
J11,2,-6,-6,11
N9,3,-501,-6,11
J11,2,-6,-6,11
N10,3,-500,-6,11
J11,2,-6,-6,11
N12,3,-501,-6,11
J11,2,-6,-6,11
N13,3,-5,-6,11
J11,2,-5,-5,11
N14,3,-501,-5,11
J11,2,-5,-5,11
N15,3,494,-5,11
J11,2,494,-5,11
I11,1,11,-Infinity,11
J13,2,-Infinity,-Infinity,11
H10,3,55,-Infinity,11
J13,2,55,-Infinity,11
I11,1,11,-Infinity,11
K8,2,-Infinity,-Infinity,11
H10,3,55,-Infinity,11
K8,2,55,-Infinity,11
I11,1,11,-Infinity,11
K9,2,-Infinity,-Infinity,11
H10,3,45,-Infinity,11
K9,2,45,-Infinity,11
I11,1,11,-Infinity,11
K13,2,-Infinity,-Infinity,11
H10,3,10,-Infinity,11
K13,2,10,10,11
H11,3,5,10,11
K13,2,10,10,11
H12,3,5,10,11
K13,2,10,10,11
I10,3,5,10,11
K13,2,10,10,11
I12,3,15,10,11
K13,2,15,10,11
I11,1,11,-Infinity,11
K14,2,-Infinity,-Infinity,11
H10,3,50,-Infinity,11
K14,2,50,-Infinity,11
I11,1,11,-Infinity,11
K15,2,-Infinity,-Infinity,11
H10,3,50,-Infinity,11
K15,2,50,-Infinity,11
I11,1,11,-Infinity,11
K16,2,-Infinity,-Infinity,11
H10,3,54,-Infinity,11
K16,2,54,-Infinity,11
I11,1,11,-Infinity,11
L8,2,-Infinity,-Infinity,11
H10,3,55,-Infinity,11
L8,2,55,-Infinity,11
I11,1,11,-Infinity,11
L10,2,-Infinity,-Infinity,11
H10,3,4,-Infinity,11
L10,2,4,4,11
H11,3,-41,4,11
L10,2,4,4,11
H12,3,-41,4,11
L10,2,4,4,11
I10,3,-41,4,11
L10,2,4,4,11
I12,3,-31,4,11
L10,2,4,4,11
I13,3,-45,4,11
L10,2,4,4,11
J9,3,454,4,11
L10,2,454,4,11
I11,1,11,-Infinity,11
L14,2,-Infinity,-Infinity,11
H10,3,54,-Infinity,11
L14,2,54,-Infinity,11
I11,1,11,-Infinity,11
L16,2,-Infinity,-Infinity,11
H10,3,50,-Infinity,11
L16,2,50,-Infinity,11
I11,1,11,-Infinity,11
M8,2,-Infinity,-Infinity,11
H10,3,55,-Infinity,11
M8,2,55,-Infinity,11
I11,1,11,-Infinity,11
M9,2,-Infinity,-Infinity,11
H10,3,50,-Infinity,11
M9,2,50,-Infinity,11
I11,1,11,-Infinity,11
M11,2,-Infinity,-Infinity,11
H10,3,-10,-Infinity,11
M11,2,-10,-10,11
H11,3,-55,-10,11
M11,2,-10,-10,11
H12,3,-55,-10,11
M11,2,-10,-10,11
I10,3,-55,-10,11
M11,2,-10,-10,11
I12,3,-45,-10,11
M11,2,-10,-10,11
I13,3,-59,-10,11
M11,2,-10,-10,11
J9,3,440,-10,11
M11,2,440,-10,11
I11,1,11,-Infinity,11
M13,2,-Infinity,-Infinity,11
H10,3,4,-Infinity,11
M13,2,4,4,11
H11,3,-41,4,11
M13,2,4,4,11
H12,3,-41,4,11
M13,2,4,4,11
I10,3,-41,4,11
M13,2,4,4,11
I12,3,-31,4,11
M13,2,4,4,11
I13,3,-45,4,11
M13,2,4,4,11
J9,3,454,4,11
M13,2,454,4,11
I11,1,11,-Infinity,11
M15,2,-Infinity,-Infinity,11
H10,3,50,-Infinity,11
M15,2,50,-Infinity,11
I11,1,11,-Infinity,11
M16,2,-Infinity,-Infinity,11
H10,3,50,-Infinity,11
M16,2,50,-Infinity,11
I11,1,11,-Infinity,11
N8,2,-Infinity,-Infinity,11
H10,3,50,-Infinity,11
N8,2,50,-Infinity,11
I11,1,11,-Infinity,11
N9,2,-Infinity,-Infinity,11
H10,3,40,-Infinity,11
N9,2,40,-Infinity,11
I11,1,11,-Infinity,11
N10,2,-Infinity,-Infinity,11
H10,3,49,-Infinity,11
N10,2,49,-Infinity,11
I11,1,11,-Infinity,11
N12,2,-Infinity,-Infinity,11
H10,3,45,-Infinity,11
N12,2,45,-Infinity,11
I11,1,11,-Infinity,11
N13,2,-Infinity,-Infinity,11
H10,3,-4945,-Infinity,11
N13,2,-4945,-4945,11
H11,3,-4990,-4945,11
N13,2,-4945,-4945,11
H12,3,-4990,-4945,11
N13,2,-4945,-4945,11
I10,3,-4990,-4945,11
N13,2,-4945,-4945,11
I12,3,-4980,-4945,11
N13,2,-4945,-4945,11
I13,3,-4994,-4945,11
N13,2,-4945,-4945,11
J9,3,-4995,-4945,11
N13,2,-4945,-4945,11
J10,3,-4990,-4945,11
N13,2,-4945,-4945,11
J11,3,11,-4945,11
N13,2,11,-4945,11
I11,1,11,-Infinity,11
N14,2,-Infinity,-Infinity,11
H10,3,55,-Infinity,11
N14,2,55,-Infinity,11
I11,1,11,-Infinity,11
N15,2,-Infinity,-Infinity,11
H10,3,-445,-Infinity,11
N15,2,-445,-445,11
H11,3,-490,-445,11
N15,2,-445,-445,11
H12,3,-490,-445,11
N15,2,-445,-445,11
I10,3,-490,-445,11
N15,2,-445,-445,11
I12,3,-480,-445,11
N15,2,-445,-445,11
I13,3,-494,-445,11
N15,2,-445,-445,11
J9,3,5,-445,11
N15,2,5,5,11
J10,3,-490,5,11
N15,2,5,5,11
J11,3,511,5,11
N15,2,511,5,11
I11,1,11,-Infinity,11
O8,2,-Infinity,-Infinity,11
H10,3,54,-Infinity,11
O8,2,54,-Infinity,11
I11,1,11,-Infinity,11
O11,2,-Infinity,-Infinity,11
H10,3,55,-Infinity,11
O11,2,55,-Infinity,11
I11,1,11,-Infinity,11
O12,2,-Infinity,-Infinity,11
H10,3,55,-Infinity,11
O12,2,55,-Infinity,11
I11,1,11,-Infinity,11
P8,2,-Infinity,-Infinity,11
H10,3,50,-Infinity,11
P8,2,50,-Infinity,11
I11,1,11,-Infinity,11
P9,2,-Infinity,-Infinity,11
H10,3,50,-Infinity,11
P9,2,50,-Infinity,11
I11,1,11,-Infinity,11
P10,2,-Infinity,-Infinity,11
H10,3,50,-Infinity,11
P10,2,50,-Infinity,11
I11,1,11,-Infinity,11
P11,2,-Infinity,-Infinity,11
H10,3,55,-Infinity,11
P11,2,55,-Infinity,11
I11,1,11,-Infinity,11
root,0,11,11,Infinity
I12,1,Infinity,11,Infinity
H11,2,-Infinity,11,Infinity
G10,3,10,11,Infinity
H11,2,10,11,Infinity
G11,3,10,11,Infinity
H11,2,10,11,Infinity
G12,3,10,11,Infinity
H11,2,10,11,Infinity
H10,3,10,11,Infinity
H11,2,10,11,Infinity
H12,3,1010,11,Infinity
H11,2,1010,1010,Infinity
H13,3,15,1010,Infinity
H11,2,1010,1010,Infinity
I10,3,10,1010,Infinity
H11,2,1010,1010,Infinity
I11,3,20,1010,Infinity
H11,2,1010,1010,Infinity
I13,3,16,1010,Infinity
H11,2,1010,1010,Infinity
J9,3,510,1010,Infinity
H11,2,1010,1010,Infinity
J10,3,10,1010,Infinity
H11,2,1010,1010,Infinity
J11,3,5016,1010,Infinity
H11,2,5016,5016,Infinity
J13,3,17,5016,Infinity
H11,2,5016,5016,Infinity
K8,3,11,5016,Infinity
H11,2,5016,5016,Infinity
K9,3,15,5016,Infinity
H11,2,5016,5016,Infinity
K13,3,21,5016,Infinity
H11,2,5016,5016,Infinity
K14,3,11,5016,Infinity
H11,2,5016,5016,Infinity
K15,3,10,5016,Infinity
H11,2,5016,5016,Infinity
K16,3,10,5016,Infinity
H11,2,5016,5016,Infinity
L8,3,15,5016,Infinity
H11,2,5016,5016,Infinity
L10,3,11,5016,Infinity
H11,2,5016,5016,Infinity
L14,3,15,5016,Infinity
H11,2,5016,5016,Infinity
L16,3,10,5016,Infinity
H11,2,5016,5016,Infinity
M8,3,11,5016,Infinity
H11,2,5016,5016,Infinity
M9,3,15,5016,Infinity
H11,2,5016,5016,Infinity
M11,3,11,5016,Infinity
H11,2,5016,5016,Infinity
M13,3,16,5016,Infinity
H11,2,5016,5016,Infinity
M15,3,15,5016,Infinity
H11,2,5016,5016,Infinity
M16,3,10,5016,Infinity
H11,2,5016,5016,Infinity
N8,3,10,5016,Infinity
H11,2,5016,5016,Infinity
N9,3,15,5016,Infinity
H11,2,5016,5016,Infinity
N10,3,16,5016,Infinity
H11,2,5016,5016,Infinity
N12,3,15,5016,Infinity
H11,2,5016,5016,Infinity
N13,3,511,5016,Infinity
H11,2,5016,5016,Infinity
N14,3,15,5016,Infinity
H11,2,5016,5016,Infinity
N15,3,5010,5016,Infinity
H11,2,5016,5016,Infinity
O8,3,10,5016,Infinity
H11,2,5016,5016,Infinity
O11,3,16,5016,Infinity
H11,2,5016,5016,Infinity
O12,3,11,5016,Infinity
H11,2,5016,5016,Infinity
P8,3,10,5016,Infinity
H11,2,5016,5016,Infinity
P9,3,20,5016,Infinity
H11,2,5016,5016,Infinity
P10,3,15,5016,Infinity
H11,2,5016,5016,Infinity
P11,3,15,5016,Infinity
H11,2,5016,5016,Infinity
I12,1,5016,11,5016
H12,2,-Infinity,11,5016
G11,3,-90,11,5016
H12,2,-90,11,5016
G12,3,-90,11,5016
H12,2,-90,11,5016
G13,3,-90,11,5016
H12,2,-90,11,5016
H11,3,-85,11,5016
H12,2,-85,11,5016
H13,3,-85,11,5016
H12,2,-85,11,5016
I11,3,-80,11,5016
H12,2,-80,11,5016
I13,3,-84,11,5016
H12,2,-80,11,5016
J9,3,410,11,5016
H12,2,410,410,5016
J10,3,-90,410,5016
H12,2,410,410,5016
J11,3,4916,410,5016
H12,2,4916,4916,5016
J13,3,-79,4916,5016
H12,2,4916,4916,5016
K8,3,-89,4916,5016
H12,2,4916,4916,5016
K9,3,-85,4916,5016
H12,2,4916,4916,5016
K13,3,-79,4916,5016
H12,2,4916,4916,5016
K14,3,-89,4916,5016
H12,2,4916,4916,5016
K15,3,-90,4916,5016
H12,2,4916,4916,5016
K16,3,-90,4916,5016
H12,2,4916,4916,5016
L8,3,-85,4916,5016
H12,2,4916,4916,5016
L10,3,-89,4916,5016
H12,2,4916,4916,5016
L14,3,-85,4916,5016
H12,2,4916,4916,5016
L16,3,-90,4916,5016
H12,2,4916,4916,5016
M8,3,-89,4916,5016
H12,2,4916,4916,5016
M9,3,-85,4916,5016
H12,2,4916,4916,5016
M11,3,-89,4916,5016
H12,2,4916,4916,5016
M13,3,-84,4916,5016
H12,2,4916,4916,5016
M15,3,-85,4916,5016
H12,2,4916,4916,5016
M16,3,-90,4916,5016
H12,2,4916,4916,5016
N8,3,-90,4916,5016
H12,2,4916,4916,5016
N9,3,-85,4916,5016
H12,2,4916,4916,5016
N10,3,-84,4916,5016
H12,2,4916,4916,5016
N12,3,-85,4916,5016
H12,2,4916,4916,5016
N13,3,411,4916,5016
H12,2,4916,4916,5016
N14,3,-85,4916,5016
H12,2,4916,4916,5016
N15,3,4910,4916,5016
H12,2,4916,4916,5016
O8,3,-90,4916,5016
H12,2,4916,4916,5016
O11,3,-84,4916,5016
H12,2,4916,4916,5016
O12,3,-89,4916,5016
H12,2,4916,4916,5016
P8,3,-90,4916,5016
H12,2,4916,4916,5016
P9,3,-80,4916,5016
H12,2,4916,4916,5016
P10,3,-85,4916,5016
H12,2,4916,4916,5016
P11,3,-85,4916,5016
H12,2,4916,4916,5016
I12,1,4916,11,4916
H13,2,-Infinity,11,4916
G12,3,10,11,4916
H13,2,10,11,4916
G13,3,10,11,4916
H13,2,10,11,4916
G14,3,10,11,4916
H13,2,10,11,4916
H11,3,15,11,4916
H13,2,15,15,4916
H12,3,1010,15,4916
H13,2,1010,1010,4916
H14,3,10,1010,4916
H13,2,1010,1010,4916
I11,3,20,1010,4916
H13,2,1010,1010,4916
I13,3,16,1010,4916
H13,2,1010,1010,4916
I14,3,10,1010,4916
H13,2,1010,1010,4916
J9,3,510,1010,4916
H13,2,1010,1010,4916
J10,3,10,1010,4916
H13,2,1010,1010,4916
J11,3,5015,1010,4916
H13,2,5015,1010,4916
I12,1,4916,11,4916
I11,2,-Infinity,11,4916
H10,3,10,11,4916
I11,2,10,11,4916
H11,3,15,11,4916
I11,2,15,15,4916
H12,3,1010,15,4916
I11,2,1010,1010,4916
H13,3,15,1010,4916
I11,2,1010,1010,4916
I10,3,10,1010,4916
I11,2,1010,1010,4916
I13,3,12,1010,4916
I11,2,1010,1010,4916
J9,3,510,1010,4916
I11,2,1010,1010,4916
J10,3,10,1010,4916
I11,2,1010,1010,4916
J11,3,5016,1010,4916
I11,2,5016,1010,4916
I12,1,4916,11,4916
I13,2,-Infinity,11,4916
H11,3,15,11,4916
I13,2,15,15,4916
H12,3,1010,15,4916
I13,2,1010,1010,4916
H13,3,15,1010,4916
I13,2,1010,1010,4916
H14,3,10,1010,4916
I13,2,1010,1010,4916
I11,3,16,1010,4916
I13,2,1010,1010,4916
I14,3,10,1010,4916
I13,2,1010,1010,4916
J9,3,510,1010,4916
I13,2,1010,1010,4916
J10,3,10,1010,4916
I13,2,1010,1010,4916
J11,3,5016,1010,4916
I13,2,5016,1010,4916
I12,1,4916,11,4916
J9,2,-Infinity,11,4916
H11,3,-4985,11,4916
J9,2,-4985,11,4916
H12,3,-3990,11,4916
J9,2,-3990,11,4916
H13,3,-4985,11,4916
J9,2,-3990,11,4916
I8,3,-4990,11,4916
J9,2,-3990,11,4916
I9,3,-4990,11,4916
J9,2,-3990,11,4916
I10,3,-4990,11,4916
J9,2,-3990,11,4916
I11,3,-4980,11,4916
J9,2,-3990,11,4916
I13,3,-4984,11,4916
J9,2,-3990,11,4916
J8,3,-4990,11,4916
J9,2,-3990,11,4916
J10,3,-4990,11,4916
J9,2,-3990,11,4916
J11,3,16,11,4916
J9,2,16,16,4916
J13,3,-4979,16,4916
J9,2,16,16,4916
K8,3,-4989,16,4916
J9,2,16,16,4916
K9,3,-4989,16,4916
J9,2,16,16,4916
K13,3,-4979,16,4916
J9,2,16,16,4916
K14,3,-4989,16,4916
J9,2,16,16,4916
K15,3,-4990,16,4916
J9,2,16,16,4916
K16,3,-4990,16,4916
J9,2,16,16,4916
L8,3,-4985,16,4916
J9,2,16,16,4916
L10,3,-4989,16,4916
J9,2,16,16,4916
L14,3,-4985,16,4916
J9,2,16,16,4916
L16,3,-4990,16,4916
J9,2,16,16,4916
M8,3,-4989,16,4916
J9,2,16,16,4916
M9,3,-4985,16,4916
J9,2,16,16,4916
M11,3,-4989,16,4916
J9,2,16,16,4916
M13,3,-4984,16,4916
J9,2,16,16,4916
M15,3,-4985,16,4916
J9,2,16,16,4916
M16,3,-4990,16,4916
J9,2,16,16,4916
N8,3,-4990,16,4916
J9,2,16,16,4916
N9,3,-4985,16,4916
J9,2,16,16,4916
N10,3,-4984,16,4916
J9,2,16,16,4916
N12,3,-4985,16,4916
