Move,Depth,Value,Alpha,Beta
F7,1,1,-450,1
E7,2,1,-450,1
F7,1,1,-450,1
E8,2,1,-450,1
F7,1,1,-450,1
F6,2,1,-450,1
F7,1,1,-450,1
F8,2,1,-450,1
F7,1,1,-450,1
G6,2,-4,-450,1
F7,1,-4,-450,-4
G8,2,0,-450,-4
F7,1,-4,-450,-4
G9,2,1,-450,-4
F7,1,-4,-450,-4
H5,2,1,-450,-4
F7,1,-4,-450,-4
H6,2,-5,-450,-4
F7,1,-5,-450,-5
H9,2,1,-450,-5
F7,1,-5,-450,-5
I5,2,1,-450,-5
F7,1,-5,-450,-5
I8,2,-10,-450,-5
F7,1,-10,-450,-10
I9,2,1,-450,-10
F7,1,-10,-450,-10
J5,2,1,-450,-10
F7,1,-10,-450,-10
J8,2,-5,-450,-10
F7,1,-10,-450,-10
K5,2,1,-450,-10
F7,1,-10,-450,-10
K6,2,-9,-450,-10
F7,1,-10,-450,-10
K8,2,-5,-450,-10
F7,1,-10,-450,-10
L6,2,-9,-450,-10
F7,1,-10,-450,-10
L8,2,-9,-450,-10
F7,1,-10,-450,-10
M6,2,-9,-450,-10
F7,1,-10,-450,-10
M8,2,-9,-450,-10
F7,1,-10,-450,-10
N6,2,-4,-450,-10
F7,1,-10,-450,-10
N7,2,-9,-450,-10
F7,1,-10,-450,-10
N8,2,-4,-450,-10
F7,1,-10,-450,-10
root,0,-10,-10,Infinity
F8,1,Infinity,-10,Infinity
E7,2,5,-10,Infinity
F8,1,5,-10,5
E8,2,5,-10,5
F8,1,5,-10,5
E9,2,5,-10,5
F8,1,5,-10,5
F6,2,5,-10,5
F8,1,5,-10,5
F7,2,5,-10,5
F8,1,5,-10,5
F9,2,5,-10,5
F8,1,5,-10,5
G6,2,0,-10,5
F8,1,0,-10,0
G8,2,4,-10,0
F8,1,0,-10,0
G9,2,5,-10,0
F8,1,0,-10,0
H5,2,5,-10,0
F8,1,0,-10,0
H6,2,-1,-10,0
F8,1,-1,-10,-1
H9,2,5,-10,-1
F8,1,-1,-10,-1
I5,2,5,-10,-1
F8,1,-1,-10,-1
I8,2,-6,-10,-1
F8,1,-6,-10,-6
I9,2,5,-10,-6
F8,1,-6,-10,-6
J5,2,5,-10,-6
F8,1,-6,-10,-6
J8,2,-1,-10,-6
F8,1,-6,-10,-6
K5,2,5,-10,-6
F8,1,-6,-10,-6
K6,2,-5,-10,-6
F8,1,-6,-10,-6
K8,2,-1,-10,-6
F8,1,-6,-10,-6
L6,2,-5,-10,-6
F8,1,-6,-10,-6
L8,2,-5,-10,-6
F8,1,-6,-10,-6
M6,2,-5,-10,-6
F8,1,-6,-10,-6
M8,2,-5,-10,-6
F8,1,-6,-10,-6
N6,2,0,-10,-6
F8,1,-6,-10,-6
N7,2,-5,-10,-6
F8,1,-6,-10,-6
N8,2,0,-10,-6
F8,1,-6,-10,-6
root,0,-6,-6,Infinity
G6,1,Infinity,-6,Infinity
F5,2,5,-6,Infinity
G6,1,5,-6,5
F6,2,5,-6,5
G6,1,5,-6,5
F7,2,5,-6,5
G6,1,5,-6,5
F8,2,5,-6,5
G6,1,5,-6,5
G5,2,5,-6,5
G6,1,5,-6,5
G8,2,4,-6,5
G6,1,4,-6,4
G9,2,5,-6,4
G6,1,4,-6,4
H5,2,5,-6,4
G6,1,4,-6,4
H6,2,-1,-6,4
G6,1,-1,-6,-1
H9,2,5,-6,-1
G6,1,-1,-6,-1
I5,2,5,-6,-1
G6,1,-1,-6,-1
I8,2,-2,-6,-1
G6,1,-2,-6,-2
I9,2,5,-6,-2
G6,1,-2,-6,-2
J5,2,5,-6,-2
G6,1,-2,-6,-2
J8,2,-1,-6,-2
G6,1,-2,-6,-2
K5,2,5,-6,-2
G6,1,-2,-6,-2
K6,2,-5,-6,-2
G6,1,-5,-6,-5
K8,2,-1,-6,-5
G6,1,-5,-6,-5
L6,2,-5,-6,-5
G6,1,-5,-6,-5
L8,2,-5,-6,-5
G6,1,-5,-6,-5
M6,2,-5,-6,-5
G6,1,-5,-6,-5
M8,2,-5,-6,-5
G6,1,-5,-6,-5
N6,2,0,-6,-5
G6,1,-5,-6,-5
N7,2,-5,-6,-5
G6,1,-5,-6,-5
N8,2,0,-6,-5
G6,1,-5,-6,-5
root,0,-5,-5,Infinity
G8,1,Infinity,-5,Infinity
F6,2,10,-5,Infinity
G8,1,10,-5,10
F7,2,10,-5,10
G8,1,10,-5,10
F8,2,10,-5,10
G8,1,10,-5,10
F9,2,10,-5,10
G8,1,10,-5,10
G6,2,5,-5,10
G8,1,5,-5,5
G9,2,10,-5,5
G8,1,5,-5,5
H5,2,10,-5,5
G8,1,5,-5,5
H6,2,4,-5,5
G8,1,4,-5,4
H9,2,10,-5,4
G8,1,4,-5,4
I5,2,10,-5,4
G8,1,4,-5,4
I8,2,-1,-5,4
G8,1,-1,-5,-1
I9,2,10,-5,-1
G8,1,-1,-5,-1
J5,2,10,-5,-1
G8,1,-1,-5,-1
J8,2,4,-5,-1
G8,1,-1,-5,-1
K5,2,10,-5,-1
G8,1,-1,-5,-1
K6,2,0,-5,-1
G8,1,-1,-5,-1
K8,2,4,-5,-1
G8,1,-1,-5,-1
L6,2,0,-5,-1
G8,1,-1,-5,-1
L8,2,0,-5,-1
G8,1,-1,-5,-1
M6,2,0,-5,-1
G8,1,-1,-5,-1
M8,2,0,-5,-1
G8,1,-1,-5,-1
N6,2,5,-5,-1
G8,1,-1,-5,-1
N7,2,0,-5,-1
G8,1,-1,-5,-1
N8,2,5,-5,-1
G8,1,-1,-5,-1
root,0,-1,-1,Infinity
G9,1,Infinity,-1,Infinity
F6,2,1,-1,Infinity
G9,1,1,-1,1
F7,2,1,-1,1
G9,1,1,-1,1
F8,2,1,-1,1
G9,1,1,-1,1
F9,2,1,-1,1
G9,1,1,-1,1
F10,2,1,-1,1
G9,1,1,-1,1
G6,2,-4,-1,1
G9,1,-4,-1,1
root,0,-1,-1,Infinity
H5,1,Infinity,-1,Infinity
F6,2,1,-1,Infinity
H5,1,1,-1,1
F7,2,1,-1,1
H5,1,1,-1,1
F8,2,1,-1,1
H5,1,1,-1,1
G4,2,1,-1,1
H5,1,1,-1,1
G5,2,1,-1,1
H5,1,1,-1,1
G6,2,-4,-1,1
H5,1,-4,-1,1
root,0,-1,-1,Infinity
H6,1,Infinity,-1,Infinity
F6,2,55,-1,Infinity
H6,1,55,-1,55
F7,2,55,-1,55
H6,1,55,-1,55
F8,2,55,-1,55
H6,1,55,-1,55
G5,2,55,-1,55
H6,1,55,-1,55
G6,2,-450,-1,55
H6,1,-450,-1,55
root,0,-1,-1,Infinity
H9,1,Infinity,-1,Infinity
F6,2,1,-1,Infinity
H9,1,1,-1,1
F7,2,1,-1,1
H9,1,1,-1,1
F8,2,1,-1,1
H9,1,1,-1,1
G6,2,-4,-1,1
H9,1,-4,-1,1
root,0,-1,-1,Infinity
I5,1,Infinity,-1,Infinity
F6,2,51,-1,Infinity
I5,1,51,-1,51
F7,2,51,-1,51
I5,1,51,-1,51
F8,2,51,-1,51
I5,1,51,-1,51
G6,2,46,-1,51
I5,1,46,-1,46
G8,2,50,-1,46
I5,1,46,-1,46
G9,2,51,-1,46
I5,1,46,-1,46
H4,2,-449,-1,46
I5,1,-449,-1,46
root,0,-1,-1,Infinity
I8,1,Infinity,-1,Infinity
F6,2,5,-1,Infinity
I8,1,5,-1,5
F7,2,5,-1,5
I8,1,5,-1,5
F8,2,5,-1,5
I8,1,5,-1,5
G6,2,4,-1,5
I8,1,4,-1,4
G8,2,4,-1,4
I8,1,4,-1,4
G9,2,5,-1,4
I8,1,4,-1,4
H5,2,5,-1,4
I8,1,4,-1,4
H6,2,-1,-1,4
I8,1,-1,-1,4
root,0,-1,-1,Infinity
I9,1,Infinity,-1,Infinity
F6,2,-450,-1,Infinity
I9,1,-450,-1,Infinity
root,0,-1,-1,Infinity
J5,1,Infinity,-1,Infinity
F6,2,2,-1,Infinity
J5,1,2,-1,2
F7,2,2,-1,2
J5,1,2,-1,2
F8,2,2,-1,2
J5,1,2,-1,2
G6,2,-3,-1,2
J5,1,-3,-1,2
root,0,-1,-1,Infinity
J8,1,Infinity,-1,Infinity
F6,2,5,-1,Infinity
J8,1,5,-1,5
F7,2,5,-1,5
J8,1,5,-1,5
F8,2,5,-1,5
J8,1,5,-1,5
G6,2,0,-1,5
J8,1,0,-1,0
G8,2,4,-1,0
J8,1,0,-1,0
G9,2,5,-1,0
J8,1,0,-1,0
H5,2,5,-1,0
J8,1,0,-1,0
H6,2,3,-1,0
J8,1,0,-1,0
H9,2,5,-1,0
J8,1,0,-1,0
I5,2,5,-1,0
J8,1,0,-1,0
I8,2,-6,-1,0
J8,1,-6,-1,0
root,0,-1,-1,Infinity
K5,1,Infinity,-1,Infinity
F6,2,1,-1,Infinity
K5,1,1,-1,1
F7,2,1,-1,1
K5,1,1,-1,1
F8,2,1,-1,1
K5,1,1,-1,1
G6,2,-4,-1,1
K5,1,-4,-1,1
root,0,-1,-1,Infinity
K6,1,Infinity,-1,Infinity
F6,2,55,-1,Infinity
K6,1,55,-1,55
F7,2,55,-1,55
K6,1,55,-1,55
F8,2,55,-1,55
K6,1,55,-1,55
G6,2,50,-1,55
K6,1,50,-1,50
G8,2,54,-1,50
K6,1,50,-1,50
G9,2,55,-1,50
K6,1,50,-1,50
H5,2,55,-1,50
K6,1,50,-1,50
H6,2,-451,-1,50
K6,1,-451,-1,50
root,0,-1,-1,Infinity
K8,1,Infinity,-1,Infinity
F6,2,5,-1,Infinity
K8,1,5,-1,5
F7,2,5,-1,5
K8,1,5,-1,5
F8,2,5,-1,5
K8,1,5,-1,5
G6,2,0,-1,5
K8,1,0,-1,0
G8,2,4,-1,0
K8,1,0,-1,0
G9,2,5,-1,0
K8,1,0,-1,0
H5,2,5,-1,0
K8,1,0,-1,0
H6,2,-1,-1,0
K8,1,-1,-1,0
root,0,-1,-1,Infinity
L6,1,Infinity,-1,Infinity
F6,2,5,-1,Infinity
L6,1,5,-1,5
F7,2,5,-1,5
L6,1,5,-1,5
F8,2,5,-1,5
L6,1,5,-1,5
G6,2,0,-1,5
L6,1,0,-1,0
G8,2,4,-1,0
L6,1,0,-1,0
G9,2,5,-1,0
L6,1,0,-1,0
H5,2,5,-1,0
L6,1,0,-1,0
H6,2,-1,-1,0
L6,1,-1,-1,0
root,0,-1,-1,Infinity
L8,1,Infinity,-1,Infinity
F6,2,50,-1,Infinity
L8,1,50,-1,50
F7,2,50,-1,50
L8,1,50,-1,50
F8,2,50,-1,50
L8,1,50,-1,50
G6,2,45,-1,50
L8,1,45,-1,45
G8,2,49,-1,45
L8,1,45,-1,45
G9,2,50,-1,45
L8,1,45,-1,45
H5,2,50,-1,45
L8,1,45,-1,45
H6,2,44,-1,45
L8,1,44,-1,44
H9,2,50,-1,44
L8,1,44,-1,44
I5,2,-450,-1,44
L8,1,-450,-1,44
root,0,-1,-1,Infinity
M6,1,Infinity,-1,Infinity
F6,2,0,-1,Infinity
M6,1,0,-1,0
F7,2,0,-1,0
M6,1,0,-1,0
F8,2,0,-1,0
M6,1,0,-1,0
G6,2,-5,-1,0
M6,1,-5,-1,0
root,0,-1,-1,Infinity
M8,1,Infinity,-1,Infinity
F6,2,0,-1,Infinity
M8,1,0,-1,0
F7,2,0,-1,0
M8,1,0,-1,0
F8,2,0,-1,0
M8,1,0,-1,0
G6,2,-5,-1,0
M8,1,-5,-1,0
root,0,-1,-1,Infinity
N6,1,Infinity,-1,Infinity
F6,2,0,-1,Infinity
N6,1,0,-1,0
F7,2,0,-1,0
N6,1,0,-1,0
F8,2,0,-1,0
N6,1,0,-1,0
G6,2,-5,-1,0
N6,1,-5,-1,0
root,0,-1,-1,Infinity
N7,1,Infinity,-1,Infinity
F6,2,0,-1,Infinity
N7,1,0,-1,0
F7,2,0,-1,0
N7,1,0,-1,0
F8,2,0,-1,0
N7,1,0,-1,0
G6,2,-5,-1,0
N7,1,-5,-1,0
root,0,-1,-1,Infinity
N8,1,Infinity,-1,Infinity
F6,2,0,-1,Infinity
N8,1,0,-1,0
F7,2,0,-1,0
N8,1,0,-1,0
F8,2,0,-1,0
N8,1,0,-1,0
G6,2,-5,-1,0
N8,1,-5,-1,0
root,0,-1,-1,Infinity
