Move,Depth,Value,Alpha,Beta
D7,2,55,55,1005
D8,3,5,55,1005
D7,2,55,55,1005
E5,3,10,55,1005
D7,2,55,55,1005
E7,3,10,55,1005
D7,2,55,55,1005
E8,3,10,55,1005
D7,2,55,55,1005
F5,3,6,55,1005
D7,2,55,55,1005
F6,3,15,55,1005
D7,2,55,55,1005
F8,3,10,55,1005
D7,2,55,55,1005
G5,3,5,55,1005
D7,2,55,55,1005
G6,3,10,55,1005
D7,2,55,55,1005
G8,3,60,55,1005
D7,2,60,60,1005
G9,3,10,60,1005
D7,2,60,60,1005
H5,3,5,60,1005
D7,2,60,60,1005
H7,3,6,60,1005
D7,2,60,60,1005
H9,3,10,60,1005
D7,2,60,60,1005
H10,3,5,60,1005
D7,2,60,60,1005
I5,3,5,60,1005
D7,2,60,60,1005
I6,3,5,60,1005
D7,2,60,60,1005
I7,3,10,60,1005
D7,2,60,60,1005
I8,3,11,60,1005
D7,2,60,60,1005
I10,3,20,60,1005
D7,2,60,60,1005
I11,3,11,60,1005
D7,2,60,60,1005
I12,3,10,60,1005
D7,2,60,60,1005
J7,3,5,60,1005
D7,2,60,60,1005
J12,3,1005,60,1005
D7,2,1005,60,1005
E6,1,1005,-Infinity,1005
E5,2,-Infinity,-Infinity,1005
D4,3,5,-Infinity,1005
E5,2,5,5,1005
D5,3,55,5,1005
E5,2,55,55,1005
D6,3,10,55,1005
E5,2,55,55,1005
D7,3,10,55,1005
E5,2,55,55,1005
E4,3,5,55,1005
E5,2,55,55,1005
E7,3,7,55,1005
E5,2,55,55,1005
E8,3,10,55,1005
E5,2,55,55,1005
F4,3,5,55,1005
E5,2,55,55,1005
F5,3,10,55,1005
E5,2,55,55,1005
F6,3,15,55,1005
E5,2,55,55,1005
F8,3,10,55,1005
E5,2,55,55,1005
G5,3,5,55,1005
E5,2,55,55,1005
G6,3,10,55,1005
E5,2,55,55,1005
G8,3,60,55,1005
E5,2,60,60,1005
G9,3,10,60,1005
E5,2,60,60,1005
H5,3,5,60,1005
E5,2,60,60,1005
H7,3,6,60,1005
E5,2,60,60,1005
H9,3,10,60,1005
E5,2,60,60,1005
H10,3,5,60,1005
E5,2,60,60,1005
I5,3,5,60,1005
E5,2,60,60,1005
I6,3,5,60,1005
E5,2,60,60,1005
I7,3,10,60,1005
E5,2,60,60,1005
I8,3,11,60,1005
E5,2,60,60,1005
I10,3,20,60,1005
E5,2,60,60,1005
I11,3,11,60,1005
E5,2,60,60,1005
I12,3,10,60,1005
E5,2,60,60,1005
J7,3,5,60,1005
E5,2,60,60,1005
J12,3,1005,60,1005
E5,2,1005,60,1005
E6,1,1005,-Infinity,1005
E7,2,-Infinity,-Infinity,1005
D5,3,55,-Infinity,1005
E7,2,55,55,1005
D6,3,10,55,1005
E7,2,55,55,1005
D7,3,10,55,1005
E7,2,55,55,1005
D8,3,5,55,1005
E7,2,55,55,1005
E5,3,6,55,1005
E7,2,55,55,1005
E8,3,10,55,1005
E7,2,55,55,1005
F5,3,10,55,1005
E7,2,55,55,1005
F6,3,15,55,1005
E7,2,55,55,1005
F8,3,10,55,1005
E7,2,55,55,1005
G5,3,5,55,1005
E7,2,55,55,1005
G6,3,10,55,1005
E7,2,55,55,1005
G8,3,60,55,1005
E7,2,60,60,1005
G9,3,10,60,1005
E7,2,60,60,1005
H5,3,5,60,1005
E7,2,60,60,1005
H7,3,6,60,1005
E7,2,60,60,1005
H9,3,10,60,1005
E7,2,60,60,1005
H10,3,5,60,1005
E7,2,60,60,1005
I5,3,5,60,1005
E7,2,60,60,1005
I6,3,5,60,1005
E7,2,60,60,1005
I7,3,10,60,1005
E7,2,60,60,1005
I8,3,11,60,1005
E7,2,60,60,1005
I10,3,20,60,1005
E7,2,60,60,1005
I11,3,11,60,1005
E7,2,60,60,1005
I12,3,10,60,1005
E7,2,60,60,1005
J7,3,5,60,1005
E7,2,60,60,1005
J12,3,1005,60,1005
E7,2,1005,60,1005
E6,1,1005,-Infinity,1005
E8,2,-Infinity,-Infinity,1005
D5,3,55,-Infinity,1005
E8,2,55,55,1005
D6,3,10,55,1005
E8,2,55,55,1005
D7,3,10,55,1005
E8,2,55,55,1005
D8,3,5,55,1005
E8,2,55,55,1005
D9,3,5,55,1005
E8,2,55,55,1005
E5,3,10,55,1005
E8,2,55,55,1005
E7,3,7,55,1005
E8,2,55,55,1005
E9,3,5,55,1005
E8,2,55,55,1005
F5,3,10,55,1005
E8,2,55,55,1005
F6,3,15,55,1005
E8,2,55,55,1005
F8,3,10,55,1005
E8,2,55,55,1005
F9,3,5,55,1005
E8,2,55,55,1005
G5,3,5,55,1005
E8,2,55,55,1005
G6,3,6,55,1005
E8,2,55,55,1005
G8,3,60,55,1005
E8,2,60,60,1005
G9,3,10,60,1005
E8,2,60,60,1005
H5,3,5,60,1005
E8,2,60,60,1005
H7,3,6,60,1005
E8,2,60,60,1005
H9,3,10,60,1005
E8,2,60,60,1005
H10,3,5,60,1005
E8,2,60,60,1005
I5,3,5,60,1005
E8,2,60,60,1005
I6,3,5,60,1005
E8,2,60,60,1005
I7,3,10,60,1005
E8,2,60,60,1005
I8,3,11,60,1005
E8,2,60,60,1005
I10,3,20,60,1005
E8,2,60,60,1005
I11,3,11,60,1005
E8,2,60,60,1005
I12,3,10,60,1005
E8,2,60,60,1005
J7,3,5,60,1005
E8,2,60,60,1005
J12,3,1005,60,1005
E8,2,1005,60,1005
E6,1,1005,-Infinity,1005
F5,2,-Infinity,-Infinity,1005
D5,3,55,-Infinity,1005
F5,2,55,55,1005
D6,3,10,55,1005
F5,2,55,55,1005
D7,3,6,55,1005
F5,2,55,55,1005
E4,3,5,55,1005
F5,2,55,55,1005
E5,3,10,55,1005
F5,2,55,55,1005
E7,3,11,55,1005
F5,2,55,55,1005
E8,3,10,55,1005
F5,2,55,55,1005
F4,3,5,55,1005
F5,2,55,55,1005
F6,3,11,55,1005
F5,2,55,55,1005
F8,3,10,55,1005
F5,2,55,55,1005
G4,3,5,55,1005
F5,2,55,55,1005
G5,3,5,55,1005
F5,2,55,55,1005
G6,3,10,55,1005
F5,2,55,55,1005
G8,3,60,55,1005
F5,2,60,60,1005
G9,3,10,60,1005
F5,2,60,60,1005
H5,3,5,60,1005
F5,2,60,60,1005
H7,3,6,60,1005
F5,2,60,60,1005
H9,3,10,60,1005
F5,2,60,60,1005
H10,3,5,60,1005
F5,2,60,60,1005
I5,3,5,60,1005
F5,2,60,60,1005
I6,3,5,60,1005
F5,2,60,60,1005
I7,3,10,60,1005
F5,2,60,60,1005
I8,3,11,60,1005
F5,2,60,60,1005
I10,3,20,60,1005
F5,2,60,60,1005
I11,3,11,60,1005
F5,2,60,60,1005
I12,3,10,60,1005
F5,2,60,60,1005
J7,3,5,60,1005
F5,2,60,60,1005
J12,3,1005,60,1005
F5,2,1005,60,1005
E6,1,1005,-Infinity,1005
F6,2,-Infinity,-Infinity,1005
D5,3,54,-Infinity,1005
F6,2,54,54,1005
D6,3,5,54,1005
F6,2,54,54,1005
D7,3,9,54,1005
F6,2,54,54,1005
E5,3,9,54,1005
F6,2,54,54,1005
E7,3,10,54,1005
F6,2,54,54,1005
E8,3,9,54,1005
F6,2,54,54,1005
F5,3,9,54,1005
F6,2,54,54,1005
F8,3,5,54,1005
F6,2,54,54,1005
G5,3,4,54,1005
F6,2,54,54,1005
G6,3,9,54,1005
F6,2,54,54,1005
G8,3,59,54,1005
F6,2,59,59,1005
G9,3,9,59,1005
F6,2,59,59,1005
H5,3,4,59,1005
F6,2,59,59,1005
H7,3,5,59,1005
F6,2,59,59,1005
H9,3,9,59,1005
F6,2,59,59,1005
H10,3,4,59,1005
F6,2,59,59,1005
I5,3,4,59,1005
F6,2,59,59,1005
I6,3,4,59,1005
F6,2,59,59,1005
I7,3,9,59,1005
F6,2,59,59,1005
I8,3,10,59,1005
F6,2,59,59,1005
I10,3,19,59,1005
F6,2,59,59,1005
I11,3,10,59,1005
F6,2,59,59,1005
I12,3,9,59,1005
F6,2,59,59,1005
J7,3,4,59,1005
F6,2,59,59,1005
J12,3,1004,59,1005
F6,2,1004,1004,1005
K7,3,4,1004,1005
F6,2,1004,1004,1005
K8,3,9,1004,1005
F6,2,1004,1004,1005
K10,3,19,1004,1005
F6,2,1004,1004,1005
K11,3,10,1004,1005
F6,2,1004,1004,1005
K12,3,9,1004,1005
F6,2,1004,1004,1005
L8,3,4,1004,1005
F6,2,1004,1004,1005
L9,3,4,1004,1005
F6,2,1004,1004,1005
L10,3,4,1004,1005
F6,2,1004,1004,1005
E6,1,1004,-Infinity,1004
F8,2,-Infinity,-Infinity,1004
D5,3,5,-Infinity,1004
F8,2,5,5,1004
D6,3,-40,5,1004
F8,2,5,5,1004
D7,3,-40,5,1004
F8,2,5,5,1004
E5,3,-40,5,1004
F8,2,5,5,1004
E7,3,-39,5,1004
F8,2,5,5,1004
E8,3,-40,5,1004
F8,2,5,5,1004
E9,3,455,5,1004
F8,2,455,455,1004
F5,3,-40,455,1004
F8,2,455,455,1004
F6,3,-39,455,1004
F8,2,455,455,1004
F9,3,-45,455,1004
F8,2,455,455,1004
G5,3,-45,455,1004
F8,2,455,455,1004
G6,3,-40,455,1004
F8,2,455,455,1004
G8,3,6,455,1004
F8,2,455,455,1004
G9,3,-40,455,1004
F8,2,455,455,1004
H5,3,-45,455,1004
F8,2,455,455,1004
H7,3,-44,455,1004
F8,2,455,455,1004
H9,3,-40,455,1004
F8,2,455,455,1004
H10,3,-45,455,1004
F8,2,455,455,1004
I5,3,455,455,1004
F8,2,455,455,1004
I6,3,-45,455,1004
F8,2,455,455,1004
I7,3,-40,455,1004
F8,2,455,455,1004
I8,3,-39,455,1004
F8,2,455,455,1004
I10,3,-30,455,1004
F8,2,455,455,1004
I11,3,-39,455,1004
F8,2,455,455,1004
I12,3,-40,455,1004
F8,2,455,455,1004
J7,3,-45,455,1004
F8,2,455,455,1004
J12,3,955,455,1004
F8,2,955,955,1004
K7,3,-45,955,1004
F8,2,955,955,1004
K8,3,-40,955,1004
F8,2,955,955,1004
K10,3,-30,955,1004
F8,2,955,955,1004
K11,3,-39,955,1004
F8,2,955,955,1004
K12,3,-40,955,1004
F8,2,955,955,1004
L8,3,-45,955,1004
F8,2,955,955,1004
L9,3,-45,955,1004
F8,2,955,955,1004
L10,3,-45,955,1004
F8,2,955,955,1004
E6,1,955,-Infinity,955
G5,2,-Infinity,-Infinity,955
D5,3,50,-Infinity,955
G5,2,50,50,955
D6,3,5,50,955
G5,2,50,50,955
D7,3,5,50,955
G5,2,50,50,955
E5,3,5,50,955
G5,2,50,50,955
E7,3,6,50,955
G5,2,50,50,955
E8,3,5,50,955
G5,2,50,50,955
F4,3,0,50,955
G5,2,50,50,955
F5,3,5,50,955
G5,2,50,50,955
F6,3,10,50,955
G5,2,50,50,955
F8,3,5,50,955
G5,2,50,50,955
G4,3,0,50,955
G5,2,50,50,955
G6,3,5,50,955
G5,2,50,50,955
G8,3,55,50,955
G5,2,55,55,955
G9,3,5,55,955
G5,2,55,55,955
H4,3,0,55,955
G5,2,55,55,955
H5,3,0,55,955
G5,2,55,55,955
H7,3,1,55,955
G5,2,55,55,955
H9,3,5,55,955
G5,2,55,55,955
H10,3,0,55,955
G5,2,55,55,955
I5,3,0,55,955
G5,2,55,55,955
I6,3,0,55,955
G5,2,55,55,955
I7,3,5,55,955
G5,2,55,55,955
I8,3,6,55,955
G5,2,55,55,955
I10,3,15,55,955
G5,2,55,55,955
I11,3,6,55,955
G5,2,55,55,955
I12,3,5,55,955
G5,2,55,55,955
J7,3,0,55,955
G5,2,55,55,955
J12,3,1000,55,955
G5,2,1000,55,955
E6,1,955,-Infinity,955
G6,2,-Infinity,-Infinity,955
D5,3,45,-Infinity,955
G6,2,45,45,955
D6,3,0,45,955
G6,2,45,45,955
D7,3,0,45,955
G6,2,45,45,955
E5,3,0,45,955
G6,2,45,45,955
E7,3,1,45,955
G6,2,45,45,955
E8,3,-4,45,955
G6,2,45,45,955
F5,3,0,45,955
G6,2,45,45,955
F6,3,1,45,955
G6,2,45,45,955
F8,3,0,45,955
G6,2,45,45,955
G5,3,-5,45,955
G6,2,45,45,955
G8,3,50,45,955
G6,2,50,50,955
G9,3,0,50,955
G6,2,50,50,955
H5,3,-5,50,955
G6,2,50,50,955
H7,3,-4,50,955
G6,2,50,50,955
H9,3,0,50,955
G6,2,50,50,955
H10,3,-5,50,955
G6,2,50,50,955
I5,3,-5,50,955
G6,2,50,50,955
I6,3,-5,50,955
G6,2,50,50,955
I7,3,0,50,955
G6,2,50,50,955
I8,3,1,50,955
G6,2,50,50,955
I10,3,10,50,955
G6,2,50,50,955
I11,3,1,50,955
G6,2,50,50,955
I12,3,0,50,955
G6,2,50,50,955
J7,3,-5,50,955
G6,2,50,50,955
J12,3,995,50,955
G6,2,995,50,955
E6,1,955,-Infinity,955
G8,2,-Infinity,-Infinity,955
D5,3,10,-Infinity,955
G8,2,10,10,955
D6,3,5,10,955
G8,2,10,10,955
D7,3,5,10,955
G8,2,10,10,955
E5,3,5,10,955
G8,2,10,10,955
E7,3,6,10,955
G8,2,10,10,955
E8,3,5,10,955
G8,2,10,10,955
F5,3,5,10,955
G8,2,10,10,955
F6,3,10,10,955
G8,2,10,10,955
F8,3,5,10,955
G8,2,10,10,955
F9,3,0,10,955
G8,2,10,10,955
G5,3,0,10,955
G8,2,10,10,955
G6,3,5,10,955
G8,2,10,10,955
G9,3,5,10,955
G8,2,10,10,955
H5,3,0,10,955
G8,2,10,10,955
H7,3,1,10,955
G8,2,10,10,955
H9,3,5,10,955
G8,2,10,10,955
H10,3,0,10,955
G8,2,10,10,955
I5,3,0,10,955
G8,2,10,10,955
I6,3,0,10,955
G8,2,10,10,955
I7,3,5,10,955
G8,2,10,10,955
I8,3,5,10,955
G8,2,10,10,955
I10,3,15,10,955
G8,2,15,15,955
I11,3,6,15,955
G8,2,15,15,955
I12,3,5,15,955
G8,2,15,15,955
J7,3,0,15,955
G8,2,15,15,955
J12,3,1000,15,955
G8,2,1000,15,955
E6,1,955,-Infinity,955
G9,2,-Infinity,-Infinity,955
D5,3,55,-Infinity,955
G9,2,55,55,955
D6,3,10,55,955
G9,2,55,55,955
D7,3,10,55,955
G9,2,55,55,955
E5,3,10,55,955
G9,2,55,55,955
E7,3,11,55,955
G9,2,55,55,955
E8,3,10,55,955
G9,2,55,55,955
F5,3,10,55,955
G9,2,55,55,955
F6,3,15,55,955
G9,2,55,55,955
F8,3,10,55,955
G9,2,55,55,955
F9,3,5,55,955
G9,2,55,55,955
F10,3,5,55,955
G9,2,55,55,955
G5,3,5,55,955
G9,2,55,55,955
G6,3,10,55,955
G9,2,55,55,955
G8,3,60,55,955
G9,2,60,60,955
G10,3,5,60,955
G9,2,60,60,955
H5,3,5,60,955
G9,2,60,60,955
H7,3,6,60,955
G9,2,60,60,955
H9,3,10,60,955
G9,2,60,60,955
H10,3,5,60,955
G9,2,60,60,955
I5,3,5,60,955
G9,2,60,60,955
I6,3,5,60,955
G9,2,60,60,955
I7,3,6,60,955
G9,2,60,60,955
I8,3,11,60,955
G9,2,60,60,955
I10,3,20,60,955
G9,2,60,60,955
I11,3,11,60,955
G9,2,60,60,955
I12,3,10,60,955
G9,2,60,60,955
J7,3,5,60,955
G9,2,60,60,955
J12,3,1005,60,955
G9,2,1005,60,955
E6,1,955,-Infinity,955
H5,2,-Infinity,-Infinity,955
D5,3,50,-Infinity,955
H5,2,50,50,955
D6,3,5,50,955
H5,2,50,50,955
D7,3,5,50,955
H5,2,50,50,955
E5,3,5,50,955
H5,2,50,50,955
E7,3,6,50,955
H5,2,50,50,955
E8,3,5,50,955
H5,2,50,50,955
F5,3,5,50,955
H5,2,50,50,955
F6,3,10,50,955
H5,2,50,50,955
F8,3,5,50,955
H5,2,50,50,955
G4,3,0,50,955
H5,2,50,50,955
G5,3,0,50,955
H5,2,50,50,955
G6,3,1,50,955
H5,2,50,50,955
G8,3,55,50,955
H5,2,55,55,955
G9,3,5,55,955
H5,2,55,55,955
H4,3,0,55,955
H5,2,55,55,955
H7,3,1,55,955
H5,2,55,55,955
H9,3,5,55,955
H5,2,55,55,955
H10,3,0,55,955
H5,2,55,55,955
I4,3,0,55,955
H5,2,55,55,955
I5,3,0,55,955
H5,2,55,55,955
I6,3,0,55,955
H5,2,55,55,955
I7,3,5,55,955
H5,2,55,55,955
I8,3,6,55,955
H5,2,55,55,955
I10,3,15,55,955
H5,2,55,55,955
I11,3,6,55,955
H5,2,55,55,955
I12,3,5,55,955
H5,2,55,55,955
J7,3,0,55,955
H5,2,55,55,955
J12,3,1000,55,955
H5,2,1000,55,955
E6,1,955,-Infinity,955
H7,2,-Infinity,-Infinity,955
D5,3,53,-Infinity,955
H7,2,53,53,955
D6,3,8,53,955
H7,2,53,53,955
D7,3,8,53,955
H7,2,53,53,955
E5,3,8,53,955
H7,2,53,53,955
E7,3,9,53,955
H7,2,53,53,955
E8,3,8,53,955
H7,2,53,53,955
F5,3,8,53,955
H7,2,53,53,955
F6,3,13,53,955
H7,2,53,53,955
F8,3,8,53,955
H7,2,53,53,955
G5,3,3,53,955
H7,2,53,53,955
G6,3,8,53,955
H7,2,53,53,955
G8,3,58,53,955
H7,2,58,58,955
G9,3,8,58,955
H7,2,58,58,955
H5,3,3,58,955
H7,2,58,58,955
H9,3,4,58,955
H7,2,58,58,955
H10,3,3,58,955
H7,2,58,58,955
I5,3,3,58,955
H7,2,58,58,955
I6,3,3,58,955
H7,2,58,58,955
I7,3,8,58,955
H7,2,58,58,955
I8,3,5,58,955
H7,2,58,58,955
I10,3,18,58,955
H7,2,58,58,955
I11,3,9,58,955
H7,2,58,58,955
I12,3,8,58,955
H7,2,58,58,955
J7,3,3,58,955
H7,2,58,58,955
J12,3,1003,58,955
H7,2,1003,58,955
E6,1,955,-Infinity,955
H9,2,-Infinity,-Infinity,955
D5,3,54,-Infinity,955
H9,2,54,54,955
D6,3,9,54,955
H9,2,54,54,955
D7,3,9,54,955
H9,2,54,54,955
E5,3,9,54,955
H9,2,54,54,955
E7,3,10,54,955
H9,2,54,54,955
E8,3,9,54,955
H9,2,54,54,955
F5,3,9,54,955
H9,2,54,54,955
F6,3,14,54,955
H9,2,54,54,955
F8,3,9,54,955
H9,2,54,54,955
G5,3,4,54,955
H9,2,54,54,955
G6,3,9,54,955
H9,2,54,54,955
G8,3,19,54,955
H9,2,54,54,955
G9,3,9,54,955
H9,2,54,54,955
G10,3,4,54,955
H9,2,54,54,955
H5,3,4,54,955
H9,2,54,54,955
H7,3,4,54,955
H9,2,54,54,955
H10,3,4,54,955
H9,2,54,54,955
I5,3,4,54,955
H9,2,54,54,955
I6,3,4,54,955
H9,2,54,54,955
I7,3,9,54,955
H9,2,54,54,955
I8,3,10,54,955
H9,2,54,54,955
I10,3,15,54,955
H9,2,54,54,955
I11,3,10,54,955
H9,2,54,54,955
I12,3,9,54,955
H9,2,54,54,955
J7,3,4,54,955
H9,2,54,54,955
J12,3,1004,54,955
H9,2,1004,54,955
E6,1,955,-Infinity,955
H10,2,-Infinity,-Infinity,955
D5,3,5,-Infinity,955
H10,2,5,5,955
D6,3,-40,5,955
H10,2,5,5,955
D7,3,-40,5,955
H10,2,5,5,955
E5,3,-40,5,955
H10,2,5,5,955
E7,3,-39,5,955
H10,2,5,5,955
E8,3,-40,5,955
H10,2,5,5,955
F5,3,-40,5,955
H10,2,5,5,955
F6,3,-35,5,955
H10,2,5,5,955
F8,3,-40,5,955
H10,2,5,5,955
G5,3,-45,5,955
H10,2,5,5,955
G6,3,-40,5,955
H10,2,5,5,955
G8,3,10,5,955
H10,2,10,10,955
G9,3,-40,10,955
H10,2,10,10,955
G10,3,-45,10,955
H10,2,10,10,955
G11,3,455,10,955
H10,2,455,455,955
H5,3,-45,455,955
H10,2,455,455,955
H7,3,-44,455,955
H10,2,455,455,955
H9,3,-44,455,955
H10,2,455,455,955
H11,3,-45,455,955
H10,2,455,455,955
I5,3,-45,455,955
H10,2,455,455,955
I6,3,-45,455,955
H10,2,455,455,955
I7,3,-40,455,955
H10,2,455,455,955
I8,3,-39,455,955
H10,2,455,455,955
I10,3,-34,455,955
H10,2,455,455,955
I11,3,-39,455,955
H10,2,455,455,955
I12,3,-40,455,955
H10,2,455,455,955
J7,3,-45,455,955
H10,2,455,455,955
J12,3,955,455,955
H10,2,955,455,955
E6,1,955,-Infinity,955
I5,2,-Infinity,-Infinity,955
D5,3,5,-Infinity,955
I5,2,5,5,955
D6,3,-40,5,955
I5,2,5,5,955
D7,3,-40,5,955
I5,2,5,5,955
E5,3,-40,5,955
I5,2,5,5,955
E7,3,-39,5,955
I5,2,5,5,955
E8,3,-40,5,955
I5,2,5,5,955
F5,3,-40,5,955
I5,2,5,5,955
F6,3,-35,5,955
I5,2,5,5,955
F8,3,460,5,955
I5,2,460,460,955
G5,3,-45,460,955
I5,2,460,460,955
G6,3,-40,460,955
I5,2,460,460,955
G8,3,10,460,955
I5,2,460,460,955
G9,3,-40,460,955
I5,2,460,460,955
H4,3,-45,460,955
I5,2,460,460,955
H5,3,-45,460,955
I5,2,460,460,955
H7,3,-44,460,955
I5,2,460,460,955
H9,3,-40,460,955
I5,2,460,460,955
H10,3,-45,460,955
I5,2,460,460,955
I4,3,-45,460,955
I5,2,460,460,955
I6,3,-45,460,955
I5,2,460,460,955
I7,3,-40,460,955
I5,2,460,460,955
I8,3,-39,460,955
I5,2,460,460,955
I10,3,-30,460,955
I5,2,460,460,955
I11,3,-39,460,955
I5,2,460,460,955
I12,3,-40,460,955
I5,2,460,460,955
J4,3,455,460,955
I5,2,460,460,955
J5,3,-45,460,955
I5,2,460,460,955
J6,3,-45,460,955
I5,2,460,460,955
J7,3,-45,460,955
I5,2,460,460,955
J12,3,955,460,955
I5,2,955,460,955
E6,1,955,-Infinity,955
I6,2,-Infinity,-Infinity,955
D5,3,50,-Infinity,955
I6,2,50,50,955
D6,3,5,50,955
I6,2,50,50,955
D7,3,5,50,955
I6,2,50,50,955
E5,3,5,50,955
I6,2,50,50,955
E7,3,6,50,955
I6,2,50,50,955
E8,3,5,50,955
I6,2,50,50,955
F5,3,5,50,955
I6,2,50,50,955
F6,3,10,50,955
I6,2,50,50,955
F8,3,5,50,955
I6,2,50,50,955
G5,3,0,50,955
I6,2,50,50,955
G6,3,5,50,955
I6,2,50,50,955
G8,3,55,50,955
I6,2,55,55,955
G9,3,5,55,955
I6,2,55,55,955
H5,3,0,55,955
I6,2,55,55,955
H7,3,1,55,955
I6,2,55,55,955
H9,3,5,55,955
I6,2,55,55,955
H10,3,0,55,955
I6,2,55,55,955
I5,3,0,55,955
I6,2,55,55,955
I7,3,5,55,955
I6,2,55,55,955
I8,3,6,55,955
I6,2,55,55,955
I10,3,15,55,955
I6,2,55,55,955
I11,3,6,55,955
I6,2,55,55,955
I12,3,5,55,955
I6,2,55,55,955
J5,3,0,55,955
I6,2,55,55,955
J6,3,0,55,955
I6,2,55,55,955
J7,3,0,55,955
I6,2,55,55,955
J12,3,1000,55,955
I6,2,1000,55,955
E6,1,955,-Infinity,955
I7,2,-Infinity,-Infinity,955
D5,3,-4945,-Infinity,955
I7,2,-4945,-4945,955
D6,3,-4990,-4945,955
I7,2,-4945,-4945,955
D7,3,-4990,-4945,955
I7,2,-4945,-4945,955
E5,3,-4990,-4945,955
I7,2,-4945,-4945,955
E7,3,-4989,-4945,955
I7,2,-4945,-4945,955
E8,3,-4990,-4945,955
I7,2,-4945,-4945,955
F5,3,-4990,-4945,955
I7,2,-4945,-4945,955
F6,3,-4985,-4945,955
I7,2,-4945,-4945,955
F8,3,-4990,-4945,955
I7,2,-4945,-4945,955
G5,3,-4995,-4945,955
