Move,Depth,Value
G7,1,4010
K9,2,5003
G7,1,4010
K10,2,4999
G7,1,4010
K11,2,5009
G7,1,4010
root,0,4010
G8,1,Infinity
F5,2,1
G8,1,1
F6,2,-3
G8,1,-3
F7,2,-3
G8,1,-3
F8,2,2
G8,1,-3
F9,2,2
G8,1,-3
G5,2,-3
G8,1,-3
G7,2,-499
G8,1,-499
G9,2,2
G8,1,-499
H5,2,-4
G8,1,-499
H6,2,-48
G8,1,-499
H9,2,1
G8,1,-499
H10,2,2
G8,1,-499
H11,2,2
G8,1,-499
I5,2,1
G8,1,-499
I11,2,-3
G8,1,-499
J5,2,1
G8,1,-499
J6,2,-3
G8,1,-499
J11,2,-998
G8,1,-998
K6,2,2
G8,1,-998
K7,2,-499
G8,1,-998
K8,2,-9
G8,1,-998
K9,2,-5
G8,1,-998
K10,2,-9
G8,1,-998
K11,2,1
G8,1,-998
root,0,4010
G9,1,Infinity
F5,2,49
G9,1,49
F6,2,45
G9,1,45
F7,2,45
G9,1,45
F8,2,50
G9,1,45
F9,2,50
G9,1,45
F10,2,-450
G9,1,-450
G5,2,45
G9,1,-450
G7,2,-455
G9,1,-455
G8,2,50
G9,1,-455
G10,2,50
G9,1,-455
H5,2,44
G9,1,-455
H6,2,0
G9,1,-455
H9,2,49
G9,1,-455
H10,2,50
G9,1,-455
H11,2,50
G9,1,-455
I5,2,49
G9,1,-455
I11,2,45
G9,1,-455
J5,2,49
G9,1,-455
J6,2,-455
G9,1,-455
J11,2,-950
G9,1,-950
K6,2,50
G9,1,-950
K7,2,-451
G9,1,-950
K8,2,39
G9,1,-950
K9,2,43
G9,1,-950
K10,2,39
G9,1,-950
K11,2,49
G9,1,-950
root,0,4010
H5,1,Infinity
F5,2,-1
H5,1,-1
F6,2,-5
H5,1,-5
F7,2,-1
H5,1,-5
G4,2,0
H5,1,-5
G5,2,-5
H5,1,-5
G7,2,-505
H5,1,-505
G8,2,0
H5,1,-505
G9,2,0
H5,1,-505
H4,2,0
H5,1,-505
H6,2,-50
H5,1,-505
H9,2,-1
H5,1,-505
H10,2,0
H5,1,-505
H11,2,0
H5,1,-505
I4,2,0
H5,1,-505
I5,2,-1
H5,1,-505
I11,2,-5
H5,1,-505
J5,2,-1
H5,1,-505
J6,2,-5
H5,1,-505
J11,2,-1000
H5,1,-1000
K6,2,0
H5,1,-1000
K7,2,-501
H5,1,-1000
K8,2,-11
H5,1,-1000
K9,2,-7
H5,1,-1000
K10,2,-11
H5,1,-1000
K11,2,-1
H5,1,-1000
root,0,4010
H6,1,Infinity
F5,2,50
H6,1,50
F6,2,50
H6,1,50
F7,2,46
H6,1,46
G5,2,46
H6,1,46
G7,2,-454
H6,1,-454
G8,2,51
H6,1,-454
G9,2,51
H6,1,-454
H5,2,-455
H6,1,-455
H9,2,-450
H6,1,-455
H10,2,51
H6,1,-455
H11,2,51
H6,1,-455
I5,2,50
H6,1,-455
I11,2,46
H6,1,-455
J5,2,50
H6,1,-455
J6,2,50
H6,1,-455
J11,2,-949
H6,1,-949
K6,2,51
H6,1,-949
K7,2,-450
H6,1,-949
K8,2,40
H6,1,-949
K9,2,44
H6,1,-949
K10,2,40
H6,1,-949
K11,2,50
H6,1,-949
root,0,4010
H9,1,Infinity
F5,2,55
H9,1,55
F6,2,51
H9,1,51
F7,2,51
H9,1,51
G5,2,51
H9,1,51
G7,2,-449
H9,1,-449
G8,2,56
H9,1,-449
G9,2,56
H9,1,-449
G10,2,56
H9,1,-449
H5,2,50
H9,1,-449
H6,2,-494
H9,1,-494
H10,2,-444
H9,1,-494
H11,2,56
H9,1,-494
I5,2,55
H9,1,-494
I11,2,51
H9,1,-494
J5,2,55
H9,1,-494
J6,2,51
H9,1,-494
J11,2,-944
H9,1,-944
K6,2,56
H9,1,-944
K7,2,-445
H9,1,-944
K8,2,45
H9,1,-944
K9,2,49
H9,1,-944
K10,2,45
H9,1,-944
K11,2,55
H9,1,-944
root,0,4010
H10,1,Infinity
F5,2,1
H10,1,1
F6,2,-3
H10,1,-3
F7,2,-3
H10,1,-3
G5,2,-3
H10,1,-3
G7,2,-503
H10,1,-503
G8,2,2
H10,1,-503
G9,2,2
H10,1,-503
G10,2,2
H10,1,-503
G11,2,2
H10,1,-503
H5,2,-4
H10,1,-503
H6,2,-48
H10,1,-503
H9,2,1
H10,1,-503
H11,2,2
H10,1,-503
I5,2,1
H10,1,-503
I11,2,-3
H10,1,-503
J5,2,1
H10,1,-503
J6,2,-3
H10,1,-503
J11,2,-998
H10,1,-998
K6,2,2
H10,1,-998
K7,2,-499
H10,1,-998
K8,2,-9
H10,1,-998
K9,2,-5
H10,1,-998
K10,2,-9
H10,1,-998
K11,2,1
H10,1,-998
root,0,4010
H11,1,Infinity
F5,2,0
H11,1,0
F6,2,-4
H11,1,-4
F7,2,-4
H11,1,-4
G5,2,-4
H11,1,-4
G7,2,-504
H11,1,-504
G8,2,1
H11,1,-504
G9,2,1
H11,1,-504
G10,2,1
H11,1,-504
G11,2,1
H11,1,-504
G12,2,1
H11,1,-504
H5,2,-5
H11,1,-504
H6,2,-49
H11,1,-504
H9,2,0
H11,1,-504
H10,2,1
H11,1,-504
H12,2,1
H11,1,-504
I5,2,0
H11,1,-504
I11,2,-4
H11,1,-504
I12,2,1
H11,1,-504
J5,2,0
H11,1,-504
J6,2,-4
H11,1,-504
J11,2,-999
H11,1,-999
K6,2,1
H11,1,-999
K7,2,-500
H11,1,-999
K8,2,-10
H11,1,-999
K9,2,-6
H11,1,-999
K10,2,-10
H11,1,-999
K11,2,0
H11,1,-999
root,0,4010
I5,1,Infinity
F5,2,-1
I5,1,-1
F6,2,-5
I5,1,-5
F7,2,-5
I5,1,-5
G5,2,-5
I5,1,-5
G7,2,-505
I5,1,-505
G8,2,0
I5,1,-505
G9,2,0
I5,1,-505
H4,2,0
I5,1,-505
H5,2,-6
I5,1,-505
H6,2,-50
I5,1,-505
H9,2,-1
I5,1,-505
H10,2,0
I5,1,-505
H11,2,0
I5,1,-505
I4,2,0
I5,1,-505
I11,2,-5
I5,1,-505
J4,2,0
I5,1,-505
J5,2,-1
I5,1,-505
J6,2,-5
I5,1,-505
J11,2,-1000
I5,1,-1000
K6,2,0
I5,1,-1000
K7,2,-501
I5,1,-1000
K8,2,-11
I5,1,-1000
K9,2,-7
I5,1,-1000
K10,2,-11
I5,1,-1000
K11,2,-1
I5,1,-1000
root,0,4010
I11,1,Infinity
F5,2,9
I11,1,9
F6,2,5
I11,1,5
F7,2,5
I11,1,5
G5,2,5
I11,1,5
G7,2,-495
I11,1,-495
G8,2,10
I11,1,-495
G9,2,10
I11,1,-495
H5,2,4
I11,1,-495
H6,2,-40
I11,1,-495
H9,2,9
I11,1,-495
H10,2,10
I11,1,-495
H11,2,10
I11,1,-495
H12,2,10
I11,1,-495
I5,2,9
I11,1,-495
I12,2,-90
I11,1,-495
J5,2,9
I11,1,-495
J6,2,5
I11,1,-495
J11,2,-990
I11,1,-990
J12,2,10
I11,1,-990
K6,2,10
I11,1,-990
K7,2,-491
I11,1,-990
K8,2,-1
I11,1,-990
K9,2,7
I11,1,-990
K10,2,-1
I11,1,-990
K11,2,9
I11,1,-990
root,0,4010
J5,1,Infinity
F5,2,-1
J5,1,-1
F6,2,-5
J5,1,-5
F7,2,-5
J5,1,-5
G5,2,-5
J5,1,-5
G7,2,-505
J5,1,-505
G8,2,0
J5,1,-505
G9,2,0
J5,1,-505
H5,2,-6
J5,1,-505
H6,2,-50
J5,1,-505
H9,2,-1
J5,1,-505
H10,2,0
J5,1,-505
H11,2,0
J5,1,-505
I4,2,0
J5,1,-505
I5,2,-1
J5,1,-505
I11,2,-5
J5,1,-505
J4,2,0
J5,1,-505
J6,2,-5
J5,1,-505
J11,2,-1000
J5,1,-1000
K4,2,0
J5,1,-1000
K5,2,0
J5,1,-1000
K6,2,0
J5,1,-1000
K7,2,-501
J5,1,-1000
K8,2,-11
J5,1,-1000
K9,2,-7
J5,1,-1000
K10,2,-11
J5,1,-1000
K11,2,-1
J5,1,-1000
root,0,4010
J6,1,Infinity
F5,2,50
J6,1,50
F6,2,46
J6,1,46
F7,2,46
J6,1,46
G5,2,46
J6,1,46
G7,2,-454
J6,1,-454
G8,2,51
J6,1,-454
G9,2,-449
J6,1,-454
H5,2,45
J6,1,-454
H6,2,41
J6,1,-454
H9,2,50
J6,1,-454
H10,2,51
J6,1,-454
H11,2,51
J6,1,-454
I5,2,50
J6,1,-454
I11,2,46
J6,1,-454
J5,2,50
J6,1,-454
J11,2,-949
J6,1,-949
K5,2,-449
J6,1,-949
K6,2,51
J6,1,-949
K7,2,-450
J6,1,-949
K8,2,40
J6,1,-949
K9,2,44
J6,1,-949
K10,2,40
J6,1,-949
K11,2,50
J6,1,-949
root,0,4010
J11,1,Infinity
F5,2,104
J11,1,104
F6,2,100
J11,1,100
F7,2,100
J11,1,100
G5,2,100
J11,1,100
G7,2,-400
J11,1,-400
G8,2,105
J11,1,-400
G9,2,105
J11,1,-400
H5,2,99
J11,1,-400
H6,2,55
J11,1,-400
H9,2,104
J11,1,-400
H10,2,105
J11,1,-400
H11,2,105
J11,1,-400
I5,2,104
J11,1,-400
I11,2,100
J11,1,-400
I12,2,105
J11,1,-400
J5,2,104
J11,1,-400
J6,2,100
J11,1,-400
J12,2,105
J11,1,-400
K6,2,105
J11,1,-400
K7,2,-396
J11,1,-400
K8,2,94
J11,1,-400
K9,2,98
J11,1,-400
K10,2,94
J11,1,-400
K11,2,104
J11,1,-400
K12,2,105
J11,1,-400
root,0,4010
K6,1,Infinity
F5,2,0
K6,1,0
F6,2,-4
K6,1,-4
F7,2,-4
K6,1,-4
G5,2,-4
K6,1,-4
G7,2,-504
K6,1,-504
G8,2,1
K6,1,-504
G9,2,1
K6,1,-504
H5,2,-5
K6,1,-504
H6,2,-49
K6,1,-504
H9,2,0
K6,1,-504
H10,2,1
K6,1,-504
H11,2,1
K6,1,-504
I5,2,0
K6,1,-504
I11,2,-4
K6,1,-504
J5,2,0
K6,1,-504
J6,2,0
K6,1,-504
J11,2,-999
K6,1,-999
K5,2,1
K6,1,-999
K7,2,-500
K6,1,-999
K8,2,-10
K6,1,-999
K9,2,-6
K6,1,-999
K10,2,-10
K6,1,-999
K11,2,0
K6,1,-999
L5,2,1
K6,1,-999
L6,2,1
K6,1,-999
L7,2,1
K6,1,-999
root,0,4010
K7,1,Infinity
F5,2,4999
K7,1,4999
F6,2,4995
K7,1,4995
F7,2,4995
K7,1,4995
G5,2,4995
K7,1,4995
G7,2,4995
K7,1,4995
G8,2,5000
K7,1,4995
G9,2,5000
K7,1,4995
H5,2,4994
K7,1,4994
H6,2,4950
K7,1,4950
H9,2,4999
K7,1,4950
H10,2,5000
K7,1,4950
H11,2,5000
K7,1,4950
I5,2,4999
K7,1,4950
I11,2,4995
K7,1,4950
J5,2,4999
K7,1,4950
J6,2,4995
K7,1,4950
J11,2,4000
K7,1,4000
K6,2,5000
K7,1,4000
K8,2,4989
K7,1,4000
K9,2,4993
K7,1,4000
K10,2,4989
K7,1,4000
K11,2,4999
K7,1,4000
L6,2,5000
K7,1,4000
L7,2,5000
K7,1,4000
L8,2,5000
K7,1,4000
root,0,4010
K8,1,Infinity
F5,2,0
K8,1,0
F6,2,-4
K8,1,-4
F7,2,-4
K8,1,-4
G5,2,-4
K8,1,-4
G7,2,-504
K8,1,-504
G8,2,1
K8,1,-504
G9,2,1
K8,1,-504
H5,2,-5
K8,1,-504
H6,2,-49
K8,1,-504
H9,2,0
K8,1,-504
H10,2,1
K8,1,-504
H11,2,1
K8,1,-504
I5,2,0
K8,1,-504
I11,2,-4
K8,1,-504
J5,2,0
K8,1,-504
J6,2,-4
K8,1,-504
J11,2,-999
K8,1,-999
K6,2,1
K8,1,-999
K7,2,-500
K8,1,-999
K9,2,-6
K8,1,-999
K10,2,-10
K8,1,-999
K11,2,0
K8,1,-999
L7,2,1
K8,1,-999
L8,2,1
K8,1,-999
L9,2,1
K8,1,-999
root,0,4010
K9,1,Infinity
F5,2,-1
K9,1,-1
F6,2,-5
K9,1,-5
F7,2,-5
K9,1,-5
G5,2,-5
K9,1,-5
G7,2,-505
K9,1,-505
G8,2,0
K9,1,-505
G9,2,0
K9,1,-505
H5,2,-6
K9,1,-505
H6,2,-50
K9,1,-505
H9,2,-1
K9,1,-505
H10,2,0
K9,1,-505
H11,2,0
K9,1,-505
I5,2,-1
K9,1,-505
I11,2,-1
K9,1,-505
J5,2,-1
K9,1,-505
J6,2,-5
K9,1,-505
J11,2,-1000
K9,1,-1000
K6,2,0
K9,1,-1000
K7,2,-501
K9,1,-1000
K8,2,-11
K9,1,-1000
K10,2,-11
K9,1,-1000
K11,2,-1
K9,1,-1000
L8,2,0
K9,1,-1000
L9,2,0
K9,1,-1000
L10,2,0
K9,1,-1000
root,0,4010
K10,1,Infinity
F5,2,-1
K10,1,-1
F6,2,-5
K10,1,-5
F7,2,-5
K10,1,-5
G5,2,-5
K10,1,-5
G7,2,-505
K10,1,-505
G8,2,0
K10,1,-505
G9,2,0
K10,1,-505
H5,2,-6
K10,1,-505
H6,2,-50
K10,1,-505
H9,2,-1
K10,1,-505
H10,2,0
K10,1,-505
H11,2,0
K10,1,-505
I5,2,-1
K10,1,-505
I11,2,-5
K10,1,-505
J5,2,-1
K10,1,-505
J6,2,-5
K10,1,-505
J11,2,-1000
K10,1,-1000
K6,2,0
K10,1,-1000
K7,2,-501
K10,1,-1000
K8,2,-11
K10,1,-1000
K9,2,-7
K10,1,-1000
K11,2,-1
K10,1,-1000
L9,2,0
K10,1,-1000
L10,2,0
K10,1,-1000
L11,2,0
K10,1,-1000
root,0,4010
K11,1,Infinity
F5,2,-1
K11,1,-1
F6,2,-5
K11,1,-5
F7,2,-5
K11,1,-5
G5,2,-5
K11,1,-5
G7,2,-505
K11,1,-505
G8,2,0
K11,1,-505
G9,2,0
K11,1,-505
H5,2,-6
K11,1,-505
H6,2,-50
K11,1,-505
H9,2,-1
K11,1,-505
H10,2,0
K11,1,-505
H11,2,0
K11,1,-505
I5,2,-1
K11,1,-505
I11,2,-5
K11,1,-505
J5,2,-1
K11,1,-505
J6,2,-5
K11,1,-505
J11,2,-1000
K11,1,-1000
J12,2,0
K11,1,-1000
K6,2,0
K11,1,-1000
K7,2,-501
K11,1,-1000
K8,2,-11
K11,1,-1000
K9,2,-7
K11,1,-1000
K10,2,-11
K11,1,-1000
K12,2,0
K11,1,-1000
L10,2,0
K11,1,-1000
L11,2,0
K11,1,-1000
L12,2,0
K11,1,-1000
root,0,4010
