Move,Depth,Value
D3,1,-49990
H3,2,9
D3,1,-49990
H4,2,-1
D3,1,-49990
H9,2,8
D3,1,-49990
H10,2,9
D3,1,-49990
H11,2,10
D3,1,-49990
H12,2,10
D3,1,-49990
I3,2,5
D3,1,-49990
I4,2,-1005
D3,1,-49990
I10,2,10
D3,1,-49990
I12,2,10
D3,1,-49990
J3,2,9
D3,1,-49990
J6,2,-41
D3,1,-49990
J8,2,8
D3,1,-49990
J9,2,-990
D3,1,-49990
J11,2,10
D3,1,-49990
J12,2,10
D3,1,-49990
K3,2,0
D3,1,-49990
K4,2,5
D3,1,-49990
K5,2,5
D3,1,-49990
K6,2,5
D3,1,-49990
K8,2,5
D3,1,-49990
K9,2,10
D3,1,-49990
K10,2,10
D3,1,-49990
K12,2,10
D3,1,-49990
L6,2,5
D3,1,-49990
L7,2,9
D3,1,-49990
L8,2,5
D3,1,-49990
L10,2,10
D3,1,-49990
L11,2,10
D3,1,-49990
L12,2,10
D3,1,-49990
root,0,-49000
D4,1,Infinity
C3,2,5
D4,1,5
C4,2,5
D4,1,5
C5,2,5
D4,1,5
C6,2,5
D4,1,5
C7,2,0
D4,1,0
C8,2,-96
D4,1,-96
C9,2,-4995
D4,1,-4995
D3,2,5
D4,1,-4995
D5,2,5
D4,1,-4995
D6,2,0
D4,1,-4995
D9,2,4
D4,1,-4995
E2,2,-49995
D4,1,-49995
E3,2,0
D4,1,-49995
E5,2,4
D4,1,-49995
E9,2,0
D4,1,-49995
F2,2,0
D4,1,-49995
F4,2,3
D4,1,-49995
F8,2,-55
D4,1,-49995
F9,2,0
D4,1,-49995
F10,2,4
D4,1,-49995
G2,2,4
D4,1,-49995
G3,2,-5
D4,1,-49995
G5,2,-5045
D4,1,-49995
G7,2,3
D4,1,-49995
G10,2,4
D4,1,-49995
H3,2,4
D4,1,-49995
H4,2,-6
D4,1,-49995
H9,2,3
D4,1,-49995
H10,2,4
D4,1,-49995
H11,2,5
D4,1,-49995
H12,2,5
D4,1,-49995
I3,2,0
D4,1,-49995
I4,2,-1010
D4,1,-49995
I10,2,5
D4,1,-49995
I12,2,5
D4,1,-49995
J3,2,4
D4,1,-49995
J6,2,-46
D4,1,-49995
J8,2,3
D4,1,-49995
J9,2,-995
D4,1,-49995
J11,2,5
D4,1,-49995
J12,2,5
D4,1,-49995
K3,2,-5
D4,1,-49995
K4,2,0
D4,1,-49995
K5,2,0
D4,1,-49995
K6,2,0
D4,1,-49995
K8,2,0
D4,1,-49995
K9,2,5
D4,1,-49995
K10,2,5
D4,1,-49995
K12,2,5
D4,1,-49995
L6,2,0
D4,1,-49995
L7,2,4
D4,1,-49995
L8,2,0
D4,1,-49995
L10,2,5
D4,1,-49995
L11,2,5
D4,1,-49995
L12,2,5
D4,1,-49995
root,0,-49000
D5,1,Infinity
C4,2,2
D5,1,2
C5,2,2
D5,1,2
C6,2,2
D5,1,2
C7,2,-3
D5,1,-3
C8,2,-99
D5,1,-99
C9,2,-4998
D5,1,-4998
D3,2,2
D5,1,-4998
D4,2,2
D5,1,-4998
D6,2,-3
D5,1,-4998
D9,2,1
D5,1,-4998
E2,2,-49998
D5,1,-49998
E3,2,-3
D5,1,-49998
E5,2,-3
D5,1,-49998
E9,2,-3
D5,1,-49998
F2,2,-3
D5,1,-49998
F4,2,0
D5,1,-49998
F8,2,-58
D5,1,-49998
F9,2,-3
D5,1,-49998
F10,2,1
D5,1,-49998
G2,2,1
D5,1,-49998
G3,2,-8
D5,1,-49998
G5,2,-5048
D5,1,-49998
G7,2,0
D5,1,-49998
G10,2,1
D5,1,-49998
H3,2,1
D5,1,-49998
H4,2,-9
D5,1,-49998
H9,2,0
D5,1,-49998
H10,2,1
D5,1,-49998
H11,2,2
D5,1,-49998
H12,2,2
D5,1,-49998
I3,2,-3
D5,1,-49998
I4,2,-1013
D5,1,-49998
I10,2,2
D5,1,-49998
I12,2,2
D5,1,-49998
J3,2,1
D5,1,-49998
J6,2,-49
D5,1,-49998
J8,2,0
D5,1,-49998
J9,2,-998
D5,1,-49998
J11,2,2
D5,1,-49998
J12,2,2
D5,1,-49998
K3,2,-8
D5,1,-49998
K4,2,-3
D5,1,-49998
K5,2,-3
D5,1,-49998
K6,2,-3
D5,1,-49998
K8,2,-3
D5,1,-49998
K9,2,2
D5,1,-49998
K10,2,2
D5,1,-49998
K12,2,2
D5,1,-49998
L6,2,-3
D5,1,-49998
L7,2,1
D5,1,-49998
L8,2,-3
D5,1,-49998
L10,2,2
D5,1,-49998
L11,2,2
D5,1,-49998
L12,2,2
D5,1,-49998
root,0,-49000
D6,1,Infinity
C5,2,2
D6,1,2
C6,2,2
D6,1,2
C7,2,-3
D6,1,-3
C8,2,-99
D6,1,-99
C9,2,-4998
D6,1,-4998
D3,2,2
D6,1,-4998
D4,2,2
D6,1,-4998
D5,2,2
D6,1,-4998
D9,2,1
D6,1,-4998
E2,2,-49998
D6,1,-49998
E3,2,-3
D6,1,-49998
E5,2,-3
D6,1,-49998
E9,2,-3
D6,1,-49998
F2,2,-3
D6,1,-49998
F4,2,0
D6,1,-49998
F8,2,-18
D6,1,-49998
F9,2,-3
D6,1,-49998
F10,2,1
D6,1,-49998
G2,2,1
D6,1,-49998
G3,2,-8
D6,1,-49998
G5,2,-5048
D6,1,-49998
G7,2,0
D6,1,-49998
G10,2,1
D6,1,-49998
H3,2,1
D6,1,-49998
H4,2,-9
D6,1,-49998
H9,2,0
D6,1,-49998
H10,2,1
D6,1,-49998
H11,2,2
D6,1,-49998
H12,2,2
D6,1,-49998
I3,2,-3
D6,1,-49998
I4,2,-1013
D6,1,-49998
I10,2,2
D6,1,-49998
I12,2,2
D6,1,-49998
J3,2,1
D6,1,-49998
J6,2,-49
D6,1,-49998
J8,2,0
D6,1,-49998
J9,2,-998
D6,1,-49998
J11,2,2
D6,1,-49998
J12,2,2
D6,1,-49998
K3,2,-8
D6,1,-49998
K4,2,-3
D6,1,-49998
K5,2,-3
D6,1,-49998
K6,2,-3
D6,1,-49998
K8,2,-3
D6,1,-49998
K9,2,2
D6,1,-49998
K10,2,2
D6,1,-49998
K12,2,2
D6,1,-49998
L6,2,-3
D6,1,-49998
L7,2,1
D6,1,-49998
L8,2,-3
D6,1,-49998
L10,2,2
D6,1,-49998
L11,2,2
D6,1,-49998
L12,2,2
D6,1,-49998
root,0,-49000
D9,1,Infinity
C6,2,1
D9,1,1
C7,2,-4
D9,1,-4
C8,2,-100
D9,1,-100
C9,2,-4999
D9,1,-4999
C10,2,1
D9,1,-4999
D3,2,1
D9,1,-4999
D4,2,1
D9,1,-4999
D5,2,1
D9,1,-4999
D6,2,-4
D9,1,-4999
D10,2,1
D9,1,-4999
E2,2,-49999
D9,1,-49999
E3,2,-4
D9,1,-49999
E5,2,-4
D9,1,-49999
E9,2,-4
D9,1,-49999
E10,2,1
D9,1,-49999
F2,2,-4
D9,1,-49999
F4,2,-1
D9,1,-49999
F8,2,-59
D9,1,-49999
F9,2,-4
D9,1,-49999
F10,2,0
D9,1,-49999
G2,2,0
D9,1,-49999
G3,2,-9
D9,1,-49999
G5,2,-5049
D9,1,-49999
G7,2,-1
D9,1,-49999
G10,2,0
D9,1,-49999
H3,2,0
D9,1,-49999
H4,2,-10
D9,1,-49999
H9,2,-1
D9,1,-49999
H10,2,0
D9,1,-49999
H11,2,1
D9,1,-49999
H12,2,1
D9,1,-49999
I3,2,-4
D9,1,-49999
I4,2,-1014
D9,1,-49999
I10,2,1
D9,1,-49999
I12,2,1
D9,1,-49999
J3,2,0
D9,1,-49999
J6,2,-50
D9,1,-49999
J8,2,-1
D9,1,-49999
J9,2,-999
D9,1,-49999
J11,2,1
D9,1,-49999
J12,2,1
D9,1,-49999
K3,2,-9
D9,1,-49999
K4,2,-4
D9,1,-49999
K5,2,-4
D9,1,-49999
K6,2,-4
D9,1,-49999
K8,2,-4
D9,1,-49999
K9,2,1
D9,1,-49999
K10,2,1
D9,1,-49999
K12,2,1
D9,1,-49999
L6,2,-4
D9,1,-49999
L7,2,0
D9,1,-49999
L8,2,-4
D9,1,-49999
L10,2,1
D9,1,-49999
L11,2,1
D9,1,-49999
L12,2,1
D9,1,-49999
root,0,-49000
E2,1,Infinity
C6,2,10000
E2,1,10000
C7,2,9995
E2,1,9995
C8,2,9899
E2,1,9899
C9,2,5000
E2,1,5000
D1,2,10000
E2,1,5000
D2,2,10000
E2,1,5000
D3,2,10000
E2,1,5000
D4,2,10000
E2,1,5000
D5,2,10000
E2,1,5000
D6,2,9995
E2,1,5000
D9,2,9999
E2,1,5000
E1,2,10000
E2,1,5000
E3,2,9995
E2,1,5000
E5,2,9995
E2,1,5000
E9,2,9995
E2,1,5000
F1,2,10000
E2,1,5000
F2,2,9995
E2,1,5000
F4,2,9998
E2,1,5000
F8,2,9940
E2,1,5000
F9,2,9995
E2,1,5000
F10,2,9999
E2,1,5000
G2,2,9999
E2,1,5000
G3,2,9990
E2,1,5000
G5,2,4950
E2,1,4950
G7,2,9998
E2,1,4950
G10,2,9999
E2,1,4950
H3,2,9999
E2,1,4950
H4,2,9989
E2,1,4950
H9,2,9998
E2,1,4950
H10,2,9999
E2,1,4950
H11,2,10000
E2,1,4950
H12,2,10000
E2,1,4950
I3,2,9995
E2,1,4950
I4,2,8985
E2,1,4950
I10,2,10000
E2,1,4950
I12,2,10000
E2,1,4950
J3,2,9999
E2,1,4950
J6,2,9949
E2,1,4950
J8,2,9998
E2,1,4950
J9,2,9000
E2,1,4950
J11,2,10000
E2,1,4950
J12,2,10000
E2,1,4950
K3,2,9990
E2,1,4950
K4,2,9995
E2,1,4950
K5,2,9995
E2,1,4950
K6,2,9995
E2,1,4950
K8,2,9995
E2,1,4950
K9,2,10000
E2,1,4950
K10,2,10000
E2,1,4950
K12,2,10000
E2,1,4950
L6,2,9995
E2,1,4950
L7,2,9999
E2,1,4950
L8,2,9995
E2,1,4950
L10,2,10000
E2,1,4950
L11,2,10000
E2,1,4950
L12,2,10000
E2,1,4950
root,0,4950
E3,1,Infinity
C6,2,5
E3,1,5
C7,2,0
E3,1,0
C8,2,-96
E3,1,-96
C9,2,-4995
E3,1,-4995
D2,2,5
E3,1,-4995
D3,2,5
E3,1,-4995
D4,2,5
E3,1,-4995
D5,2,5
E3,1,-4995
D6,2,0
E3,1,-4995
D9,2,4
E3,1,-4995
E2,2,-49995
E3,1,-49995
E5,2,0
E3,1,-49995
E9,2,0
E3,1,-49995
F2,2,0
E3,1,-49995
F4,2,3
E3,1,-49995
F8,2,-55
E3,1,-49995
F9,2,0
E3,1,-49995
F10,2,4
E3,1,-49995
G2,2,4
E3,1,-49995
G3,2,-1
E3,1,-49995
G5,2,-5045
E3,1,-49995
G7,2,3
E3,1,-49995
G10,2,4
E3,1,-49995
H3,2,4
E3,1,-49995
H4,2,-6
E3,1,-49995
H9,2,3
E3,1,-49995
H10,2,4
E3,1,-49995
H11,2,5
E3,1,-49995
H12,2,5
E3,1,-49995
I3,2,0
E3,1,-49995
I4,2,-1010
E3,1,-49995
I10,2,5
E3,1,-49995
I12,2,5
E3,1,-49995
J3,2,4
E3,1,-49995
J6,2,-46
E3,1,-49995
J8,2,3
E3,1,-49995
J9,2,-995
E3,1,-49995
J11,2,5
E3,1,-49995
J12,2,5
E3,1,-49995
K3,2,-5
E3,1,-49995
K4,2,0
E3,1,-49995
K5,2,0
E3,1,-49995
K6,2,0
E3,1,-49995
K8,2,0
E3,1,-49995
K9,2,5
E3,1,-49995
K10,2,5
E3,1,-49995
K12,2,5
E3,1,-49995
L6,2,0
E3,1,-49995
L7,2,4
E3,1,-49995
L8,2,0
E3,1,-49995
L10,2,5
E3,1,-49995
L11,2,5
E3,1,-49995
L12,2,5
E3,1,-49995
root,0,4950
E5,1,Infinity
C6,2,15
E5,1,15
C7,2,10
E5,1,10
C8,2,-86
E5,1,-86
C9,2,-4985
E5,1,-4985
D3,2,15
E5,1,-4985
D4,2,15
E5,1,-4985
D5,2,15
E5,1,-4985
D6,2,10
E5,1,-4985
D9,2,14
E5,1,-4985
E2,2,-49985
E5,1,-49985
E3,2,-90
E5,1,-49985
E9,2,10
E5,1,-49985
F2,2,10
E5,1,-49985
F4,2,13
E5,1,-49985
F8,2,-45
E5,1,-49985
F9,2,10
E5,1,-49985
F10,2,14
E5,1,-49985
G2,2,14
E5,1,-49985
G3,2,5
E5,1,-49985
G5,2,-5035
E5,1,-49985
G7,2,14
E5,1,-49985
G10,2,14
E5,1,-49985
H3,2,14
E5,1,-49985
H4,2,4
E5,1,-49985
H9,2,13
E5,1,-49985
H10,2,14
E5,1,-49985
H11,2,15
E5,1,-49985
H12,2,15
E5,1,-49985
I3,2,10
E5,1,-49985
I4,2,-1000
E5,1,-49985
I10,2,15
E5,1,-49985
I12,2,15
E5,1,-49985
J3,2,14
E5,1,-49985
J6,2,-36
E5,1,-49985
J8,2,13
E5,1,-49985
J9,2,-985
E5,1,-49985
J11,2,15
E5,1,-49985
J12,2,15
E5,1,-49985
K3,2,5
E5,1,-49985
K4,2,10
E5,1,-49985
K5,2,10
E5,1,-49985
K6,2,10
E5,1,-49985
K8,2,10
E5,1,-49985
K9,2,15
E5,1,-49985
K10,2,15
E5,1,-49985
K12,2,15
E5,1,-49985
L6,2,10
E5,1,-49985
L7,2,14
E5,1,-49985
L8,2,10
E5,1,-49985
L10,2,15
E5,1,-49985
L11,2,15
E5,1,-49985
L12,2,15
E5,1,-49985
root,0,4950
E9,1,Infinity
C6,2,1
E9,1,1
C7,2,0
E9,1,0
C8,2,-100
E9,1,-100
C9,2,-4999
E9,1,-4999
D3,2,1
E9,1,-4999
D4,2,1
E9,1,-4999
D5,2,1
E9,1,-4999
D6,2,-4
E9,1,-4999
D9,2,0
E9,1,-4999
D10,2,1
E9,1,-4999
E2,2,-49999
E9,1,-49999
E3,2,-4
E9,1,-49999
E5,2,-4
E9,1,-49999
E10,2,1
E9,1,-49999
F2,2,-4
E9,1,-49999
F4,2,-1
E9,1,-49999
F8,2,-59
E9,1,-49999
F9,2,0
E9,1,-49999
F10,2,0
E9,1,-49999
G2,2,0
E9,1,-49999
G3,2,-9
E9,1,-49999
G5,2,-5049
E9,1,-49999
G7,2,-1
E9,1,-49999
G10,2,0
E9,1,-49999
H3,2,0
E9,1,-49999
H4,2,-10
E9,1,-49999
H9,2,-1
E9,1,-49999
H10,2,0
E9,1,-49999
H11,2,1
E9,1,-49999
H12,2,1
E9,1,-49999
I3,2,-4
E9,1,-49999
I4,2,-1014
E9,1,-49999
I10,2,1
E9,1,-49999
I12,2,1
E9,1,-49999
J3,2,0
E9,1,-49999
J6,2,-50
E9,1,-49999
J8,2,-1
E9,1,-49999
J9,2,-999
E9,1,-49999
J11,2,1
E9,1,-49999
J12,2,1
E9,1,-49999
K3,2,-9
E9,1,-49999
K4,2,-4
E9,1,-49999
K5,2,-4
E9,1,-49999
K6,2,-4
E9,1,-49999
K8,2,-4
E9,1,-49999
K9,2,1
E9,1,-49999
K10,2,1
E9,1,-49999
K12,2,1
E9,1,-49999
L6,2,-4
E9,1,-49999
L7,2,0
E9,1,-49999
L8,2,-4
E9,1,-49999
L10,2,1
E9,1,-49999
L11,2,1
E9,1,-49999
L12,2,1
E9,1,-49999
root,0,4950
F2,1,Infinity
C6,2,0
F2,1,0
C7,2,-5
F2,1,-5
C8,2,-101
F2,1,-101
C9,2,-5000
F2,1,-5000
D3,2,0
F2,1,-5000
D4,2,0
F2,1,-5000
D5,2,0
F2,1,-5000
D6,2,-5
F2,1,-5000
D9,2,-1
F2,1,-5000
E1,2,0
F2,1,-5000
E2,2,-50000
F2,1,-50000
E3,2,-5
F2,1,-50000
E5,2,-5
F2,1,-50000
E9,2,-5
F2,1,-50000
F1,2,0
F2,1,-50000
F4,2,-1
F2,1,-50000
F8,2,-60
F2,1,-50000
F9,2,-5
F2,1,-50000
F10,2,-1
F2,1,-50000
G1,2,0
F2,1,-50000
G2,2,-1
F2,1,-50000
G3,2,-10
F2,1,-50000
G5,2,-5050
F2,1,-50000
G7,2,-2
F2,1,-50000
G10,2,-1
F2,1,-50000
H3,2,-1
F2,1,-50000
H4,2,-11
F2,1,-50000
H9,2,-2
F2,1,-50000
H10,2,-1
F2,1,-50000
H11,2,0
F2,1,-50000
H12,2,0
F2,1,-50000
I3,2,-5
F2,1,-50000
I4,2,-1015
F2,1,-50000
I10,2,0
F2,1,-50000
I12,2,0
F2,1,-50000
J3,2,-1
F2,1,-50000
J6,2,-51
F2,1,-50000
J8,2,-2
F2,1,-50000
J9,2,-1000
F2,1,-50000
J11,2,0
F2,1,-50000
J12,2,0
F2,1,-50000
K3,2,-10
F2,1,-50000
K4,2,-5
F2,1,-50000
K5,2,-5
F2,1,-50000
K6,2,-5
F2,1,-50000
K8,2,-5
F2,1,-50000
K9,2,0
F2,1,-50000
K10,2,0
F2,1,-50000
K12,2,0
F2,1,-50000
L6,2,-5
F2,1,-50000
L7,2,-1
F2,1,-50000
L8,2,-5
F2,1,-50000
L10,2,0
F2,1,-50000
L11,2,0
F2,1,-50000
L12,2,0
F2,1,-50000
root,0,4950
F4,1,Infinity
C6,2,1
F4,1,1
C7,2,-4
F4,1,-4
C8,2,-100
F4,1,-100
C9,2,-4999
F4,1,-4999
D3,2,1
F4,1,-4999
D4,2,1
F4,1,-4999
D5,2,1
F4,1,-4999
D6,2,-4
F4,1,-4999
D9,2,0
F4,1,-4999
E2,2,-49999
F4,1,-49999
E3,2,-4
F4,1,-49999
E5,2,-4
F4,1,-49999
E9,2,-4
F4,1,-49999
F2,2,0
F4,1,-49999
F8,2,-59
F4,1,-49999
F9,2,-4
F4,1,-49999
F10,2,0
F4,1,-49999
G2,2,0
F4,1,-49999
G3,2,-9
F4,1,-49999
G5,2,-5049
F4,1,-49999
G7,2,-1
F4,1,-49999
G10,2,0
F4,1,-49999
H3,2,0
F4,1,-49999
H4,2,-6
F4,1,-49999
H9,2,-1
F4,1,-49999
H10,2,0
F4,1,-49999
H11,2,1
F4,1,-49999
H12,2,1
F4,1,-49999
I3,2,-4
F4,1,-49999
I4,2,-1014
F4,1,-49999
I10,2,1
F4,1,-49999
I12,2,1
F4,1,-49999
J3,2,0
F4,1,-49999
J6,2,-50
F4,1,-49999
J8,2,-1
F4,1,-49999
J9,2,-999
F4,1,-49999
J11,2,1
F4,1,-49999
J12,2,1
F4,1,-49999
K3,2,-9
F4,1,-49999
K4,2,-4
F4,1,-49999
K5,2,-4
F4,1,-49999
K6,2,-4
F4,1,-49999
K8,2,-4
F4,1,-49999
K9,2,1
F4,1,-49999
K10,2,1
F4,1,-49999
K12,2,1
F4,1,-49999
L6,2,-4
F4,1,-49999
L7,2,0
F4,1,-49999
L8,2,-4
F4,1,-49999
L10,2,1
F4,1,-49999
L11,2,1
F4,1,-49999
L12,2,1
F4,1,-49999
root,0,4950
F8,1,Infinity
C6,2,0
F8,1,0
C7,2,-5
F8,1,-5
C8,2,-101
F8,1,-101
C9,2,-5000
F8,1,-5000
D3,2,0
F8,1,-5000
D4,2,0
F8,1,-5000
D5,2,0
F8,1,-5000
D6,2,-1
F8,1,-5000
D9,2,-1
F8,1,-5000
E2,2,-50000
F8,1,-50000
E3,2,-5
F8,1,-50000
E5,2,-5
F8,1,-50000
E9,2,-5
F8,1,-50000
F2,2,-5
F8,1,-50000
F4,2,-2
F8,1,-50000
F9,2,-5
F8,1,-50000
F10,2,-1
F8,1,-50000
G2,2,-1
F8,1,-50000
G3,2,-10
F8,1,-50000
G5,2,-5050
F8,1,-50000
G7,2,-2
F8,1,-50000
G10,2,-1
F8,1,-50000
H3,2,-1
