Move,Depth,Value
I13,3,105
C6,2,601
I14,3,150
C6,2,601
I15,3,100
C6,2,601
J6,3,100
C6,2,601
J7,3,110
C6,2,601
J9,3,5155
C6,2,5155
J10,3,155
C6,2,5155
K6,3,105
C6,2,5155
K10,3,110
C6,2,5155
L6,3,105
C6,2,5155
L8,3,120
C6,2,5155
L9,3,110
C6,2,5155
L10,3,150
C6,2,5155
M6,3,150
C6,2,5155
M7,3,101
C6,2,5155
M8,3,105
C6,2,5155
D5,1,5155
D4,2,-Infinity
C3,3,100
D4,2,100
C4,3,101
D4,2,101
C5,3,105
D4,2,105
C6,3,105
D4,2,105
D3,3,100
D4,2,105
D6,3,101
D4,2,105
D7,3,100
D4,2,105
D8,3,100
D4,2,105
D9,3,100
D4,2,105
D10,3,100
D4,2,105
E3,3,100
D4,2,105
E4,3,110
D4,2,110
E5,3,150
D4,2,150
E7,3,100
D4,2,150
E8,3,100
D4,2,150
E10,3,601
D4,2,601
E11,3,105
D4,2,601
F4,3,101
D4,2,601
F8,3,100
D4,2,601
F11,3,156
D4,2,601
F12,3,106
D4,2,601
F13,3,105
D4,2,601
G4,3,101
D4,2,601
G5,3,105
D4,2,601
G6,3,101
D4,2,601
G7,3,110
D4,2,601
G9,3,160
D4,2,601
G13,3,115
D4,2,601
G14,3,105
D4,2,601
G15,3,100
D4,2,601
H6,3,100
D4,2,601
H11,3,110
D4,2,601
H12,3,116
D4,2,601
H15,3,100
D4,2,601
I6,3,600
D4,2,601
I7,3,155
D4,2,601
I10,3,102
D4,2,601
I11,3,100
D4,2,601
I12,3,105
D4,2,601
I13,3,105
D4,2,601
I14,3,150
D4,2,601
I15,3,100
D4,2,601
J6,3,100
D4,2,601
J7,3,110
D4,2,601
J9,3,5155
D4,2,5155
J10,3,155
D4,2,5155
K6,3,105
D4,2,5155
K10,3,110
D4,2,5155
L6,3,105
D4,2,5155
L8,3,120
D4,2,5155
L9,3,110
D4,2,5155
L10,3,150
D4,2,5155
M6,3,150
D4,2,5155
M7,3,101
D4,2,5155
M8,3,105
D4,2,5155
D5,1,5155
D6,2,-Infinity
C4,3,51
D6,2,51
C5,3,55
D6,2,55
C6,3,555
D6,2,555
C7,3,50
D6,2,555
D4,3,51
D6,2,555
D7,3,50
D6,2,555
D8,3,50
D6,2,555
D9,3,50
D6,2,555
D10,3,50
D6,2,555
E4,3,60
D6,2,555
E5,3,100
D6,2,555
E7,3,50
D6,2,555
E8,3,50
D6,2,555
E10,3,551
D6,2,555
E11,3,55
D6,2,555
F4,3,51
D6,2,555
F8,3,50
D6,2,555
F11,3,106
D6,2,555
F12,3,56
D6,2,555
F13,3,55
D6,2,555
G4,3,51
D6,2,555
G5,3,55
D6,2,555
G6,3,551
D6,2,555
G7,3,60
D6,2,555
G9,3,110
D6,2,555
G13,3,65
D6,2,555
G14,3,55
D6,2,555
G15,3,50
D6,2,555
H6,3,50
D6,2,555
H11,3,60
D6,2,555
H12,3,66
D6,2,555
H15,3,50
D6,2,555
I6,3,550
D6,2,555
I7,3,105
D6,2,555
I10,3,52
D6,2,555
I11,3,50
D6,2,555
I12,3,55
D6,2,555
I13,3,55
D6,2,555
I14,3,100
D6,2,555
I15,3,50
D6,2,555
J6,3,50
D6,2,555
J7,3,60
D6,2,555
J9,3,5105
D6,2,5105
J10,3,105
D6,2,5105
K6,3,55
D6,2,5105
K10,3,60
D6,2,5105
L6,3,55
D6,2,5105
L8,3,70
D6,2,5105
L9,3,60
D6,2,5105
L10,3,100
D6,2,5105
M6,3,100
D6,2,5105
M7,3,51
D6,2,5105
M8,3,55
D6,2,5105
D5,1,5105
D7,2,-Infinity
C4,3,100
D7,2,100
C5,3,104
D7,2,104
C6,3,104
D7,2,104
C7,3,99
D7,2,104
C8,3,99
D7,2,104
D4,3,104
D7,2,104
D6,3,100
D7,2,104
D8,3,99
D7,2,104
D9,3,99
D7,2,104
D10,3,99
D7,2,104
E4,3,109
D7,2,109
E5,3,149
D7,2,149
E7,3,99
D7,2,149
E8,3,99
D7,2,149
E10,3,600
D7,2,600
E11,3,104
D7,2,600
F4,3,100
D7,2,600
F8,3,99
D7,2,600
F11,3,155
D7,2,600
F12,3,105
D7,2,600
F13,3,104
D7,2,600
G4,3,100
D7,2,600
G5,3,104
D7,2,600
G6,3,100
D7,2,600
G7,3,109
D7,2,600
G9,3,159
D7,2,600
G13,3,114
D7,2,600
G14,3,104
D7,2,600
G15,3,99
D7,2,600
H6,3,99
D7,2,600
H11,3,109
D7,2,600
H12,3,115
D7,2,600
H15,3,99
D7,2,600
I6,3,599
D7,2,600
I7,3,154
D7,2,600
I10,3,101
D7,2,600
I11,3,99
D7,2,600
I12,3,104
D7,2,600
I13,3,104
D7,2,600
I14,3,149
D7,2,600
I15,3,99
D7,2,600
J6,3,99
D7,2,600
J7,3,109
D7,2,600
J9,3,5154
D7,2,5154
J10,3,154
D7,2,5154
K6,3,104
D7,2,5154
K10,3,109
D7,2,5154
L6,3,104
D7,2,5154
L8,3,119
D7,2,5154
L9,3,109
D7,2,5154
L10,3,149
D7,2,5154
M6,3,149
D7,2,5154
M7,3,100
D7,2,5154
M8,3,104
D7,2,5154
D5,1,5105
D8,2,-Infinity
C4,3,100
D8,2,100
C5,3,104
D8,2,104
C6,3,104
D8,2,104
C7,3,99
D8,2,104
C8,3,99
D8,2,104
C9,3,99
D8,2,104
D4,3,104
D8,2,104
D6,3,104
D8,2,104
D7,3,99
D8,2,104
D9,3,99
D8,2,104
D10,3,99
D8,2,104
E4,3,109
D8,2,109
E5,3,149
D8,2,149
E7,3,99
D8,2,149
E8,3,99
D8,2,149
E10,3,600
D8,2,600
E11,3,104
D8,2,600
F4,3,100
D8,2,600
F8,3,99
D8,2,600
F11,3,155
D8,2,600
F12,3,105
D8,2,600
F13,3,104
D8,2,600
G4,3,100
D8,2,600
G5,3,104
D8,2,600
G6,3,100
D8,2,600
G7,3,109
D8,2,600
G9,3,159
D8,2,600
G13,3,114
D8,2,600
G14,3,104
D8,2,600
G15,3,99
D8,2,600
H6,3,99
D8,2,600
H11,3,109
D8,2,600
H12,3,115
D8,2,600
H15,3,99
D8,2,600
I6,3,599
D8,2,600
I7,3,154
D8,2,600
I10,3,101
D8,2,600
I11,3,99
D8,2,600
I12,3,104
D8,2,600
I13,3,104
D8,2,600
I14,3,149
D8,2,600
I15,3,99
D8,2,600
J6,3,99
D8,2,600
J7,3,109
D8,2,600
J9,3,5154
D8,2,5154
J10,3,154
D8,2,5154
K6,3,104
D8,2,5154
K10,3,109
D8,2,5154
L6,3,104
D8,2,5154
L8,3,119
D8,2,5154
L9,3,109
D8,2,5154
L10,3,149
D8,2,5154
M6,3,149
D8,2,5154
M7,3,100
D8,2,5154
M8,3,104
D8,2,5154
D5,1,5105
D9,2,-Infinity
C4,3,51
D9,2,51
C5,3,55
D9,2,55
C6,3,55
D9,2,55
C8,3,50
D9,2,55
C9,3,550
D9,2,550
C10,3,50
D9,2,550
D4,3,55
D9,2,550
D6,3,55
D9,2,550
D7,3,50
D9,2,550
D8,3,50
D9,2,550
D10,3,50
D9,2,550
E4,3,60
D9,2,550
E5,3,100
D9,2,550
E7,3,50
D9,2,550
E8,3,50
D9,2,550
E10,3,551
D9,2,551
E11,3,55
D9,2,551
F4,3,51
D9,2,551
F8,3,50
D9,2,551
F11,3,106
D9,2,551
F12,3,56
D9,2,551
F13,3,55
D9,2,551
G4,3,51
D9,2,551
G5,3,55
D9,2,551
G6,3,51
D9,2,551
G7,3,60
D9,2,551
G9,3,610
D9,2,610
G13,3,65
D9,2,610
G14,3,55
D9,2,610
G15,3,50
D9,2,610
H6,3,50
D9,2,610
H11,3,60
D9,2,610
H12,3,66
D9,2,610
H15,3,50
D9,2,610
I6,3,550
D9,2,610
I7,3,105
D9,2,610
I10,3,52
D9,2,610
I11,3,50
D9,2,610
I12,3,55
D9,2,610
I13,3,55
D9,2,610
I14,3,100
D9,2,610
I15,3,50
D9,2,610
J6,3,50
D9,2,610
J7,3,60
D9,2,610
J9,3,5105
D9,2,5105
J10,3,105
D9,2,5105
K6,3,55
D9,2,5105
K10,3,60
D9,2,5105
L6,3,55
D9,2,5105
L8,3,70
D9,2,5105
L9,3,60
D9,2,5105
L10,3,100
D9,2,5105
M6,3,100
D9,2,5105
M7,3,51
D9,2,5105
M8,3,55
D9,2,5105
D5,1,5105
D10,2,-Infinity
C4,3,96
D10,2,96
C5,3,100
D10,2,100
C6,3,100
D10,2,100
C9,3,95
D10,2,100
C10,3,95
D10,2,100
C11,3,95
D10,2,100
D4,3,100
D10,2,100
D6,3,100
D10,2,100
D7,3,95
D10,2,100
D8,3,95
D10,2,100
D9,3,95
D10,2,100
D11,3,95
D10,2,100
E4,3,105
D10,2,105
E5,3,145
D10,2,145
E7,3,95
D10,2,145
E8,3,95
D10,2,145
E10,3,595
D10,2,595
E11,3,100
D10,2,595
F4,3,96
D10,2,595
F8,3,95
D10,2,595
F11,3,151
D10,2,595
F12,3,101
D10,2,595
F13,3,100
D10,2,595
G4,3,96
D10,2,595
G5,3,100
D10,2,595
G6,3,96
D10,2,595
G7,3,105
D10,2,595
G9,3,155
D10,2,595
G13,3,110
D10,2,595
G14,3,100
D10,2,595
G15,3,95
D10,2,595
H6,3,95
D10,2,595
H11,3,105
D10,2,595
H12,3,111
D10,2,595
H15,3,95
D10,2,595
I6,3,595
D10,2,595
I7,3,150
D10,2,595
I10,3,97
D10,2,595
I11,3,95
D10,2,595
I12,3,100
D10,2,595
I13,3,100
D10,2,595
I14,3,145
D10,2,595
I15,3,95
D10,2,595
J6,3,95
D10,2,595
J7,3,105
D10,2,595
J9,3,5150
D10,2,5150
J10,3,150
D10,2,5150
K6,3,100
D10,2,5150
K10,3,105
D10,2,5150
L6,3,100
D10,2,5150
L8,3,115
D10,2,5150
L9,3,105
D10,2,5150
L10,3,145
D10,2,5150
M6,3,145
D10,2,5150
M7,3,96
D10,2,5150
M8,3,100
D10,2,5150
D5,1,5105
E4,2,-Infinity
C4,3,101
E4,2,101
C5,3,105
E4,2,105
C6,3,101
E4,2,105
D3,3,100
E4,2,105
D4,3,105
E4,2,105
D6,3,105
E4,2,105
D7,3,100
E4,2,105
D8,3,100
E4,2,105
D9,3,100
E4,2,105
D10,3,100
E4,2,105
E3,3,100
E4,2,105
E5,3,150
E4,2,150
E7,3,100
E4,2,150
E8,3,100
E4,2,150
E10,3,601
E4,2,601
E11,3,105
E4,2,601
F3,3,100
E4,2,601
F4,3,101
E4,2,601
F8,3,100
E4,2,601
F11,3,156
E4,2,601
F12,3,106
E4,2,601
F13,3,105
E4,2,601
G4,3,101
E4,2,601
G5,3,105
E4,2,601
G6,3,100
E4,2,601
G7,3,110
E4,2,601
G9,3,160
E4,2,601
G13,3,115
E4,2,601
G14,3,105
E4,2,601
G15,3,100
E4,2,601
H6,3,100
E4,2,601
H11,3,110
E4,2,601
H12,3,116
E4,2,601
H15,3,100
E4,2,601
I6,3,600
E4,2,601
I7,3,155
E4,2,601
I10,3,102
E4,2,601
I11,3,100
E4,2,601
I12,3,105
E4,2,601
I13,3,105
E4,2,601
I14,3,150
E4,2,601
I15,3,100
E4,2,601
J6,3,100
E4,2,601
J7,3,110
E4,2,601
J9,3,5155
E4,2,5155
J10,3,155
E4,2,5155
K6,3,105
E4,2,5155
K10,3,110
E4,2,5155
L6,3,105
E4,2,5155
L8,3,120
E4,2,5155
L9,3,110
E4,2,5155
L10,3,150
E4,2,5155
M6,3,150
E4,2,5155
M7,3,101
E4,2,5155
M8,3,105
E4,2,5155
D5,1,5105
E5,2,-Infinity
C4,3,91
E5,2,91
C5,3,91
E5,2,91
C6,3,95
E5,2,95
D4,3,95
E5,2,95
D6,3,95
E5,2,95
D7,3,90
E5,2,95
D8,3,90
E5,2,95
D9,3,90
E5,2,95
D10,3,90
E5,2,95
E4,3,100
E5,2,100
E7,3,90
E5,2,100
E8,3,90
E5,2,100
E10,3,591
E5,2,591
E11,3,95
E5,2,591
F4,3,91
E5,2,591
F8,3,90
E5,2,591
F11,3,146
E5,2,591
F12,3,96
E5,2,591
F13,3,95
E5,2,591
G4,3,91
E5,2,591
G5,3,91
E5,2,591
G6,3,91
E5,2,591
G7,3,100
E5,2,591
G9,3,150
E5,2,591
G13,3,105
E5,2,591
G14,3,95
E5,2,591
G15,3,90
E5,2,591
H6,3,90
E5,2,591
H11,3,100
E5,2,591
H12,3,106
E5,2,591
H15,3,90
E5,2,591
I6,3,590
E5,2,591
I7,3,145
E5,2,591
I10,3,92
E5,2,591
I11,3,90
E5,2,591
I12,3,95
E5,2,591
I13,3,95
E5,2,591
I14,3,140
E5,2,591
I15,3,90
E5,2,591
J6,3,90
E5,2,591
J7,3,100
E5,2,591
J9,3,5145
E5,2,5145
J10,3,145
E5,2,5145
K6,3,95
E5,2,5145
K10,3,100
E5,2,5145
L6,3,95
E5,2,5145
L8,3,110
E5,2,5145
L9,3,100
E5,2,5145
L10,3,140
E5,2,5145
M6,3,140
E5,2,5145
M7,3,91
E5,2,5145
M8,3,95
E5,2,5145
D5,1,5105
E7,2,-Infinity
C4,3,86
E7,2,86
C5,3,90
E7,2,90
C6,3,90
E7,2,90
D4,3,90
E7,2,90
D6,3,90
E7,2,90
D7,3,85
E7,2,90
D8,3,85
E7,2,90
D9,3,85
E7,2,90
D10,3,85
E7,2,90
E4,3,95
E7,2,95
E5,3,135
E7,2,135
E8,3,85
E7,2,135
E10,3,586
E7,2,586
E11,3,90
E7,2,586
F4,3,86
E7,2,586
F8,3,85
E7,2,586
F11,3,141
E7,2,586
F12,3,91
E7,2,586
F13,3,90
E7,2,586
G4,3,86
E7,2,586
G5,3,90
E7,2,586
G6,3,86
E7,2,586
G7,3,95
E7,2,586
G9,3,145
E7,2,586
G13,3,100
E7,2,586
G14,3,90
E7,2,586
G15,3,85
E7,2,586
H6,3,85
E7,2,586
H11,3,95
E7,2,586
H12,3,101
E7,2,586
H15,3,85
E7,2,586
I6,3,585
E7,2,586
I7,3,140
E7,2,586
I10,3,87
E7,2,586
I11,3,85
E7,2,586
I12,3,90
E7,2,586
I13,3,90
E7,2,586
I14,3,135
E7,2,586
I15,3,85
E7,2,586
J6,3,85
E7,2,586
J7,3,95
E7,2,586
J9,3,5140
E7,2,5140
J10,3,140
E7,2,5140
K6,3,90
E7,2,5140
K10,3,95
E7,2,5140
L6,3,90
E7,2,5140
L8,3,105
E7,2,5140
L9,3,95
E7,2,5140
L10,3,135
E7,2,5140
M6,3,135
E7,2,5140
M7,3,86
E7,2,5140
M8,3,90
E7,2,5140
D5,1,5105
E8,2,-Infinity
C4,3,41
E8,2,41
C5,3,45
E8,2,45
C6,3,45
E8,2,45
D4,3,45
E8,2,45
D6,3,45
E8,2,45
D7,3,540
E8,2,540
D8,3,40
E8,2,540
D9,3,40
E8,2,540
D10,3,40
E8,2,540
E4,3,50
E8,2,540
E5,3,90
E8,2,540
E7,3,40
E8,2,540
E10,3,541
E8,2,541
E11,3,45
E8,2,541
F4,3,41
E8,2,541
F8,3,40
E8,2,541
F11,3,96
E8,2,541
F12,3,46
E8,2,541
F13,3,45
E8,2,541
G4,3,41
E8,2,541
G5,3,45
E8,2,541
G6,3,41
E8,2,541
G7,3,50
E8,2,541
G9,3,100
E8,2,541
G13,3,55
E8,2,541
G14,3,45
E8,2,541
G15,3,40
E8,2,541
H6,3,40
E8,2,541
H11,3,550
E8,2,550
H12,3,56
E8,2,550
H15,3,40
E8,2,550
I6,3,540
E8,2,550
I7,3,95
E8,2,550
I10,3,42
E8,2,550
I11,3,40
E8,2,550
I12,3,45
E8,2,550
I13,3,45
E8,2,550
I14,3,90
E8,2,550
I15,3,40
E8,2,550
J6,3,40
E8,2,550
J7,3,50
E8,2,550
J9,3,5095
E8,2,5095
J10,3,95
E8,2,5095
K6,3,45
E8,2,5095
K10,3,50
E8,2,5095
L6,3,45
E8,2,5095
L8,3,60
E8,2,5095
L9,3,50
E8,2,5095
L10,3,90
E8,2,5095
M6,3,90
E8,2,5095
M7,3,41
E8,2,5095
M8,3,45
E8,2,5095
D5,1,5095
E10,2,-Infinity
C4,3,-4904
E10,2,-4904
C5,3,-4900
E10,2,-4900
C6,3,-4900
E10,2,-4900
D4,3,-4900
E10,2,-4900
D6,3,-4900
E10,2,-4900
D7,3,-4905
E10,2,-4900
D8,3,-4905
E10,2,-4900
D9,3,-4905
E10,2,-4900
D10,3,-4905
E10,2,-4900
D11,3,-4905
E10,2,-4900
E4,3,-4895
E10,2,-4895
E5,3,-4855
E10,2,-4855
E7,3,-4905
E10,2,-4855
E8,3,-4905
E10,2,-4855
E11,3,-4900
E10,2,-4855
F4,3,-4904
E10,2,-4855
F8,3,-4905
E10,2,-4855
F11,3,-4889
E10,2,-4855
F12,3,-4899
E10,2,-4855
F13,3,-4900
E10,2,-4855
G4,3,-4904
E10,2,-4855
G5,3,-4900
E10,2,-4855
G6,3,-4904
E10,2,-4855
G7,3,-4895
E10,2,-4855
G9,3,-4845
E10,2,-4845
G13,3,-4890
E10,2,-4845
G14,3,-4900
E10,2,-4845
G15,3,-4905
E10,2,-4845
H6,3,-4905
E10,2,-4845
H11,3,-4895
E10,2,-4845
H12,3,-4889
E10,2,-4845
H15,3,-4905
E10,2,-4845
I6,3,-4905
E10,2,-4845
I7,3,-4850
E10,2,-4845
I10,3,-4903
E10,2,-4845
I11,3,-4905
E10,2,-4845
I12,3,-4900
E10,2,-4845
I13,3,-4900
E10,2,-4845
I14,3,-4855
E10,2,-4845
I15,3,-4905
E10,2,-4845
J6,3,-4905
E10,2,-4845
J7,3,-4895
E10,2,-4845
J9,3,150
E10,2,150
J10,3,-4850
E10,2,150
K6,3,-4900
E10,2,150
K10,3,-4895
E10,2,150
L6,3,-4900
E10,2,150
L8,3,-4885
E10,2,150
L9,3,-4895
E10,2,150
L10,3,-4855
E10,2,150
M6,3,-4855
E10,2,150
M7,3,-4904
E10,2,150
M8,3,-4900
E10,2,150
D5,1,150
E11,2,-Infinity
C4,3,101
E11,2,101
C5,3,105
E11,2,105
C6,3,105
E11,2,105
D4,3,105
E11,2,105
D6,3,105
E11,2,105
D7,3,100
E11,2,105
D8,3,100
E11,2,105
D9,3,100
E11,2,105
D10,3,100
E11,2,105
D11,3,100
E11,2,105
D12,3,100
E11,2,105
E4,3,110
E11,2,110
E5,3,150
E11,2,150
E7,3,100
E11,2,150
E8,3,100
E11,2,150
E10,3,601
E11,2,601
E12,3,100
E11,2,601
F4,3,101
E11,2,601
F8,3,100
E11,2,601
F11,3,152
E11,2,601
F12,3,106
E11,2,601
F13,3,105
E11,2,601
G4,3,101
E11,2,601
G5,3,105
E11,2,601
G6,3,101
E11,2,601
G7,3,110
E11,2,601
G9,3,120
E11,2,601
G13,3,115
E11,2,601
G14,3,105
E11,2,601
G15,3,100
E11,2,601
H6,3,100
E11,2,601
H11,3,110
E11,2,601
H12,3,116
E11,2,601
H15,3,100
E11,2,601
I6,3,600
E11,2,601
I7,3,155
E11,2,601
I10,3,102
E11,2,601
I11,3,100
E11,2,601
I12,3,105
E11,2,601
I13,3,105
E11,2,601
I14,3,150
E11,2,601
I15,3,100
E11,2,601
J6,3,100
E11,2,601
J7,3,110
E11,2,601
J9,3,5155
E11,2,5155
J10,3,155
E11,2,5155
K6,3,105
E11,2,5155
K10,3,110
E11,2,5155
L6,3,105
E11,2,5155
L8,3,120
E11,2,5155
L9,3,110
E11,2,5155
L10,3,150
E11,2,5155
M6,3,150
E11,2,5155
M7,3,101
E11,2,5155
M8,3,105
E11,2,5155
D5,1,150
F4,2,-Infinity
C4,3,101
F4,2,101
C5,3,105
F4,2,105
C6,3,105
F4,2,105
D4,3,105
F4,2,105
D6,3,105
F4,2,105
D7,3,100
F4,2,105
D8,3,100
F4,2,105
D9,3,100
F4,2,105
D10,3,100
F4,2,105
E3,3,100
F4,2,105
E4,3,110
F4,2,110
E5,3,150
F4,2,150
E7,3,100
F4,2,150
E8,3,100
F4,2,150
E10,3,601
F4,2,601
E11,3,105
F4,2,601
F3,3,100
F4,2,601
F8,3,100
F4,2,601
F11,3,156
F4,2,601
F12,3,106
F4,2,601
F13,3,105
F4,2,601
G3,3,100
F4,2,601
G4,3,101
F4,2,601
G5,3,105
F4,2,601
G6,3,101
F4,2,601
G7,3,110
F4,2,601
G9,3,160
F4,2,601
G13,3,115
F4,2,601
G14,3,105
F4,2,601
G15,3,100
F4,2,601
H6,3,100
F4,2,601
H11,3,110
F4,2,601
H12,3,116
F4,2,601
H15,3,100
F4,2,601
I6,3,600
F4,2,601
I7,3,155
F4,2,601
I10,3,102
F4,2,601
I11,3,100
F4,2,601
I12,3,105
F4,2,601
I13,3,105
F4,2,601
I14,3,150
F4,2,601
I15,3,100
F4,2,601
J6,3,100
F4,2,601
J7,3,110
F4,2,601
J9,3,5155
F4,2,5155
J10,3,155
F4,2,5155
K6,3,105
F4,2,5155
K10,3,110
F4,2,5155
L6,3,105
F4,2,5155
L8,3,120
F4,2,5155
L9,3,110
F4,2,5155
L10,3,150
F4,2,5155
M6,3,150
F4,2,5155
M7,3,101
F4,2,5155
M8,3,105
F4,2,5155
D5,1,150
F8,2,-Infinity
C4,3,95
F8,2,95
C5,3,99
F8,2,99
C6,3,99
F8,2,99
D4,3,99
F8,2,99
D6,3,99
F8,2,99
D7,3,94
F8,2,99
D8,3,94
F8,2,99
D9,3,94
F8,2,99
D10,3,94
F8,2,99
E4,3,104
F8,2,104
E5,3,144
F8,2,144
E7,3,94
F8,2,144
E8,3,94
F8,2,144
E10,3,595
F8,2,595
E11,3,99
F8,2,595
F4,3,95
F8,2,595
F11,3,150
F8,2,595
F12,3,100
F8,2,595
F13,3,99
F8,2,595
G4,3,95
F8,2,595
G5,3,99
F8,2,595
G6,3,95
F8,2,595
G7,3,104
F8,2,595
G9,3,154
F8,2,595
G13,3,109
F8,2,595
G14,3,99
F8,2,595
G15,3,94
F8,2,595
H6,3,94
F8,2,595
H11,3,104
F8,2,595
H12,3,110
F8,2,595
H15,3,94
F8,2,595
I6,3,594
F8,2,595
I7,3,149
F8,2,595
I10,3,96
F8,2,595
I11,3,94
F8,2,595
I12,3,99
F8,2,595
I13,3,99
F8,2,595
I14,3,144
F8,2,595
I15,3,94
F8,2,595
J6,3,94
F8,2,595
J7,3,104
F8,2,595
J9,3,5149
F8,2,5149
J10,3,149
F8,2,5149
K6,3,99
F8,2,5149
K10,3,104
F8,2,5149
L6,3,99
F8,2,5149
L8,3,114
F8,2,5149
L9,3,104
F8,2,5149
L10,3,144
F8,2,5149
M6,3,144
F8,2,5149
M7,3,95
F8,2,5149
M8,3,99
F8,2,5149
D5,1,150
F11,2,-Infinity
C4,3,100
F11,2,100
C5,3,104
F11,2,104
C6,3,104
F11,2,104
D4,3,104
F11,2,104
D6,3,104
F11,2,104
D7,3,99
F11,2,104
D8,3,99
F11,2,104
D9,3,99
F11,2,104
D10,3,99
F11,2,104
E4,3,109
F11,2,109
E5,3,149
F11,2,149
E7,3,99
F11,2,149
E8,3,99
F11,2,149
E10,3,600
F11,2,600
E11,3,104
F11,2,600
E12,3,99
F11,2,600
F4,3,100
F11,2,600
F8,3,99
F11,2,600
F12,3,105
F11,2,600
F13,3,104
F11,2,600
G4,3,100
F11,2,600
G5,3,104
F11,2,600
G6,3,100
F11,2,600
G7,3,109
F11,2,600
