Move,Depth,Value
H7,3,5
F5,4,5
H7,3,5
F6,4,5
H7,3,5
F8,4,10
H7,3,5
F9,4,10
H7,3,5
G6,4,10
H7,3,5
G7,4,5
H7,3,5
G9,4,-40
H7,3,-40
H6,4,5
H7,3,-40
H9,4,9
H7,3,-40
I6,4,5
H7,3,-40
I8,4,4
H7,3,-40
I9,4,5
H7,3,-40
J6,4,-40
H7,3,-40
J7,4,9
H7,3,-40
J8,4,5
H7,3,-40
E6,2,0
H9,3,Infinity
D5,4,14
H9,3,14
D6,4,10
H9,3,10
D7,4,10
H9,3,10
E5,4,10
H9,3,10
E7,4,10
H9,3,10
E8,4,15
H9,3,10
F5,4,10
H9,3,10
F6,4,10
H9,3,10
F8,4,15
H9,3,10
F9,4,15
H9,3,10
G6,4,15
H9,3,10
G7,4,10
H9,3,10
G9,4,-35
H9,3,-35
G10,4,15
H9,3,-35
H6,4,10
H9,3,-35
H7,4,9
H9,3,-35
H10,4,15
H9,3,-35
I6,4,10
H9,3,-35
I8,4,9
H9,3,-35
I9,4,10
H9,3,-35
I10,4,-85
H9,3,-85
J6,4,-35
H9,3,-85
J7,4,10
H9,3,-85
J8,4,10
H9,3,-85
E6,2,0
I6,3,Infinity
D5,4,4
I6,3,4
D6,4,0
I6,3,0
D7,4,0
I6,3,0
E5,4,0
I6,3,0
E7,4,0
I6,3,0
E8,4,5
I6,3,0
F5,4,0
I6,3,0
F6,4,0
I6,3,0
F8,4,5
I6,3,0
F9,4,5
I6,3,0
G6,4,5
I6,3,0
G7,4,0
I6,3,0
G9,4,-45
I6,3,-45
H5,4,5
I6,3,-45
H6,4,0
I6,3,-45
H7,4,-5
I6,3,-45
H9,4,0
I6,3,-45
I5,4,5
I6,3,-45
I8,4,3
I6,3,-45
I9,4,0
I6,3,-45
J5,4,5
I6,3,-45
J6,4,-45
I6,3,-45
J7,4,0
I6,3,-45
J8,4,0
I6,3,-45
E6,2,0
I8,3,Infinity
D5,4,4
I8,3,4
D6,4,0
I8,3,0
D7,4,0
I8,3,0
E5,4,0
I8,3,0
E7,4,0
I8,3,0
E8,4,5
I8,3,0
F5,4,0
I8,3,0
F6,4,0
I8,3,0
F8,4,5
I8,3,0
F9,4,5
I8,3,0
G6,4,5
I8,3,0
G7,4,0
I8,3,0
G9,4,-45
I8,3,-45
H6,4,0
I8,3,-45
H7,4,-5
I8,3,-45
H9,4,0
I8,3,-45
I6,4,4
I8,3,-45
I9,4,0
I8,3,-45
J6,4,-45
I8,3,-45
J7,4,0
I8,3,-45
J8,4,0
I8,3,-45
J9,4,5
I8,3,-45
E6,2,0
I9,3,Infinity
D5,4,4
I9,3,4
D6,4,0
I9,3,0
D7,4,0
I9,3,0
E5,4,0
I9,3,0
E7,4,0
I9,3,0
E8,4,5
I9,3,0
F5,4,0
I9,3,0
F6,4,0
I9,3,0
F8,4,5
I9,3,0
F9,4,5
I9,3,0
G6,4,5
I9,3,0
G7,4,4
I9,3,0
G9,4,-45
I9,3,-45
H6,4,0
I9,3,-45
H7,4,-5
I9,3,-45
H9,4,0
I9,3,-45
H10,4,5
I9,3,-45
I6,4,0
I9,3,-45
I8,4,3
I9,3,-45
I10,4,5
I9,3,-45
J6,4,-45
I9,3,-45
J7,4,0
I9,3,-45
J8,4,0
I9,3,-45
J9,4,5
I9,3,-45
J10,4,5
I9,3,-45
E6,2,0
J6,3,Infinity
D5,4,4
J6,3,4
D6,4,0
J6,3,0
D7,4,0
J6,3,0
E5,4,0
J6,3,0
E7,4,0
J6,3,0
E8,4,5
J6,3,0
F5,4,0
J6,3,0
F6,4,0
J6,3,0
F8,4,5
J6,3,0
F9,4,5
J6,3,0
G6,4,5
J6,3,0
G7,4,0
J6,3,0
G9,4,-5
J6,3,-5
H6,4,0
J6,3,-5
H7,4,-5
J6,3,-5
H9,4,0
J6,3,-5
I5,4,5
J6,3,-5
I6,4,0
J6,3,-5
I8,4,-1
J6,3,-5
I9,4,0
J6,3,-5
J5,4,5
J6,3,-5
J7,4,0
J6,3,-5
J8,4,0
J6,3,-5
K5,4,5
J6,3,-5
K6,4,5
J6,3,-5
K7,4,5
J6,3,-5
E6,2,0
J7,3,Infinity
D5,4,4
J7,3,4
D6,4,0
J7,3,0
D7,4,0
J7,3,0
E5,4,0
J7,3,0
E7,4,0
J7,3,0
E8,4,5
J7,3,0
F5,4,0
J7,3,0
F6,4,0
J7,3,0
F8,4,5
J7,3,0
F9,4,5
J7,3,0
G6,4,5
J7,3,0
G7,4,0
J7,3,0
G9,4,-45
J7,3,-45
H6,4,0
J7,3,-45
H7,4,-1
J7,3,-45
H9,4,0
J7,3,-45
I6,4,0
J7,3,-45
I8,4,-1
J7,3,-45
I9,4,0
J7,3,-45
J6,4,-45
J7,3,-45
J8,4,0
J7,3,-45
K6,4,5
J7,3,-45
K7,4,5
J7,3,-45
K8,4,5
J7,3,-45
E6,2,0
J8,3,Infinity
D5,4,4
J8,3,4
D6,4,0
J8,3,0
D7,4,0
J8,3,0
E5,4,0
J8,3,0
E7,4,0
J8,3,0
E8,4,5
J8,3,0
F5,4,0
J8,3,0
F6,4,0
J8,3,0
F8,4,5
J8,3,0
F9,4,5
J8,3,0
G6,4,5
J8,3,0
G7,4,0
J8,3,0
G9,4,-45
J8,3,-45
H6,4,4
J8,3,-45
H7,4,-5
J8,3,-45
H9,4,0
J8,3,-45
I6,4,0
J8,3,-45
I8,4,0
J8,3,-45
I9,4,0
J8,3,-45
J6,4,-45
J8,3,-45
J7,4,0
J8,3,-45
J9,4,5
J8,3,-45
K7,4,5
J8,3,-45
K8,4,5
J8,3,-45
K9,4,5
J8,3,-45
E6,2,0
F7,1,0
E7,2,-Infinity
D6,3,Infinity
C5,4,5
D6,3,5
C6,4,5
D6,3,5
C7,4,5
D6,3,5
D5,4,5
D6,3,5
D7,4,4
D6,3,4
D8,4,0
D6,3,0
E5,4,5
D6,3,0
E6,4,0
D6,3,0
E8,4,0
D6,3,0
F6,4,0
D6,3,0
F8,4,4
D6,3,0
F9,4,5
D6,3,0
G6,4,5
D6,3,0
G7,4,0
D6,3,0
G9,4,-45
D6,3,-45
H6,4,0
D6,3,-45
H7,4,-5
D6,3,-45
H9,4,0
D6,3,-45
I6,4,0
D6,3,-45
I8,4,-1
D6,3,-45
I9,4,0
D6,3,-45
J6,4,-45
D6,3,-45
J7,4,0
D6,3,-45
J8,4,0
D6,3,-45
E7,2,-45
D7,3,Infinity
C6,4,5
D7,3,5
C7,4,5
D7,3,5
C8,4,5
D7,3,5
D6,4,0
D7,3,0
D8,4,0
D7,3,0
E6,4,0
D7,3,0
E8,4,0
D7,3,0
F6,4,0
D7,3,0
F8,4,0
D7,3,0
F9,4,5
D7,3,0
G6,4,5
D7,3,0
G7,4,0
D7,3,0
G9,4,-45
D7,3,-45
H6,4,0
D7,3,-45
H7,4,-5
D7,3,-45
H9,4,0
D7,3,-45
I6,4,0
D7,3,-45
I8,4,-1
D7,3,-45
I9,4,0
D7,3,-45
J6,4,-45
D7,3,-45
J7,4,0
D7,3,-45
J8,4,0
D7,3,-45
E7,2,-45
D8,3,Infinity
C7,4,5
D8,3,5
C8,4,5
D8,3,5
C9,4,5
D8,3,5
D6,4,0
D8,3,0
D7,4,4
D8,3,0
D9,4,5
D8,3,0
E6,4,0
D8,3,0
E8,4,0
D8,3,0
E9,4,5
D8,3,0
F6,4,4
D8,3,0
F8,4,0
D8,3,0
F9,4,5
D8,3,0
G6,4,5
D8,3,0
G7,4,0
D8,3,0
G9,4,-45
D8,3,-45
H6,4,0
D8,3,-45
H7,4,-5
D8,3,-45
H9,4,0
D8,3,-45
I6,4,0
D8,3,-45
I8,4,-1
D8,3,-45
I9,4,0
D8,3,-45
J6,4,-45
D8,3,-45
J7,4,0
D8,3,-45
J8,4,0
D8,3,-45
E7,2,-45
E6,3,Infinity
D5,4,-445
E6,3,-445
D6,4,50
E6,3,-445
D7,4,54
E6,3,-445
D8,4,50
E6,3,-445
E5,4,55
E6,3,-445
E8,4,54
E6,3,-445
F5,4,55
E6,3,-445
F6,4,50
E6,3,-445
F8,4,50
E6,3,-445
F9,4,55
E6,3,-445
G6,4,55
E6,3,-445
G7,4,50
E6,3,-445
G9,4,5
E6,3,-445
H6,4,50
E6,3,-445
H7,4,45
E6,3,-445
H9,4,-450
E6,3,-450
I6,4,50
E6,3,-450
I8,4,49
E6,3,-450
I9,4,50
E6,3,-450
J6,4,5
E6,3,-450
J7,4,50
E6,3,-450
J8,4,50
E6,3,-450
E7,2,-45
E8,3,Infinity
D6,4,5
E8,3,5
D7,4,9
E8,3,5
D8,4,5
E8,3,5
D9,4,10
E8,3,5
E6,4,9
E8,3,5
E9,4,10
E8,3,5
F6,4,5
E8,3,5
F8,4,5
E8,3,5
F9,4,10
E8,3,5
G6,4,10
E8,3,5
G7,4,5
E8,3,5
G9,4,-40
E8,3,-40
H6,4,5
E8,3,-40
H7,4,0
E8,3,-40
H9,4,5
E8,3,-40
I6,4,5
E8,3,-40
I8,4,4
E8,3,-40
I9,4,5
E8,3,-40
J6,4,-40
E8,3,-40
J7,4,5
E8,3,-40
J8,4,5
E8,3,-40
E7,2,-40
F6,3,Infinity
D6,4,5
F6,3,5
D7,4,9
F6,3,5
D8,4,9
F6,3,5
E5,4,10
F6,3,5
E6,4,5
F6,3,5
E8,4,5
F6,3,5
F5,4,10
F6,3,5
F8,4,5
F6,3,5
F9,4,10
F6,3,5
G5,4,10
F6,3,5
G6,4,10
F6,3,5
G7,4,9
F6,3,5
G9,4,-40
F6,3,-40
H6,4,5
F6,3,-40
H7,4,0
F6,3,-40
H9,4,5
F6,3,-40
I6,4,5
F6,3,-40
I8,4,4
F6,3,-40
I9,4,5
F6,3,-40
J6,4,-40
F6,3,-40
J7,4,5
F6,3,-40
J8,4,5
F6,3,-40
E7,2,-40
F8,3,Infinity
D6,4,10
F8,3,10
D7,4,10
F8,3,10
D8,4,6
F8,3,6
E6,4,6
F8,3,6
E8,4,6
F8,3,6
E9,4,11
F8,3,6
F6,4,6
F8,3,6
F9,4,11
F8,3,6
G6,4,11
F8,3,6
G7,4,6
F8,3,6
G9,4,-39
F8,3,-39
H6,4,6
F8,3,-39
H7,4,1
F8,3,-39
H9,4,6
F8,3,-39
I6,4,6
F8,3,-39
I8,4,5
F8,3,-39
I9,4,6
F8,3,-39
J6,4,-39
F8,3,-39
J7,4,6
F8,3,-39
J8,4,6
F8,3,-39
E7,2,-39
F9,3,Infinity
D6,4,5
F9,3,5
D7,4,9
F9,3,5
D8,4,5
F9,3,5
E6,4,5
F9,3,5
E8,4,5
F9,3,5
E9,4,10
F9,3,5
E10,4,10
F9,3,5
F6,4,5
F9,3,5
F8,4,5
F9,3,5
F10,4,10
F9,3,5
G6,4,10
F9,3,5
G7,4,5
F9,3,5
G9,4,-40
F9,3,-40
G10,4,10
F9,3,-40
H6,4,5
F9,3,-40
H7,4,0
F9,3,-40
H9,4,5
F9,3,-40
I6,4,5
F9,3,-40
I8,4,4
F9,3,-40
I9,4,5
F9,3,-40
J6,4,-40
F9,3,-40
J7,4,5
F9,3,-40
J8,4,5
F9,3,-40
E7,2,-39
G6,3,Infinity
D6,4,5
G6,3,5
D7,4,9
G6,3,5
D8,4,5
G6,3,5
E6,4,5
G6,3,5
E8,4,5
G6,3,5
F5,4,10
G6,3,5
F6,4,5
G6,3,5
F8,4,5
G6,3,5
F9,4,10
G6,3,5
G5,4,10
G6,3,5
G7,4,5
G6,3,5
G9,4,-40
G6,3,-40
H5,4,10
G6,3,-40
H6,4,5
G6,3,-40
H7,4,0
G6,3,-40
H9,4,5
G6,3,-40
I6,4,5
G6,3,-40
I8,4,4
G6,3,-40
I9,4,5
G6,3,-40
J6,4,-40
G6,3,-40
J7,4,5
G6,3,-40
J8,4,5
G6,3,-40
E7,2,-39
G7,3,Infinity
D6,4,6
G7,3,6
D7,4,10
G7,3,6
D8,4,6
G7,3,6
E6,4,6
G7,3,6
E8,4,6
G7,3,6
F6,4,6
G7,3,6
F8,4,6
G7,3,6
F9,4,11
G7,3,6
G6,4,11
G7,3,6
G9,4,-39
G7,3,-39
H6,4,6
G7,3,-39
H7,4,5
G7,3,-39
H9,4,6
G7,3,-39
I6,4,6
G7,3,-39
I8,4,5
G7,3,-39
I9,4,10
G7,3,-39
J6,4,-39
G7,3,-39
J7,4,6
G7,3,-39
J8,4,6
G7,3,-39
E7,2,-39
G9,3,Infinity
D6,4,5
G9,3,5
D7,4,9
G9,3,5
D8,4,5
G9,3,5
E6,4,5
G9,3,5
E8,4,5
G9,3,5
F6,4,5
G9,3,5
F8,4,9
G9,3,5
F9,4,10
G9,3,5
F10,4,10
G9,3,5
G6,4,10
G9,3,5
G7,4,5
G9,3,5
G10,4,10
G9,3,5
H6,4,5
G9,3,5
H7,4,0
G9,3,0
H9,4,5
G9,3,0
H10,4,10
G9,3,0
I6,4,5
G9,3,0
I8,4,4
G9,3,0
I9,4,5
G9,3,0
J6,4,0
G9,3,0
J7,4,5
G9,3,0
J8,4,5
G9,3,0
E7,2,0
H6,3,Infinity
D6,4,0
H6,3,0
D7,4,4
H6,3,0
D8,4,0
H6,3,0
E6,4,0
H6,3,0
E8,4,0
H6,3,0
F6,4,0
H6,3,0
F8,4,0
H6,3,0
F9,4,5
H6,3,0
G5,4,5
H6,3,0
G6,4,5
H6,3,0
G7,4,0
H6,3,0
G9,4,-45
H6,3,-45
H5,4,5
H6,3,-45
H7,4,-1
H6,3,-45
H9,4,0
H6,3,-45
I5,4,5
H6,3,-45
I6,4,0
H6,3,-45
I8,4,-1
H6,3,-45
I9,4,0
H6,3,-45
J6,4,-45
H6,3,-45
J7,4,0
H6,3,-45
J8,4,4
H6,3,-45
E7,2,0
H7,3,Infinity
D6,4,5
H7,3,5
D7,4,9
H7,3,5
D8,4,5
H7,3,5
E6,4,5
H7,3,5
E8,4,5
H7,3,5
F6,4,5
H7,3,5
F8,4,5
H7,3,5
F9,4,10
H7,3,5
G6,4,10
H7,3,5
G7,4,5
H7,3,5
G9,4,-40
H7,3,-40
H6,4,5
H7,3,-40
H9,4,9
H7,3,-40
I6,4,5
H7,3,-40
I8,4,4
H7,3,-40
I9,4,5
H7,3,-40
J6,4,-40
H7,3,-40
J7,4,9
H7,3,-40
J8,4,5
H7,3,-40
E7,2,0
H9,3,Infinity
D6,4,50
H9,3,50
D7,4,54
H9,3,50
D8,4,50
H9,3,50
E6,4,-450
H9,3,-450
E8,4,50
H9,3,-450
F6,4,50
H9,3,-450
F8,4,50
H9,3,-450
F9,4,55
H9,3,-450
G6,4,55
H9,3,-450
G7,4,50
H9,3,-450
G9,4,5
H9,3,-450
G10,4,55
H9,3,-450
H6,4,50
H9,3,-450
H7,4,49
H9,3,-450
H10,4,55
H9,3,-450
I6,4,50
H9,3,-450
I8,4,49
H9,3,-450
I9,4,50
H9,3,-450
I10,4,-445
H9,3,-450
J6,4,5
H9,3,-450
J7,4,50
H9,3,-450
J8,4,50
H9,3,-450
E7,2,0
I6,3,Infinity
D6,4,0
I6,3,0
D7,4,4
I6,3,0
D8,4,0
I6,3,0
E6,4,0
I6,3,0
E8,4,0
I6,3,0
F6,4,0
I6,3,0
F8,4,0
I6,3,0
F9,4,5
I6,3,0
G6,4,5
I6,3,0
G7,4,0
I6,3,0
G9,4,-45
I6,3,-45
H5,4,5
I6,3,-45
H6,4,0
I6,3,-45
H7,4,-5
I6,3,-45
H9,4,0
I6,3,-45
I5,4,5
I6,3,-45
I8,4,3
I6,3,-45
I9,4,0
I6,3,-45
J5,4,5
I6,3,-45
J6,4,-45
I6,3,-45
J7,4,0
I6,3,-45
J8,4,0
I6,3,-45
E7,2,0
I8,3,Infinity
D6,4,0
I8,3,0
D7,4,4
I8,3,0
D8,4,0
I8,3,0
E6,4,0
I8,3,0
E8,4,0
I8,3,0
F6,4,0
I8,3,0
F8,4,0
I8,3,0
F9,4,5
I8,3,0
G6,4,5
I8,3,0
G7,4,0
I8,3,0
G9,4,-45
I8,3,-45
H6,4,0
I8,3,-45
H7,4,-5
I8,3,-45
H9,4,0
I8,3,-45
I6,4,4
I8,3,-45
I9,4,0
I8,3,-45
J6,4,-45
I8,3,-45
J7,4,0
I8,3,-45
J8,4,0
I8,3,-45
J9,4,5
I8,3,-45
E7,2,0
I9,3,Infinity
D6,4,0
I9,3,0
D7,4,4
I9,3,0
D8,4,0
I9,3,0
E6,4,0
I9,3,0
E8,4,0
I9,3,0
F6,4,0
I9,3,0
F8,4,0
I9,3,0
F9,4,5
I9,3,0
G6,4,5
I9,3,0
G7,4,4
I9,3,0
G9,4,-45
I9,3,-45
H6,4,0
I9,3,-45
H7,4,-5
I9,3,-45
H9,4,0
I9,3,-45
H10,4,5
I9,3,-45
I6,4,0
I9,3,-45
I8,4,3
I9,3,-45
I10,4,5
I9,3,-45
J6,4,-45
I9,3,-45
J7,4,0
I9,3,-45
J8,4,0
I9,3,-45
J9,4,5
I9,3,-45
J10,4,5
I9,3,-45
E7,2,0
J6,3,Infinity
D6,4,0
J6,3,0
D7,4,4
J6,3,0
D8,4,0
J6,3,0
E6,4,0
J6,3,0
E8,4,0
J6,3,0
F6,4,0
J6,3,0
F8,4,0
J6,3,0
F9,4,5
J6,3,0
G6,4,5
J6,3,0
G7,4,0
J6,3,0
G9,4,-5
J6,3,-5
H6,4,0
J6,3,-5
H7,4,-5
J6,3,-5
H9,4,0
J6,3,-5
I5,4,5
J6,3,-5
I6,4,0
J6,3,-5
I8,4,-1
