Move,Depth,Value,Alpha,Beta
C5,2,601,601,5155
I7,3,155,601,5155
C5,2,601,601,5155
I10,3,102,601,5155
C5,2,601,601,5155
I11,3,100,601,5155
C5,2,601,601,5155
I12,3,105,601,5155
C5,2,601,601,5155
I13,3,105,601,5155
C5,2,601,601,5155
I14,3,150,601,5155
C5,2,601,601,5155
I15,3,100,601,5155
C5,2,601,601,5155
J6,3,100,601,5155
C5,2,601,601,5155
J7,3,110,601,5155
C5,2,601,601,5155
J9,3,5155,601,5155
C5,2,5155,601,5155
D5,1,5155,-Infinity,5155
C6,2,-Infinity,-Infinity,5155
B5,3,100,-Infinity,5155
C6,2,100,100,5155
B6,3,100,100,5155
C6,2,100,100,5155
B7,3,100,100,5155
C6,2,100,100,5155
C4,3,101,100,5155
C6,2,101,101,5155
C5,3,105,101,5155
C6,2,105,105,5155
C7,3,100,105,5155
C6,2,105,105,5155
D4,3,105,105,5155
C6,2,105,105,5155
D6,3,105,105,5155
C6,2,105,105,5155
D7,3,100,105,5155
C6,2,105,105,5155
D8,3,100,105,5155
C6,2,105,105,5155
D9,3,100,105,5155
C6,2,105,105,5155
D10,3,100,105,5155
C6,2,105,105,5155
E4,3,106,105,5155
C6,2,106,106,5155
E5,3,150,106,5155
C6,2,150,150,5155
E7,3,100,150,5155
C6,2,150,150,5155
E8,3,100,150,5155
C6,2,150,150,5155
E10,3,601,150,5155
C6,2,601,601,5155
E11,3,105,601,5155
C6,2,601,601,5155
F4,3,101,601,5155
C6,2,601,601,5155
F8,3,100,601,5155
C6,2,601,601,5155
F11,3,156,601,5155
C6,2,601,601,5155
F12,3,106,601,5155
C6,2,601,601,5155
F13,3,105,601,5155
C6,2,601,601,5155
G4,3,101,601,5155
C6,2,601,601,5155
G5,3,105,601,5155
C6,2,601,601,5155
G6,3,101,601,5155
C6,2,601,601,5155
G7,3,110,601,5155
C6,2,601,601,5155
G9,3,160,601,5155
C6,2,601,601,5155
G13,3,115,601,5155
C6,2,601,601,5155
G14,3,105,601,5155
C6,2,601,601,5155
G15,3,100,601,5155
C6,2,601,601,5155
H6,3,100,601,5155
C6,2,601,601,5155
H11,3,110,601,5155
C6,2,601,601,5155
H12,3,116,601,5155
C6,2,601,601,5155
H15,3,100,601,5155
C6,2,601,601,5155
I6,3,600,601,5155
C6,2,601,601,5155
I7,3,155,601,5155
C6,2,601,601,5155
I10,3,102,601,5155
C6,2,601,601,5155
I11,3,100,601,5155
C6,2,601,601,5155
I12,3,105,601,5155
C6,2,601,601,5155
I13,3,105,601,5155
C6,2,601,601,5155
I14,3,150,601,5155
C6,2,601,601,5155
I15,3,100,601,5155
C6,2,601,601,5155
J6,3,100,601,5155
C6,2,601,601,5155
J7,3,110,601,5155
C6,2,601,601,5155
J9,3,5155,601,5155
C6,2,5155,601,5155
D5,1,5155,-Infinity,5155
D4,2,-Infinity,-Infinity,5155
C3,3,100,-Infinity,5155
D4,2,100,100,5155
C4,3,101,100,5155
D4,2,101,101,5155
C5,3,105,101,5155
D4,2,105,105,5155
C6,3,105,105,5155
D4,2,105,105,5155
D3,3,100,105,5155
D4,2,105,105,5155
D6,3,101,105,5155
D4,2,105,105,5155
D7,3,100,105,5155
D4,2,105,105,5155
D8,3,100,105,5155
D4,2,105,105,5155
D9,3,100,105,5155
D4,2,105,105,5155
D10,3,100,105,5155
D4,2,105,105,5155
E3,3,100,105,5155
D4,2,105,105,5155
E4,3,110,105,5155
D4,2,110,110,5155
E5,3,150,110,5155
D4,2,150,150,5155
E7,3,100,150,5155
D4,2,150,150,5155
E8,3,100,150,5155
D4,2,150,150,5155
E10,3,601,150,5155
D4,2,601,601,5155
E11,3,105,601,5155
D4,2,601,601,5155
F4,3,101,601,5155
D4,2,601,601,5155
F8,3,100,601,5155
D4,2,601,601,5155
F11,3,156,601,5155
D4,2,601,601,5155
F12,3,106,601,5155
D4,2,601,601,5155
F13,3,105,601,5155
D4,2,601,601,5155
G4,3,101,601,5155
D4,2,601,601,5155
G5,3,105,601,5155
D4,2,601,601,5155
G6,3,101,601,5155
D4,2,601,601,5155
G7,3,110,601,5155
D4,2,601,601,5155
G9,3,160,601,5155
D4,2,601,601,5155
G13,3,115,601,5155
D4,2,601,601,5155
G14,3,105,601,5155
D4,2,601,601,5155
G15,3,100,601,5155
D4,2,601,601,5155
H6,3,100,601,5155
D4,2,601,601,5155
H11,3,110,601,5155
D4,2,601,601,5155
H12,3,116,601,5155
D4,2,601,601,5155
H15,3,100,601,5155
D4,2,601,601,5155
I6,3,600,601,5155
D4,2,601,601,5155
I7,3,155,601,5155
D4,2,601,601,5155
I10,3,102,601,5155
D4,2,601,601,5155
I11,3,100,601,5155
D4,2,601,601,5155
I12,3,105,601,5155
D4,2,601,601,5155
I13,3,105,601,5155
D4,2,601,601,5155
I14,3,150,601,5155
D4,2,601,601,5155
I15,3,100,601,5155
D4,2,601,601,5155
J6,3,100,601,5155
D4,2,601,601,5155
J7,3,110,601,5155
D4,2,601,601,5155
J9,3,5155,601,5155
D4,2,5155,601,5155
D5,1,5155,-Infinity,5155
D6,2,-Infinity,-Infinity,5155
C4,3,51,-Infinity,5155
D6,2,51,51,5155
C5,3,55,51,5155
D6,2,55,55,5155
C6,3,555,55,5155
D6,2,555,555,5155
C7,3,50,555,5155
D6,2,555,555,5155
D4,3,51,555,5155
D6,2,555,555,5155
D7,3,50,555,5155
D6,2,555,555,5155
D8,3,50,555,5155
D6,2,555,555,5155
D9,3,50,555,5155
D6,2,555,555,5155
D10,3,50,555,5155
D6,2,555,555,5155
E4,3,60,555,5155
D6,2,555,555,5155
E5,3,100,555,5155
D6,2,555,555,5155
E7,3,50,555,5155
D6,2,555,555,5155
E8,3,50,555,5155
D6,2,555,555,5155
E10,3,551,555,5155
D6,2,555,555,5155
E11,3,55,555,5155
D6,2,555,555,5155
F4,3,51,555,5155
D6,2,555,555,5155
F8,3,50,555,5155
D6,2,555,555,5155
F11,3,106,555,5155
D6,2,555,555,5155
F12,3,56,555,5155
D6,2,555,555,5155
F13,3,55,555,5155
D6,2,555,555,5155
G4,3,51,555,5155
D6,2,555,555,5155
G5,3,55,555,5155
D6,2,555,555,5155
G6,3,551,555,5155
D6,2,555,555,5155
G7,3,60,555,5155
D6,2,555,555,5155
G9,3,110,555,5155
D6,2,555,555,5155
G13,3,65,555,5155
D6,2,555,555,5155
G14,3,55,555,5155
D6,2,555,555,5155
G15,3,50,555,5155
D6,2,555,555,5155
H6,3,50,555,5155
D6,2,555,555,5155
H11,3,60,555,5155
D6,2,555,555,5155
H12,3,66,555,5155
D6,2,555,555,5155
H15,3,50,555,5155
D6,2,555,555,5155
I6,3,550,555,5155
D6,2,555,555,5155
I7,3,105,555,5155
D6,2,555,555,5155
I10,3,52,555,5155
D6,2,555,555,5155
I11,3,50,555,5155
D6,2,555,555,5155
I12,3,55,555,5155
D6,2,555,555,5155
I13,3,55,555,5155
D6,2,555,555,5155
I14,3,100,555,5155
D6,2,555,555,5155
I15,3,50,555,5155
D6,2,555,555,5155
J6,3,50,555,5155
D6,2,555,555,5155
J7,3,60,555,5155
D6,2,555,555,5155
J9,3,5105,555,5155
D6,2,5105,5105,5155
J10,3,105,5105,5155
D6,2,5105,5105,5155
K6,3,55,5105,5155
D6,2,5105,5105,5155
K10,3,60,5105,5155
D6,2,5105,5105,5155
L6,3,55,5105,5155
D6,2,5105,5105,5155
L8,3,70,5105,5155
D6,2,5105,5105,5155
L9,3,60,5105,5155
D6,2,5105,5105,5155
L10,3,100,5105,5155
D6,2,5105,5105,5155
M6,3,100,5105,5155
D6,2,5105,5105,5155
M7,3,51,5105,5155
D6,2,5105,5105,5155
M8,3,55,5105,5155
D6,2,5105,5105,5155
D5,1,5105,-Infinity,5105
D7,2,-Infinity,-Infinity,5105
C4,3,100,-Infinity,5105
D7,2,100,100,5105
C5,3,104,100,5105
D7,2,104,104,5105
C6,3,104,104,5105
D7,2,104,104,5105
C7,3,99,104,5105
D7,2,104,104,5105
C8,3,99,104,5105
D7,2,104,104,5105
D4,3,104,104,5105
D7,2,104,104,5105
D6,3,100,104,5105
D7,2,104,104,5105
D8,3,99,104,5105
D7,2,104,104,5105
D9,3,99,104,5105
D7,2,104,104,5105
D10,3,99,104,5105
D7,2,104,104,5105
E4,3,109,104,5105
D7,2,109,109,5105
E5,3,149,109,5105
D7,2,149,149,5105
E7,3,99,149,5105
D7,2,149,149,5105
E8,3,99,149,5105
D7,2,149,149,5105
E10,3,600,149,5105
D7,2,600,600,5105
E11,3,104,600,5105
D7,2,600,600,5105
F4,3,100,600,5105
D7,2,600,600,5105
F8,3,99,600,5105
D7,2,600,600,5105
F11,3,155,600,5105
D7,2,600,600,5105
F12,3,105,600,5105
D7,2,600,600,5105
F13,3,104,600,5105
D7,2,600,600,5105
G4,3,100,600,5105
D7,2,600,600,5105
G5,3,104,600,5105
D7,2,600,600,5105
G6,3,100,600,5105
D7,2,600,600,5105
G7,3,109,600,5105
D7,2,600,600,5105
G9,3,159,600,5105
D7,2,600,600,5105
G13,3,114,600,5105
D7,2,600,600,5105
G14,3,104,600,5105
D7,2,600,600,5105
G15,3,99,600,5105
D7,2,600,600,5105
H6,3,99,600,5105
D7,2,600,600,5105
H11,3,109,600,5105
D7,2,600,600,5105
H12,3,115,600,5105
D7,2,600,600,5105
H15,3,99,600,5105
D7,2,600,600,5105
I6,3,599,600,5105
D7,2,600,600,5105
I7,3,154,600,5105
D7,2,600,600,5105
I10,3,101,600,5105
D7,2,600,600,5105
I11,3,99,600,5105
D7,2,600,600,5105
I12,3,104,600,5105
D7,2,600,600,5105
I13,3,104,600,5105
D7,2,600,600,5105
I14,3,149,600,5105
D7,2,600,600,5105
I15,3,99,600,5105
D7,2,600,600,5105
J6,3,99,600,5105
D7,2,600,600,5105
J7,3,109,600,5105
D7,2,600,600,5105
J9,3,5154,600,5105
D7,2,5154,600,5105
D5,1,5105,-Infinity,5105
D8,2,-Infinity,-Infinity,5105
C4,3,100,-Infinity,5105
D8,2,100,100,5105
C5,3,104,100,5105
D8,2,104,104,5105
C6,3,104,104,5105
D8,2,104,104,5105
C7,3,99,104,5105
D8,2,104,104,5105
C8,3,99,104,5105
D8,2,104,104,5105
C9,3,99,104,5105
D8,2,104,104,5105
D4,3,104,104,5105
D8,2,104,104,5105
D6,3,104,104,5105
D8,2,104,104,5105
D7,3,99,104,5105
D8,2,104,104,5105
D9,3,99,104,5105
D8,2,104,104,5105
D10,3,99,104,5105
D8,2,104,104,5105
E4,3,109,104,5105
D8,2,109,109,5105
E5,3,149,109,5105
D8,2,149,149,5105
E7,3,99,149,5105
D8,2,149,149,5105
E8,3,99,149,5105
D8,2,149,149,5105
E10,3,600,149,5105
D8,2,600,600,5105
E11,3,104,600,5105
D8,2,600,600,5105
F4,3,100,600,5105
D8,2,600,600,5105
F8,3,99,600,5105
D8,2,600,600,5105
F11,3,155,600,5105
D8,2,600,600,5105
F12,3,105,600,5105
D8,2,600,600,5105
F13,3,104,600,5105
D8,2,600,600,5105
G4,3,100,600,5105
D8,2,600,600,5105
G5,3,104,600,5105
D8,2,600,600,5105
G6,3,100,600,5105
D8,2,600,600,5105
G7,3,109,600,5105
D8,2,600,600,5105
G9,3,159,600,5105
D8,2,600,600,5105
G13,3,114,600,5105
D8,2,600,600,5105
G14,3,104,600,5105
D8,2,600,600,5105
G15,3,99,600,5105
D8,2,600,600,5105
H6,3,99,600,5105
D8,2,600,600,5105
H11,3,109,600,5105
D8,2,600,600,5105
H12,3,115,600,5105
D8,2,600,600,5105
H15,3,99,600,5105
D8,2,600,600,5105
I6,3,599,600,5105
D8,2,600,600,5105
I7,3,154,600,5105
D8,2,600,600,5105
I10,3,101,600,5105
D8,2,600,600,5105
I11,3,99,600,5105
D8,2,600,600,5105
I12,3,104,600,5105
D8,2,600,600,5105
I13,3,104,600,5105
D8,2,600,600,5105
I14,3,149,600,5105
D8,2,600,600,5105
I15,3,99,600,5105
D8,2,600,600,5105
J6,3,99,600,5105
D8,2,600,600,5105
J7,3,109,600,5105
D8,2,600,600,5105
J9,3,5154,600,5105
D8,2,5154,600,5105
D5,1,5105,-Infinity,5105
D9,2,-Infinity,-Infinity,5105
C4,3,51,-Infinity,5105
D9,2,51,51,5105
C5,3,55,51,5105
D9,2,55,55,5105
C6,3,55,55,5105
D9,2,55,55,5105
C8,3,50,55,5105
D9,2,55,55,5105
C9,3,550,55,5105
D9,2,550,550,5105
C10,3,50,550,5105
D9,2,550,550,5105
D4,3,55,550,5105
D9,2,550,550,5105
D6,3,55,550,5105
D9,2,550,550,5105
D7,3,50,550,5105
D9,2,550,550,5105
D8,3,50,550,5105
D9,2,550,550,5105
D10,3,50,550,5105
D9,2,550,550,5105
E4,3,60,550,5105
D9,2,550,550,5105
E5,3,100,550,5105
D9,2,550,550,5105
E7,3,50,550,5105
D9,2,550,550,5105
E8,3,50,550,5105
D9,2,550,550,5105
E10,3,551,550,5105
D9,2,551,551,5105
E11,3,55,551,5105
D9,2,551,551,5105
F4,3,51,551,5105
D9,2,551,551,5105
F8,3,50,551,5105
D9,2,551,551,5105
F11,3,106,551,5105
D9,2,551,551,5105
F12,3,56,551,5105
D9,2,551,551,5105
F13,3,55,551,5105
D9,2,551,551,5105
G4,3,51,551,5105
D9,2,551,551,5105
G5,3,55,551,5105
D9,2,551,551,5105
G6,3,51,551,5105
D9,2,551,551,5105
G7,3,60,551,5105
D9,2,551,551,5105
G9,3,610,551,5105
D9,2,610,610,5105
G13,3,65,610,5105
D9,2,610,610,5105
G14,3,55,610,5105
D9,2,610,610,5105
G15,3,50,610,5105
D9,2,610,610,5105
H6,3,50,610,5105
D9,2,610,610,5105
H11,3,60,610,5105
D9,2,610,610,5105
H12,3,66,610,5105
D9,2,610,610,5105
H15,3,50,610,5105
D9,2,610,610,5105
I6,3,550,610,5105
D9,2,610,610,5105
I7,3,105,610,5105
D9,2,610,610,5105
I10,3,52,610,5105
D9,2,610,610,5105
I11,3,50,610,5105
D9,2,610,610,5105
I12,3,55,610,5105
D9,2,610,610,5105
I13,3,55,610,5105
D9,2,610,610,5105
I14,3,100,610,5105
D9,2,610,610,5105
I15,3,50,610,5105
D9,2,610,610,5105
J6,3,50,610,5105
D9,2,610,610,5105
J7,3,60,610,5105
D9,2,610,610,5105
J9,3,5105,610,5105
D9,2,5105,610,5105
D5,1,5105,-Infinity,5105
D10,2,-Infinity,-Infinity,5105
C4,3,96,-Infinity,5105
D10,2,96,96,5105
C5,3,100,96,5105
D10,2,100,100,5105
C6,3,100,100,5105
D10,2,100,100,5105
C9,3,95,100,5105
D10,2,100,100,5105
C10,3,95,100,5105
D10,2,100,100,5105
C11,3,95,100,5105
D10,2,100,100,5105
D4,3,100,100,5105
D10,2,100,100,5105
D6,3,100,100,5105
D10,2,100,100,5105
D7,3,95,100,5105
D10,2,100,100,5105
D8,3,95,100,5105
D10,2,100,100,5105
D9,3,95,100,5105
D10,2,100,100,5105
D11,3,95,100,5105
D10,2,100,100,5105
E4,3,105,100,5105
D10,2,105,105,5105
E5,3,145,105,5105
D10,2,145,145,5105
E7,3,95,145,5105
D10,2,145,145,5105
E8,3,95,145,5105
D10,2,145,145,5105
E10,3,595,145,5105
D10,2,595,595,5105
E11,3,100,595,5105
D10,2,595,595,5105
F4,3,96,595,5105
D10,2,595,595,5105
F8,3,95,595,5105
D10,2,595,595,5105
F11,3,151,595,5105
D10,2,595,595,5105
F12,3,101,595,5105
D10,2,595,595,5105
F13,3,100,595,5105
D10,2,595,595,5105
G4,3,96,595,5105
D10,2,595,595,5105
G5,3,100,595,5105
D10,2,595,595,5105
G6,3,96,595,5105
D10,2,595,595,5105
G7,3,105,595,5105
D10,2,595,595,5105
G9,3,155,595,5105
D10,2,595,595,5105
G13,3,110,595,5105
D10,2,595,595,5105
G14,3,100,595,5105
D10,2,595,595,5105
G15,3,95,595,5105
D10,2,595,595,5105
H6,3,95,595,5105
D10,2,595,595,5105
H11,3,105,595,5105
D10,2,595,595,5105
H12,3,111,595,5105
D10,2,595,595,5105
H15,3,95,595,5105
D10,2,595,595,5105
I6,3,595,595,5105
D10,2,595,595,5105
I7,3,150,595,5105
D10,2,595,595,5105
I10,3,97,595,5105
D10,2,595,595,5105
I11,3,95,595,5105
D10,2,595,595,5105
I12,3,100,595,5105
D10,2,595,595,5105
I13,3,100,595,5105
D10,2,595,595,5105
I14,3,145,595,5105
D10,2,595,595,5105
I15,3,95,595,5105
D10,2,595,595,5105
J6,3,95,595,5105
D10,2,595,595,5105
J7,3,105,595,5105
D10,2,595,595,5105
J9,3,5150,595,5105
D10,2,5150,595,5105
D5,1,5105,-Infinity,5105
E4,2,-Infinity,-Infinity,5105
C4,3,101,-Infinity,5105
E4,2,101,101,5105
C5,3,105,101,5105
E4,2,105,105,5105
C6,3,101,105,5105
E4,2,105,105,5105
D3,3,100,105,5105
E4,2,105,105,5105
D4,3,105,105,5105
E4,2,105,105,5105
D6,3,105,105,5105
E4,2,105,105,5105
D7,3,100,105,5105
E4,2,105,105,5105
D8,3,100,105,5105
E4,2,105,105,5105
D9,3,100,105,5105
E4,2,105,105,5105
D10,3,100,105,5105
E4,2,105,105,5105
E3,3,100,105,5105
E4,2,105,105,5105
E5,3,150,105,5105
E4,2,150,150,5105
E7,3,100,150,5105
E4,2,150,150,5105
E8,3,100,150,5105
E4,2,150,150,5105
E10,3,601,150,5105
E4,2,601,601,5105
E11,3,105,601,5105
E4,2,601,601,5105
F3,3,100,601,5105
E4,2,601,601,5105
F4,3,101,601,5105
E4,2,601,601,5105
F8,3,100,601,5105
E4,2,601,601,5105
F11,3,156,601,5105
E4,2,601,601,5105
F12,3,106,601,5105
E4,2,601,601,5105
F13,3,105,601,5105
E4,2,601,601,5105
G4,3,101,601,5105
E4,2,601,601,5105
G5,3,105,601,5105
E4,2,601,601,5105
G6,3,100,601,5105
E4,2,601,601,5105
G7,3,110,601,5105
E4,2,601,601,5105
G9,3,160,601,5105
E4,2,601,601,5105
G13,3,115,601,5105
E4,2,601,601,5105
G14,3,105,601,5105
E4,2,601,601,5105
G15,3,100,601,5105
E4,2,601,601,5105
H6,3,100,601,5105
E4,2,601,601,5105
H11,3,110,601,5105
E4,2,601,601,5105
H12,3,116,601,5105
E4,2,601,601,5105
H15,3,100,601,5105
E4,2,601,601,5105
I6,3,600,601,5105
E4,2,601,601,5105
I7,3,155,601,5105
E4,2,601,601,5105
I10,3,102,601,5105
E4,2,601,601,5105
I11,3,100,601,5105
E4,2,601,601,5105
I12,3,105,601,5105
E4,2,601,601,5105
I13,3,105,601,5105
E4,2,601,601,5105
I14,3,150,601,5105
E4,2,601,601,5105
I15,3,100,601,5105
E4,2,601,601,5105
J6,3,100,601,5105
E4,2,601,601,5105
J7,3,110,601,5105
E4,2,601,601,5105
J9,3,5155,601,5105
E4,2,5155,601,5105
D5,1,5105,-Infinity,5105
E5,2,-Infinity,-Infinity,5105
C4,3,91,-Infinity,5105
E5,2,91,91,5105
C5,3,91,91,5105
E5,2,91,91,5105
C6,3,95,91,5105
E5,2,95,95,5105
D4,3,95,95,5105
E5,2,95,95,5105
D6,3,95,95,5105
E5,2,95,95,5105
D7,3,90,95,5105
E5,2,95,95,5105
D8,3,90,95,5105
E5,2,95,95,5105
D9,3,90,95,5105
E5,2,95,95,5105
D10,3,90,95,5105
E5,2,95,95,5105
E4,3,100,95,5105
E5,2,100,100,5105
E7,3,90,100,5105
E5,2,100,100,5105
E8,3,90,100,5105
E5,2,100,100,5105
E10,3,591,100,5105
E5,2,591,591,5105
E11,3,95,591,5105
E5,2,591,591,5105
F4,3,91,591,5105
E5,2,591,591,5105
F8,3,90,591,5105
E5,2,591,591,5105
F11,3,146,591,5105
E5,2,591,591,5105
F12,3,96,591,5105
E5,2,591,591,5105
F13,3,95,591,5105
E5,2,591,591,5105
G4,3,91,591,5105
E5,2,591,591,5105
G5,3,91,591,5105
E5,2,591,591,5105
G6,3,91,591,5105
E5,2,591,591,5105
G7,3,100,591,5105
E5,2,591,591,5105
G9,3,150,591,5105
E5,2,591,591,5105
G13,3,105,591,5105
E5,2,591,591,5105
G14,3,95,591,5105
E5,2,591,591,5105
G15,3,90,591,5105
E5,2,591,591,5105
H6,3,90,591,5105
E5,2,591,591,5105
H11,3,100,591,5105
E5,2,591,591,5105
H12,3,106,591,5105
E5,2,591,591,5105
H15,3,90,591,5105
E5,2,591,591,5105
I6,3,590,591,5105
E5,2,591,591,5105
I7,3,145,591,5105
E5,2,591,591,5105
I10,3,92,591,5105
E5,2,591,591,5105
I11,3,90,591,5105
E5,2,591,591,5105
I12,3,95,591,5105
E5,2,591,591,5105
I13,3,95,591,5105
E5,2,591,591,5105
I14,3,140,591,5105
E5,2,591,591,5105
I15,3,90,591,5105
E5,2,591,591,5105
J6,3,90,591,5105
E5,2,591,591,5105
J7,3,100,591,5105
E5,2,591,591,5105
J9,3,5145,591,5105
E5,2,5145,591,5105
D5,1,5105,-Infinity,5105
E7,2,-Infinity,-Infinity,5105
C4,3,86,-Infinity,5105
E7,2,86,86,5105
C5,3,90,86,5105
E7,2,90,90,5105
C6,3,90,90,5105
E7,2,90,90,5105
D4,3,90,90,5105
E7,2,90,90,5105
D6,3,90,90,5105
E7,2,90,90,5105
D7,3,85,90,5105
E7,2,90,90,5105
D8,3,85,90,5105
E7,2,90,90,5105
D9,3,85,90,5105
E7,2,90,90,5105
D10,3,85,90,5105
E7,2,90,90,5105
E4,3,95,90,5105
E7,2,95,95,5105
E5,3,135,95,5105
E7,2,135,135,5105
E8,3,85,135,5105
E7,2,135,135,5105
E10,3,586,135,5105
E7,2,586,586,5105
E11,3,90,586,5105
E7,2,586,586,5105
F4,3,86,586,5105
E7,2,586,586,5105
F8,3,85,586,5105
E7,2,586,586,5105
F11,3,141,586,5105
E7,2,586,586,5105
F12,3,91,586,5105
E7,2,586,586,5105
F13,3,90,586,5105
E7,2,586,586,5105
G4,3,86,586,5105
E7,2,586,586,5105
G5,3,90,586,5105
E7,2,586,586,5105
G6,3,86,586,5105
E7,2,586,586,5105
G7,3,95,586,5105
E7,2,586,586,5105
G9,3,145,586,5105
E7,2,586,586,5105
G13,3,100,586,5105
E7,2,586,586,5105
G14,3,90,586,5105
E7,2,586,586,5105
G15,3,85,586,5105
E7,2,586,586,5105
H6,3,85,586,5105
E7,2,586,586,5105
H11,3,95,586,5105
E7,2,586,586,5105
H12,3,101,586,5105
E7,2,586,586,5105
H15,3,85,586,5105
E7,2,586,586,5105
I6,3,585,586,5105
E7,2,586,586,5105
I7,3,140,586,5105
E7,2,586,586,5105
I10,3,87,586,5105
E7,2,586,586,5105
