Move,Depth,Value
G10,2,1
H9,1,-4
H5,2,1
H9,1,-4
H6,2,-5
H9,1,-5
H10,2,1
H9,1,-5
I5,2,1
H9,1,-5
I8,2,-6
H9,1,-6
I9,2,1
H9,1,-6
I10,2,1
H9,1,-6
J5,2,1
H9,1,-6
J8,2,-5
H9,1,-6
K5,2,1
H9,1,-6
K6,2,-9
H9,1,-9
K8,2,-5
H9,1,-9
L6,2,-9
H9,1,-9
L8,2,-9
H9,1,-9
M6,2,-9
H9,1,-9
M8,2,-9
H9,1,-9
N6,2,-4
H9,1,-9
N7,2,-9
H9,1,-9
N8,2,-4
H9,1,-9
root,0,-1
I5,1,Infinity
F6,2,51
I5,1,51
F7,2,51
I5,1,51
F8,2,51
I5,1,51
G6,2,46
I5,1,46
G8,2,50
I5,1,46
G9,2,51
I5,1,46
H4,2,-449
I5,1,-449
H5,2,51
I5,1,-449
H6,2,45
I5,1,-449
H9,2,51
I5,1,-449
I4,2,51
I5,1,-449
I8,2,40
I5,1,-449
I9,2,51
I5,1,-449
J4,2,51
I5,1,-449
J5,2,51
I5,1,-449
J8,2,45
I5,1,-449
K5,2,51
I5,1,-449
K6,2,41
I5,1,-449
K8,2,45
I5,1,-449
L6,2,41
I5,1,-449
L8,2,-459
I5,1,-459
M6,2,41
I5,1,-459
M8,2,41
I5,1,-459
N6,2,46
I5,1,-459
N7,2,41
I5,1,-459
N8,2,46
I5,1,-459
root,0,-1
I8,1,Infinity
F6,2,5
I8,1,5
F7,2,5
I8,1,5
F8,2,5
I8,1,5
G6,2,4
I8,1,4
G8,2,4
I8,1,4
G9,2,5
I8,1,4
H5,2,5
I8,1,4
H6,2,-1
I8,1,-1
H9,2,5
I8,1,-1
I5,2,5
I8,1,-1
I9,2,5
I8,1,-1
J5,2,5
I8,1,-1
J8,2,-1
I8,1,-1
J9,2,5
I8,1,-1
K5,2,5
I8,1,-1
K6,2,-1
I8,1,-1
K8,2,-1
I8,1,-1
L6,2,-5
I8,1,-5
L8,2,-5
I8,1,-5
M6,2,-5
I8,1,-5
M8,2,-5
I8,1,-5
N6,2,0
I8,1,-5
N7,2,-5
I8,1,-5
N8,2,0
I8,1,-5
root,0,-1
I9,1,Infinity
F6,2,-450
I9,1,-450
F7,2,50
I9,1,-450
F8,2,50
I9,1,-450
G6,2,45
I9,1,-450
G8,2,49
I9,1,-450
G9,2,50
I9,1,-450
H5,2,50
I9,1,-450
H6,2,44
I9,1,-450
H9,2,50
I9,1,-450
H10,2,50
I9,1,-450
I5,2,50
I9,1,-450
I8,2,40
I9,1,-450
I10,2,50
I9,1,-450
J5,2,50
I9,1,-450
J8,2,44
I9,1,-450
J9,2,50
I9,1,-450
J10,2,-450
I9,1,-450
K5,2,50
I9,1,-450
K6,2,40
I9,1,-450
K8,2,44
I9,1,-450
L6,2,40
I9,1,-450
L8,2,40
I9,1,-450
M6,2,40
I9,1,-450
M8,2,40
I9,1,-450
N6,2,45
I9,1,-450
N7,2,40
I9,1,-450
N8,2,45
I9,1,-450
root,0,-1
J5,1,Infinity
F6,2,2
J5,1,2
F7,2,2
J5,1,2
F8,2,2
J5,1,2
G6,2,-3
J5,1,-3
G8,2,1
J5,1,-3
G9,2,2
J5,1,-3
H5,2,2
J5,1,-3
H6,2,-4
J5,1,-4
H9,2,2
J5,1,-4
I4,2,2
J5,1,-4
I5,2,2
J5,1,-4
I8,2,-9
J5,1,-9
I9,2,2
J5,1,-9
J4,2,2
J5,1,-9
J8,2,-4
J5,1,-9
K4,2,2
J5,1,-9
K5,2,2
J5,1,-9
K6,2,-4
J5,1,-9
K8,2,-4
J5,1,-9
L6,2,-8
J5,1,-9
L8,2,-8
J5,1,-9
M6,2,-8
J5,1,-9
M8,2,-8
J5,1,-9
N6,2,-3
J5,1,-9
N7,2,-8
J5,1,-9
N8,2,-3
J5,1,-9
root,0,-1
J8,1,Infinity
F6,2,5
J8,1,5
F7,2,5
J8,1,5
F8,2,5
J8,1,5
G6,2,0
J8,1,0
G8,2,4
J8,1,0
G9,2,5
J8,1,0
H5,2,5
J8,1,0
H6,2,3
J8,1,0
H9,2,5
J8,1,0
I5,2,5
J8,1,0
I8,2,-6
J8,1,-6
I9,2,5
J8,1,-6
J5,2,5
J8,1,-6
J9,2,5
J8,1,-6
K5,2,5
J8,1,-6
K6,2,-5
J8,1,-6
K8,2,-1
J8,1,-6
K9,2,5
J8,1,-6
L6,2,-5
J8,1,-6
L8,2,-5
J8,1,-6
M6,2,-5
J8,1,-6
M8,2,-5
J8,1,-6
N6,2,0
J8,1,-6
N7,2,-5
J8,1,-6
N8,2,0
J8,1,-6
root,0,-1
K5,1,Infinity
F6,2,1
K5,1,1
F7,2,1
K5,1,1
F8,2,1
K5,1,1
G6,2,-4
K5,1,-4
G8,2,0
K5,1,-4
G9,2,1
K5,1,-4
H5,2,1
K5,1,-4
H6,2,-5
K5,1,-5
H9,2,1
K5,1,-5
I5,2,1
K5,1,-5
I8,2,-10
K5,1,-10
I9,2,1
K5,1,-10
J4,2,1
K5,1,-10
J5,2,1
K5,1,-10
J8,2,-5
K5,1,-10
K4,2,1
K5,1,-10
K6,2,-9
K5,1,-10
K8,2,-5
K5,1,-10
L4,2,1
K5,1,-10
L5,2,1
K5,1,-10
L6,2,-5
K5,1,-10
L8,2,-9
K5,1,-10
M6,2,-9
K5,1,-10
M8,2,-9
K5,1,-10
N6,2,-4
K5,1,-10
N7,2,-9
K5,1,-10
N8,2,-4
K5,1,-10
root,0,-1
K6,1,Infinity
F6,2,55
K6,1,55
F7,2,55
K6,1,55
F8,2,55
K6,1,55
G6,2,50
K6,1,50
G8,2,54
K6,1,50
G9,2,55
K6,1,50
H5,2,55
K6,1,50
H6,2,-451
K6,1,-451
H9,2,55
K6,1,-451
I5,2,55
K6,1,-451
I8,2,48
K6,1,-451
I9,2,55
K6,1,-451
J5,2,55
K6,1,-451
J8,2,49
K6,1,-451
K5,2,55
K6,1,-451
K8,2,49
K6,1,-451
L5,2,55
K6,1,-451
L6,2,-455
K6,1,-455
L8,2,45
K6,1,-455
M6,2,45
K6,1,-455
M8,2,49
K6,1,-455
N6,2,50
K6,1,-455
N7,2,45
K6,1,-455
N8,2,50
K6,1,-455
root,0,-1
K8,1,Infinity
F6,2,5
K8,1,5
F7,2,5
K8,1,5
F8,2,5
K8,1,5
G6,2,0
K8,1,0
G8,2,4
K8,1,0
G9,2,5
K8,1,0
H5,2,5
K8,1,0
H6,2,-1
K8,1,-1
H9,2,5
K8,1,-1
I5,2,5
K8,1,-1
I8,2,-6
K8,1,-6
I9,2,5
K8,1,-6
J5,2,5
K8,1,-6
J8,2,-1
K8,1,-6
J9,2,5
K8,1,-6
K5,2,5
K8,1,-6
K6,2,-5
K8,1,-6
K9,2,5
K8,1,-6
L6,2,-5
K8,1,-6
L8,2,-5
K8,1,-6
L9,2,5
K8,1,-6
M6,2,-1
K8,1,-6
M8,2,-5
K8,1,-6
N6,2,0
K8,1,-6
N7,2,-5
K8,1,-6
N8,2,0
K8,1,-6
root,0,-1
L6,1,Infinity
F6,2,5
L6,1,5
F7,2,5
L6,1,5
F8,2,5
L6,1,5
G6,2,0
L6,1,0
G8,2,4
L6,1,0
G9,2,5
L6,1,0
H5,2,5
L6,1,0
H6,2,-1
L6,1,-1
H9,2,5
L6,1,-1
I5,2,5
L6,1,-1
I8,2,-6
L6,1,-6
I9,2,5
L6,1,-6
J5,2,5
L6,1,-6
J8,2,-1
L6,1,-6
K5,2,5
L6,1,-6
K6,2,-5
L6,1,-6
K8,2,-1
L6,1,-6
L5,2,5
L6,1,-6
L8,2,-1
L6,1,-6
M5,2,5
L6,1,-6
M6,2,-5
L6,1,-6
M8,2,-5
L6,1,-6
N6,2,0
L6,1,-6
N7,2,-5
L6,1,-6
N8,2,4
L6,1,-6
root,0,-1
L8,1,Infinity
F6,2,50
L8,1,50
F7,2,50
L8,1,50
F8,2,50
L8,1,50
G6,2,45
L8,1,45
G8,2,49
L8,1,45
G9,2,50
L8,1,45
H5,2,50
L8,1,45
H6,2,44
L8,1,44
H9,2,50
L8,1,44
I5,2,-450
L8,1,-450
I8,2,39
L8,1,-450
I9,2,50
L8,1,-450
J5,2,50
L8,1,-450
J8,2,44
L8,1,-450
K5,2,50
L8,1,-450
K6,2,40
L8,1,-450
K8,2,44
L8,1,-450
K9,2,50
L8,1,-450
L6,2,44
L8,1,-450
L9,2,50
L8,1,-450
M6,2,40
L8,1,-450
M8,2,40
L8,1,-450
M9,2,-450
L8,1,-450
N6,2,49
L8,1,-450
N7,2,40
L8,1,-450
N8,2,45
L8,1,-450
root,0,-1
M6,1,Infinity
F6,2,0
M6,1,0
F7,2,0
M6,1,0
F8,2,0
M6,1,0
G6,2,-5
M6,1,-5
G8,2,-1
M6,1,-5
G9,2,0
M6,1,-5
H5,2,0
M6,1,-5
H6,2,-6
M6,1,-6
H9,2,0
M6,1,-6
I5,2,0
M6,1,-6
I8,2,-11
M6,1,-11
I9,2,0
M6,1,-11
J5,2,0
M6,1,-11
J8,2,-6
M6,1,-11
K5,2,0
M6,1,-11
K6,2,-10
M6,1,-11
K8,2,-2
M6,1,-11
L5,2,0
M6,1,-11
L6,2,-10
M6,1,-11
L8,2,-10
M6,1,-11
M5,2,0
M6,1,-11
M8,2,-6
M6,1,-11
N5,2,0
M6,1,-11
N6,2,-5
M6,1,-11
N7,2,-10
M6,1,-11
N8,2,-5
M6,1,-11
root,0,-1
M8,1,Infinity
F6,2,0
M8,1,0
F7,2,0
M8,1,0
F8,2,0
M8,1,0
G6,2,-5
M8,1,-5
G8,2,-1
M8,1,-5
G9,2,0
M8,1,-5
H5,2,0
M8,1,-5
H6,2,-6
M8,1,-6
H9,2,0
M8,1,-6
I5,2,0
M8,1,-6
I8,2,-11
M8,1,-11
I9,2,0
M8,1,-11
J5,2,0
M8,1,-11
J8,2,-6
M8,1,-11
K5,2,0
M8,1,-11
K6,2,-6
M8,1,-11
K8,2,-6
M8,1,-11
L6,2,-10
M8,1,-11
L8,2,-10
M8,1,-11
L9,2,0
M8,1,-11
M6,2,-6
M8,1,-11
M9,2,0
M8,1,-11
N6,2,-5
M8,1,-11
N7,2,-10
M8,1,-11
N8,2,-5
M8,1,-11
N9,2,0
M8,1,-11
root,0,-1
N6,1,Infinity
F6,2,0
N6,1,0
F7,2,0
N6,1,0
F8,2,0
N6,1,0
G6,2,-5
N6,1,-5
G8,2,-1
N6,1,-5
G9,2,0
N6,1,-5
H5,2,0
N6,1,-5
H6,2,-6
N6,1,-6
H9,2,0
N6,1,-6
I5,2,0
N6,1,-6
I8,2,-11
N6,1,-11
I9,2,0
N6,1,-11
J5,2,0
N6,1,-11
J8,2,-6
N6,1,-11
K5,2,0
N6,1,-11
K6,2,-10
N6,1,-11
K8,2,-6
N6,1,-11
L6,2,-10
N6,1,-11
L8,2,-6
N6,1,-11
M5,2,0
N6,1,-11
M6,2,-10
N6,1,-11
M8,2,-10
N6,1,-11
N5,2,0
N6,1,-11
N7,2,-10
N6,1,-11
N8,2,-5
N6,1,-11
O5,2,0
N6,1,-11
O6,2,0
N6,1,-11
O7,2,0
N6,1,-11
root,0,-1
N7,1,Infinity
F6,2,0
N7,1,0
F7,2,0
N7,1,0
F8,2,0
N7,1,0
G6,2,-5
N7,1,-5
G8,2,-1
N7,1,-5
G9,2,0
N7,1,-5
H5,2,0
N7,1,-5
H6,2,-6
N7,1,-6
H9,2,0
N7,1,-6
I5,2,0
N7,1,-6
I8,2,-11
N7,1,-11
I9,2,0
N7,1,-11
J5,2,0
N7,1,-11
J8,2,-6
N7,1,-11
K5,2,0
N7,1,-11
K6,2,-10
N7,1,-11
K8,2,-6
N7,1,-11
L6,2,-10
N7,1,-11
L8,2,-10
N7,1,-11
M6,2,-10
N7,1,-11
M8,2,-10
N7,1,-11
N6,2,-5
N7,1,-11
N8,2,-5
N7,1,-11
O6,2,0
N7,1,-11
O7,2,0
N7,1,-11
O8,2,0
N7,1,-11
root,0,-1
N8,1,Infinity
F6,2,0
N8,1,0
F7,2,0
N8,1,0
F8,2,0
N8,1,0
G6,2,-5
N8,1,-5
G8,2,-1
N8,1,-5
G9,2,0
N8,1,-5
H5,2,0
N8,1,-5
H6,2,-6
N8,1,-6
H9,2,0
N8,1,-6
I5,2,0
N8,1,-6
I8,2,-11
N8,1,-11
I9,2,0
N8,1,-11
J5,2,0
N8,1,-11
J8,2,-6
N8,1,-11
K5,2,0
N8,1,-11
K6,2,-10
N8,1,-11
K8,2,-6
N8,1,-11
L6,2,-6
N8,1,-11
L8,2,-10
N8,1,-11
M6,2,-10
N8,1,-11
M8,2,-10
N8,1,-11
M9,2,0
N8,1,-11
N6,2,-5
N8,1,-11
N7,2,-10
N8,1,-11
N9,2,0
N8,1,-11
O7,2,0
N8,1,-11
O8,2,0
N8,1,-11
O9,2,0
N8,1,-11
root,0,-1
