Move,Depth,Value,Alpha,Beta
D6,3,-50,-55,-50
G10,4,0,-55,-50
D6,3,-50,-55,-50
G11,4,0,-55,-50
D6,3,-50,-55,-50
H6,4,-5,-55,-50
D6,3,-50,-55,-50
H7,4,-15,-55,-50
D6,3,-50,-55,-50
H9,4,-2,-55,-50
D6,3,-50,-55,-50
H11,4,0,-55,-50
D6,3,-50,-55,-50
I6,4,-5,-55,-50
D6,3,-50,-55,-50
I8,4,-55,-55,-50
D6,3,-55,-55,-50
E6,2,-55,-55,Infinity
D7,3,Infinity,-55,Infinity
C6,4,0,-55,Infinity
D7,3,0,-55,0
C7,4,0,-55,0
D7,3,0,-55,0
C8,4,0,-55,0
D7,3,0,-55,0
D5,4,-1,-55,0
D7,3,-1,-55,-1
D6,4,-5,-55,-1
D7,3,-5,-55,-5
D8,4,0,-55,-5
D7,3,-5,-55,-5
E5,4,-5,-55,-5
D7,3,-5,-55,-5
E7,4,-5,-55,-5
D7,3,-5,-55,-5
E8,4,0,-55,-5
D7,3,-5,-55,-5
F5,4,-1,-55,-5
D7,3,-5,-55,-5
F6,4,-5,-55,-5
D7,3,-5,-55,-5
F8,4,-50,-55,-5
D7,3,-50,-55,-50
F9,4,-5,-55,-50
D7,3,-50,-55,-50
F10,4,0,-55,-50
D7,3,-50,-55,-50
G6,4,0,-55,-50
D7,3,-50,-55,-50
G7,4,-6,-55,-50
D7,3,-50,-55,-50
G10,4,0,-55,-50
D7,3,-50,-55,-50
G11,4,0,-55,-50
D7,3,-50,-55,-50
H6,4,-5,-55,-50
D7,3,-50,-55,-50
H7,4,-15,-55,-50
D7,3,-50,-55,-50
H9,4,-2,-55,-50
D7,3,-50,-55,-50
H11,4,0,-55,-50
D7,3,-50,-55,-50
I6,4,-5,-55,-50
D7,3,-50,-55,-50
I8,4,-55,-55,-50
D7,3,-55,-55,-50
E6,2,-55,-55,Infinity
E5,3,Infinity,-55,Infinity
D4,4,0,-55,Infinity
E5,3,0,-55,0
D5,4,-1,-55,0
E5,3,-1,-55,-1
D6,4,-5,-55,-1
E5,3,-5,-55,-5
D7,4,-5,-55,-5
E5,3,-5,-55,-5
E4,4,0,-55,-5
E5,3,-5,-55,-5
E7,4,-1,-55,-5
E5,3,-5,-55,-5
E8,4,0,-55,-5
E5,3,-5,-55,-5
F4,4,0,-55,-5
E5,3,-5,-55,-5
F5,4,-5,-55,-5
E5,3,-5,-55,-5
F6,4,-5,-55,-5
E5,3,-5,-55,-5
F8,4,-50,-55,-5
E5,3,-50,-55,-50
F9,4,-5,-55,-50
E5,3,-50,-55,-50
F10,4,0,-55,-50
E5,3,-50,-55,-50
G6,4,0,-55,-50
E5,3,-50,-55,-50
G7,4,-6,-55,-50
E5,3,-50,-55,-50
G10,4,0,-55,-50
E5,3,-50,-55,-50
G11,4,0,-55,-50
E5,3,-50,-55,-50
H6,4,-5,-55,-50
E5,3,-50,-55,-50
H7,4,-15,-55,-50
E5,3,-50,-55,-50
H9,4,-2,-55,-50
E5,3,-50,-55,-50
H11,4,0,-55,-50
E5,3,-50,-55,-50
I6,4,-5,-55,-50
E5,3,-50,-55,-50
I8,4,-55,-55,-50
E5,3,-55,-55,-50
E6,2,-55,-55,Infinity
E7,3,Infinity,-55,Infinity
D5,4,4,-55,Infinity
E7,3,4,-55,4
D6,4,0,-55,4
E7,3,0,-55,0
D7,4,0,-55,0
E7,3,0,-55,0
D8,4,5,-55,0
E7,3,0,-55,0
E5,4,4,-55,0
E7,3,0,-55,0
E8,4,5,-55,0
E7,3,0,-55,0
F5,4,0,-55,0
E7,3,0,-55,0
F6,4,0,-55,0
E7,3,0,-55,0
F8,4,-45,-55,0
E7,3,-45,-55,-45
F9,4,0,-55,-45
E7,3,-45,-55,-45
F10,4,5,-55,-45
E7,3,-45,-55,-45
G6,4,5,-55,-45
E7,3,-45,-55,-45
G7,4,-1,-55,-45
E7,3,-45,-55,-45
G10,4,5,-55,-45
E7,3,-45,-55,-45
G11,4,5,-55,-45
E7,3,-45,-55,-45
H6,4,0,-55,-45
E7,3,-45,-55,-45
H7,4,-10,-55,-45
E7,3,-45,-55,-45
H9,4,3,-55,-45
E7,3,-45,-55,-45
H11,4,5,-55,-45
E7,3,-45,-55,-45
I6,4,0,-55,-45
E7,3,-45,-55,-45
I8,4,-50,-55,-45
E7,3,-50,-55,-50
I9,4,0,-55,-50
E7,3,-50,-55,-50
I10,4,5,-55,-50
E7,3,-50,-55,-50
I11,4,5,-55,-50
E7,3,-50,-55,-50
J6,4,-5,-55,-50
E7,3,-50,-55,-50
J7,4,0,-55,-50
E7,3,-50,-55,-50
J8,4,0,-55,-50
E7,3,-50,-55,-50
E6,2,-50,-50,Infinity
E8,3,Infinity,-50,Infinity
D5,4,4,-50,Infinity
E8,3,4,-50,4
D6,4,0,-50,4
E8,3,0,-50,0
D7,4,0,-50,0
E8,3,0,-50,0
D8,4,5,-50,0
E8,3,0,-50,0
D9,4,5,-50,0
E8,3,0,-50,0
E5,4,0,-50,0
E8,3,0,-50,0
E7,4,4,-50,0
E8,3,0,-50,0
E9,4,5,-50,0
E8,3,0,-50,0
F5,4,0,-50,0
E8,3,0,-50,0
F6,4,0,-50,0
E8,3,0,-50,0
F8,4,-5,-50,0
E8,3,-5,-50,-5
F9,4,0,-50,-5
E8,3,-5,-50,-5
F10,4,5,-50,-5
E8,3,-5,-50,-5
G6,4,5,-50,-5
E8,3,-5,-50,-5
G7,4,-1,-50,-5
E8,3,-5,-50,-5
G10,4,5,-50,-5
E8,3,-5,-50,-5
G11,4,5,-50,-5
E8,3,-5,-50,-5
H6,4,0,-50,-5
E8,3,-5,-50,-5
H7,4,-10,-50,-5
E8,3,-10,-50,-10
H9,4,3,-50,-10
E8,3,-10,-50,-10
H11,4,5,-50,-10
E8,3,-10,-50,-10
I6,4,0,-50,-10
E8,3,-10,-50,-10
I8,4,-50,-50,-10
E8,3,-50,-50,-10
E6,2,-50,-50,Infinity
F5,3,Infinity,-50,Infinity
D5,4,-1,-50,Infinity
F5,3,-1,-50,-1
D6,4,-5,-50,-1
F5,3,-5,-50,-5
D7,4,-1,-50,-5
F5,3,-5,-50,-5
E4,4,0,-50,-5
F5,3,-5,-50,-5
E5,4,-5,-50,-5
F5,3,-5,-50,-5
E7,4,-5,-50,-5
F5,3,-5,-50,-5
E8,4,0,-50,-5
F5,3,-5,-50,-5
F4,4,0,-50,-5
F5,3,-5,-50,-5
F6,4,-5,-50,-5
F5,3,-5,-50,-5
F8,4,-50,-50,-5
F5,3,-50,-50,-5
E6,2,-50,-50,Infinity
F6,3,Infinity,-50,Infinity
D5,4,4,-50,Infinity
F6,3,4,-50,4
D6,4,4,-50,4
F6,3,4,-50,4
D7,4,0,-50,4
F6,3,0,-50,0
E5,4,0,-50,0
F6,3,0,-50,0
E7,4,0,-50,0
F6,3,0,-50,0
E8,4,5,-50,0
F6,3,0,-50,0
F5,4,0,-50,0
F6,3,0,-50,0
F8,4,-45,-50,0
F6,3,-45,-50,-45
F9,4,0,-50,-45
F6,3,-45,-50,-45
F10,4,5,-50,-45
F6,3,-45,-50,-45
G5,4,5,-50,-45
F6,3,-45,-50,-45
G6,4,5,-50,-45
F6,3,-45,-50,-45
G7,4,3,-50,-45
F6,3,-45,-50,-45
G10,4,5,-50,-45
F6,3,-45,-50,-45
G11,4,5,-50,-45
F6,3,-45,-50,-45
H6,4,0,-50,-45
F6,3,-45,-50,-45
H7,4,-10,-50,-45
F6,3,-45,-50,-45
H9,4,3,-50,-45
F6,3,-45,-50,-45
H11,4,5,-50,-45
F6,3,-45,-50,-45
I6,4,0,-50,-45
F6,3,-45,-50,-45
I8,4,-50,-50,-45
F6,3,-50,-50,-45
E6,2,-50,-50,Infinity
F8,3,Infinity,-50,Infinity
D5,4,54,-50,Infinity
F8,3,54,-50,54
D6,4,50,-50,54
F8,3,50,-50,50
D7,4,50,-50,50
F8,3,50,-50,50
E5,4,50,-50,50
F8,3,50,-50,50
E7,4,-450,-50,50
F8,3,-450,-50,50
E6,2,-50,-50,Infinity
F9,3,Infinity,-50,Infinity
D5,4,4,-50,Infinity
F9,3,4,-50,4
D6,4,0,-50,4
F9,3,0,-50,0
D7,4,0,-50,0
F9,3,0,-50,0
E5,4,0,-50,0
F9,3,0,-50,0
E7,4,0,-50,0
F9,3,0,-50,0
E8,4,5,-50,0
F9,3,0,-50,0
E9,4,5,-50,0
F9,3,0,-50,0
E10,4,5,-50,0
F9,3,0,-50,0
F5,4,0,-50,0
F9,3,0,-50,0
F6,4,0,-50,0
F9,3,0,-50,0
F8,4,-45,-50,0
F9,3,-45,-50,-45
F10,4,5,-50,-45
F9,3,-45,-50,-45
G6,4,5,-50,-45
F9,3,-45,-50,-45
G7,4,-1,-50,-45
F9,3,-45,-50,-45
G10,4,5,-50,-45
F9,3,-45,-50,-45
G11,4,5,-50,-45
F9,3,-45,-50,-45
H6,4,0,-50,-45
F9,3,-45,-50,-45
H7,4,-6,-50,-45
F9,3,-45,-50,-45
H9,4,3,-50,-45
F9,3,-45,-50,-45
H11,4,5,-50,-45
F9,3,-45,-50,-45
I6,4,0,-50,-45
F9,3,-45,-50,-45
I8,4,-50,-50,-45
F9,3,-50,-50,-45
E6,2,-50,-50,Infinity
F10,3,Infinity,-50,Infinity
D5,4,0,-50,Infinity
F10,3,0,-50,0
D6,4,-4,-50,0
F10,3,-4,-50,-4
D7,4,-4,-50,-4
F10,3,-4,-50,-4
E5,4,-4,-50,-4
F10,3,-4,-50,-4
E7,4,-4,-50,-4
F10,3,-4,-50,-4
E8,4,1,-50,-4
F10,3,-4,-50,-4
E9,4,1,-50,-4
F10,3,-4,-50,-4
E10,4,1,-50,-4
F10,3,-4,-50,-4
E11,4,1,-50,-4
F10,3,-4,-50,-4
F5,4,-4,-50,-4
F10,3,-4,-50,-4
F6,4,-4,-50,-4
F10,3,-4,-50,-4
F8,4,-49,-50,-4
F10,3,-49,-50,-49
F9,4,-4,-50,-49
F10,3,-49,-50,-49
F11,4,1,-50,-49
F10,3,-49,-50,-49
G6,4,1,-50,-49
F10,3,-49,-50,-49
G7,4,-5,-50,-49
F10,3,-49,-50,-49
G10,4,1,-50,-49
F10,3,-49,-50,-49
G11,4,1,-50,-49
F10,3,-49,-50,-49
H6,4,-4,-50,-49
F10,3,-49,-50,-49
H7,4,-14,-50,-49
F10,3,-49,-50,-49
H9,4,-1,-50,-49
F10,3,-49,-50,-49
H11,4,1,-50,-49
F10,3,-49,-50,-49
I6,4,-4,-50,-49
F10,3,-49,-50,-49
I8,4,-54,-50,-49
F10,3,-54,-50,-49
E6,2,-50,-50,Infinity
G6,3,Infinity,-50,Infinity
D5,4,4,-50,Infinity
G6,3,4,-50,4
D6,4,0,-50,4
G6,3,0,-50,0
D7,4,0,-50,0
G6,3,0,-50,0
E5,4,0,-50,0
G6,3,0,-50,0
E7,4,0,-50,0
G6,3,0,-50,0
E8,4,5,-50,0
G6,3,0,-50,0
F5,4,0,-50,0
G6,3,0,-50,0
F6,4,4,-50,0
G6,3,0,-50,0
F8,4,-45,-50,0
G6,3,-45,-50,-45
F9,4,0,-50,-45
G6,3,-45,-50,-45
F10,4,5,-50,-45
G6,3,-45,-50,-45
G5,4,5,-50,-45
G6,3,-45,-50,-45
G7,4,0,-50,-45
G6,3,-45,-50,-45
G10,4,5,-50,-45
G6,3,-45,-50,-45
G11,4,5,-50,-45
G6,3,-45,-50,-45
H5,4,5,-50,-45
G6,3,-45,-50,-45
H6,4,0,-50,-45
G6,3,-45,-50,-45
H7,4,-10,-50,-45
G6,3,-45,-50,-45
H9,4,3,-50,-45
G6,3,-45,-50,-45
H11,4,5,-50,-45
G6,3,-45,-50,-45
I6,4,0,-50,-45
G6,3,-45,-50,-45
I8,4,-50,-50,-45
G6,3,-50,-50,-45
E6,2,-50,-50,Infinity
G7,3,Infinity,-50,Infinity
D5,4,4,-50,Infinity
G7,3,4,-50,4
D6,4,0,-50,4
G7,3,0,-50,0
D7,4,0,-50,0
G7,3,0,-50,0
E5,4,0,-50,0
G7,3,0,-50,0
E7,4,0,-50,0
G7,3,0,-50,0
E8,4,5,-50,0
G7,3,0,-50,0
F5,4,0,-50,0
G7,3,0,-50,0
F6,4,0,-50,0
G7,3,0,-50,0
F8,4,-45,-50,0
G7,3,-45,-50,-45
F9,4,0,-50,-45
G7,3,-45,-50,-45
F10,4,5,-50,-45
G7,3,-45,-50,-45
G6,4,5,-50,-45
G7,3,-45,-50,-45
G10,4,5,-50,-45
G7,3,-45,-50,-45
G11,4,5,-50,-45
G7,3,-45,-50,-45
H6,4,0,-50,-45
G7,3,-45,-50,-45
H7,4,-6,-50,-45
G7,3,-45,-50,-45
H9,4,3,-50,-45
G7,3,-45,-50,-45
H11,4,5,-50,-45
G7,3,-45,-50,-45
I6,4,0,-50,-45
G7,3,-45,-50,-45
I8,4,-50,-50,-45
G7,3,-50,-50,-45
E6,2,-50,-50,Infinity
G10,3,Infinity,-50,Infinity
D5,4,5,-50,Infinity
G10,3,5,-50,5
D6,4,1,-50,5
G10,3,1,-50,1
D7,4,1,-50,1
G10,3,1,-50,1
E5,4,1,-50,1
G10,3,1,-50,1
E7,4,1,-50,1
G10,3,1,-50,1
E8,4,6,-50,1
G10,3,1,-50,1
F5,4,1,-50,1
G10,3,1,-50,1
F6,4,1,-50,1
G10,3,1,-50,1
F8,4,-44,-50,1
G10,3,-44,-50,-44
F9,4,1,-50,-44
G10,3,-44,-50,-44
F10,4,6,-50,-44
G10,3,-44,-50,-44
F11,4,6,-50,-44
G10,3,-44,-50,-44
G6,4,6,-50,-44
G10,3,-44,-50,-44
G7,4,0,-50,-44
G10,3,-44,-50,-44
G11,4,6,-50,-44
G10,3,-44,-50,-44
H6,4,1,-50,-44
G10,3,-44,-50,-44
H7,4,-9,-50,-44
G10,3,-44,-50,-44
H9,4,4,-50,-44
G10,3,-44,-50,-44
H11,4,6,-50,-44
G10,3,-44,-50,-44
I6,4,1,-50,-44
G10,3,-44,-50,-44
I8,4,-49,-50,-44
G10,3,-49,-50,-49
I9,4,1,-50,-49
G10,3,-49,-50,-49
I10,4,6,-50,-49
G10,3,-49,-50,-49
I11,4,6,-50,-49
G10,3,-49,-50,-49
J6,4,-4,-50,-49
G10,3,-49,-50,-49
J7,4,1,-50,-49
G10,3,-49,-50,-49
J8,4,1,-50,-49
G10,3,-49,-50,-49
E6,2,-49,-49,Infinity
G11,3,Infinity,-49,Infinity
D5,4,4,-49,Infinity
G11,3,4,-49,4
D6,4,0,-49,4
G11,3,0,-49,0
D7,4,0,-49,0
G11,3,0,-49,0
E5,4,0,-49,0
G11,3,0,-49,0
E7,4,0,-49,0
G11,3,0,-49,0
E8,4,5,-49,0
G11,3,0,-49,0
F5,4,0,-49,0
G11,3,0,-49,0
F6,4,0,-49,0
G11,3,0,-49,0
F8,4,-45,-49,0
G11,3,-45,-49,-45
F9,4,0,-49,-45
G11,3,-45,-49,-45
F10,4,5,-49,-45
G11,3,-45,-49,-45
F11,4,5,-49,-45
G11,3,-45,-49,-45
F12,4,5,-49,-45
G11,3,-45,-49,-45
G6,4,5,-49,-45
G11,3,-45,-49,-45
G7,4,-1,-49,-45
G11,3,-45,-49,-45
G10,4,5,-49,-45
G11,3,-45,-49,-45
G12,4,5,-49,-45
G11,3,-45,-49,-45
H6,4,0,-49,-45
G11,3,-45,-49,-45
H7,4,-10,-49,-45
G11,3,-45,-49,-45
H9,4,3,-49,-45
G11,3,-45,-49,-45
H11,4,5,-49,-45
G11,3,-45,-49,-45
H12,4,5,-49,-45
G11,3,-45,-49,-45
I6,4,0,-49,-45
G11,3,-45,-49,-45
I8,4,-50,-49,-45
G11,3,-50,-49,-45
E6,2,-49,-49,Infinity
H6,3,Infinity,-49,Infinity
D5,4,-1,-49,Infinity
H6,3,-1,-49,-1
D6,4,-5,-49,-1
H6,3,-5,-49,-5
D7,4,-5,-49,-5
H6,3,-5,-49,-5
E5,4,-5,-49,-5
H6,3,-5,-49,-5
E7,4,-5,-49,-5
H6,3,-5,-49,-5
E8,4,0,-49,-5
H6,3,-5,-49,-5
F5,4,-5,-49,-5
H6,3,-5,-49,-5
F6,4,-5,-49,-5
H6,3,-5,-49,-5
F8,4,-50,-49,-5
H6,3,-50,-49,-5
E6,2,-49,-49,Infinity
H7,3,Infinity,-49,Infinity
D5,4,-1,-49,Infinity
H7,3,-1,-49,-1
D6,4,-5,-49,-1
H7,3,-5,-49,-5
D7,4,-5,-49,-5
H7,3,-5,-49,-5
E5,4,-5,-49,-5
H7,3,-5,-49,-5
E7,4,-5,-49,-5
H7,3,-5,-49,-5
E8,4,0,-49,-5
H7,3,-5,-49,-5
F5,4,-5,-49,-5
H7,3,-5,-49,-5
F6,4,-5,-49,-5
H7,3,-5,-49,-5
F8,4,-50,-49,-5
H7,3,-50,-49,-5
E6,2,-49,-49,Infinity
H9,3,Infinity,-49,Infinity
D5,4,5,-49,Infinity
H9,3,5,-49,5
D6,4,1,-49,5
H9,3,1,-49,1
D7,4,1,-49,1
H9,3,1,-49,1
E5,4,1,-49,1
H9,3,1,-49,1
E7,4,1,-49,1
H9,3,1,-49,1
E8,4,6,-49,1
H9,3,1,-49,1
F5,4,1,-49,1
H9,3,1,-49,1
F6,4,1,-49,1
H9,3,1,-49,1
F8,4,-44,-49,1
H9,3,-44,-49,-44
F9,4,1,-49,-44
H9,3,-44,-49,-44
F10,4,6,-49,-44
H9,3,-44,-49,-44
G6,4,6,-49,-44
H9,3,-44,-49,-44
G7,4,0,-49,-44
H9,3,-44,-49,-44
G10,4,6,-49,-44
H9,3,-44,-49,-44
G11,4,6,-49,-44
H9,3,-44,-49,-44
H6,4,1,-49,-44
H9,3,-44,-49,-44
H7,4,-5,-49,-44
H9,3,-44,-49,-44
H11,4,6,-49,-44
H9,3,-44,-49,-44
I6,4,1,-49,-44
H9,3,-44,-49,-44
I8,4,-49,-49,-44
H9,3,-49,-49,-44
E6,2,-49,-49,Infinity
H11,3,Infinity,-49,Infinity
D5,4,4,-49,Infinity
H11,3,4,-49,4
D6,4,0,-49,4
H11,3,0,-49,0
D7,4,0,-49,0
H11,3,0,-49,0
E5,4,0,-49,0
H11,3,0,-49,0
E7,4,0,-49,0
H11,3,0,-49,0
E8,4,5,-49,0
H11,3,0,-49,0
F5,4,0,-49,0
H11,3,0,-49,0
F6,4,0,-49,0
H11,3,0,-49,0
F8,4,-45,-49,0
H11,3,-45,-49,-45
F9,4,0,-49,-45
H11,3,-45,-49,-45
F10,4,5,-49,-45
H11,3,-45,-49,-45
G6,4,5,-49,-45
H11,3,-45,-49,-45
G7,4,-1,-49,-45
H11,3,-45,-49,-45
G10,4,5,-49,-45
H11,3,-45,-49,-45
G11,4,5,-49,-45
H11,3,-45,-49,-45
G12,4,5,-49,-45
H11,3,-45,-49,-45
H6,4,0,-49,-45
H11,3,-45,-49,-45
H7,4,-10,-49,-45
H11,3,-45,-49,-45
H9,4,3,-49,-45
H11,3,-45,-49,-45
H12,4,5,-49,-45
H11,3,-45,-49,-45
I6,4,0,-49,-45
H11,3,-45,-49,-45
I8,4,-50,-49,-45
H11,3,-50,-49,-45
E6,2,-49,-49,Infinity
I6,3,Infinity,-49,Infinity
D5,4,-1,-49,Infinity
I6,3,-1,-49,-1
D6,4,-5,-49,-1
I6,3,-5,-49,-5
D7,4,-5,-49,-5
I6,3,-5,-49,-5
E5,4,-5,-49,-5
I6,3,-5,-49,-5
E7,4,-5,-49,-5
I6,3,-5,-49,-5
E8,4,0,-49,-5
I6,3,-5,-49,-5
F5,4,-5,-49,-5
I6,3,-5,-49,-5
F6,4,-5,-49,-5
I6,3,-5,-49,-5
F8,4,-50,-49,-5
I6,3,-50,-49,-5
E6,2,-49,-49,Infinity
I8,3,Infinity,-49,Infinity
D5,4,-1,-49,Infinity
I8,3,-1,-49,-1
D6,4,-5,-49,-1
I8,3,-5,-49,-5
D7,4,-5,-49,-5
I8,3,-5,-49,-5
E5,4,-5,-49,-5
I8,3,-5,-49,-5
E7,4,-5,-49,-5
I8,3,-5,-49,-5
E8,4,0,-49,-5
I8,3,-5,-49,-5
F5,4,-5,-49,-5
I8,3,-5,-49,-5
F6,4,-5,-49,-5
I8,3,-5,-49,-5
F8,4,-10,-49,-5
I8,3,-10,-49,-10
F9,4,-5,-49,-10
I8,3,-10,-49,-10
F10,4,0,-49,-10
I8,3,-10,-49,-10
G6,4,0,-49,-10
I8,3,-10,-49,-10
G7,4,-6,-49,-10
I8,3,-10,-49,-10
G10,4,0,-49,-10
I8,3,-10,-49,-10
G11,4,0,-49,-10
I8,3,-10,-49,-10
H6,4,-5,-49,-10
I8,3,-10,-49,-10
H7,4,-15,-49,-10
I8,3,-15,-49,-15
H9,4,-2,-49,-15
I8,3,-15,-49,-15
H11,4,0,-49,-15
I8,3,-15,-49,-15
I6,4,-1,-49,-15
I8,3,-15,-49,-15
I9,4,-5,-49,-15
I8,3,-15,-49,-15
I10,4,0,-49,-15
I8,3,-15,-49,-15
I11,4,0,-49,-15
I8,3,-15,-49,-15
J6,4,-10,-49,-15
I8,3,-15,-49,-15
J7,4,-5,-49,-15
I8,3,-15,-49,-15
J8,4,-5,-49,-15
I8,3,-15,-49,-15
J9,4,0,-49,-15
I8,3,-15,-49,-15
E6,2,-15,-15,Infinity
I9,3,Infinity,-15,Infinity
D5,4,4,-15,Infinity
I9,3,4,-15,4
D6,4,0,-15,4
I9,3,0,-15,0
D7,4,0,-15,0
I9,3,0,-15,0
E5,4,0,-15,0
I9,3,0,-15,0
E7,4,0,-15,0
I9,3,0,-15,0
E8,4,5,-15,0
I9,3,0,-15,0
F5,4,0,-15,0
I9,3,0,-15,0
F6,4,0,-15,0
I9,3,0,-15,0
F8,4,-45,-15,0
I9,3,-45,-15,0
E6,2,-15,-15,Infinity
I10,3,Infinity,-15,Infinity
D5,4,4,-15,Infinity
I10,3,4,-15,4
D6,4,0,-15,4
I10,3,0,-15,0
D7,4,0,-15,0
I10,3,0,-15,0
E5,4,0,-15,0
I10,3,0,-15,0
E7,4,0,-15,0
I10,3,0,-15,0
E8,4,5,-15,0
I10,3,0,-15,0
F5,4,0,-15,0
I10,3,0,-15,0
F6,4,0,-15,0
I10,3,0,-15,0
F8,4,-45,-15,0
I10,3,-45,-15,0
E6,2,-15,-15,Infinity
I11,3,Infinity,-15,Infinity
D5,4,49,-15,Infinity
I11,3,49,-15,49
D6,4,45,-15,49
I11,3,45,-15,45
D7,4,45,-15,45
I11,3,45,-15,45
E5,4,45,-15,45
I11,3,45,-15,45
E7,4,45,-15,45
I11,3,45,-15,45
E8,4,50,-15,45
I11,3,45,-15,45
F5,4,45,-15,45
I11,3,45,-15,45
F6,4,45,-15,45
I11,3,45,-15,45
F8,4,-500,-15,45
I11,3,-500,-15,45
E6,2,-15,-15,Infinity
J6,3,Infinity,-15,Infinity
D5,4,-1,-15,Infinity
J6,3,-1,-15,-1
D6,4,-5,-15,-1
J6,3,-5,-15,-5
D7,4,-5,-15,-5
J6,3,-5,-15,-5
E5,4,-5,-15,-5
J6,3,-5,-15,-5
E7,4,-5,-15,-5
J6,3,-5,-15,-5
E8,4,0,-15,-5
J6,3,-5,-15,-5
F5,4,-5,-15,-5
J6,3,-5,-15,-5
F6,4,-5,-15,-5
J6,3,-5,-15,-5
F8,4,-50,-15,-5
J6,3,-50,-15,-5
E6,2,-15,-15,Infinity
J7,3,Infinity,-15,Infinity
D5,4,-1,-15,Infinity
J7,3,-1,-15,-1
D6,4,-5,-15,-1
J7,3,-5,-15,-5
D7,4,-5,-15,-5
J7,3,-5,-15,-5
E5,4,-5,-15,-5
J7,3,-5,-15,-5
E7,4,-5,-15,-5
J7,3,-5,-15,-5
E8,4,0,-15,-5
J7,3,-5,-15,-5
F5,4,-5,-15,-5
J7,3,-5,-15,-5
F6,4,-5,-15,-5
J7,3,-5,-15,-5
F8,4,-50,-15,-5
J7,3,-50,-15,-5
E6,2,-15,-15,Infinity
J8,3,Infinity,-15,Infinity
D5,4,-1,-15,Infinity
J8,3,-1,-15,-1
D6,4,-5,-15,-1
J8,3,-5,-15,-5
D7,4,-5,-15,-5
J8,3,-5,-15,-5
E5,4,-5,-15,-5
J8,3,-5,-15,-5
E7,4,-5,-15,-5
J8,3,-5,-15,-5
E8,4,0,-15,-5
J8,3,-5,-15,-5
F5,4,-5,-15,-5
J8,3,-5,-15,-5
F6,4,-5,-15,-5
J8,3,-5,-15,-5
F8,4,-50,-15,-5
J8,3,-50,-15,-5
E6,2,-15,-15,Infinity
F7,1,-15,-Infinity,-15
E7,2,-Infinity,-Infinity,-15
D6,3,Infinity,-Infinity,-15
